Token,PoS,Lemma
Bürgeramt,NOUN,Bürgeramt
Donaustraße,NOUN,Donaustraße
bleibt,VERB,bleiben
am,ADP,an
12.,ADJ,12.
Februar,NOUN,Februar
geschlossen,VERB,schließen
"
",SPACE,"
"
Auf,ADP,auf
Grund,NOUN,Grund
der,DET,der
Nacharbeiten,NOUN,Nacharbeite
zur,ADP,zu
Wiederholungswahl,NOUN,Wiederholungswahl
zum,ADP,zu
20.,ADJ,20.
Deutschen,ADJ,deutsch
Bundestag,NOUN,Bundestag
bleibt,VERB,bleiben
der,DET,der
Bürgeramtsstandort,NOUN,Bürgeramtsstandort
Rathaus,NOUN,Rathaus
",",PUNCT,--
Eingang,NOUN,Eingang
Donaustr,PROPN,Donaustr
.,PUNCT,--
29,NUM,29
",",PUNCT,--
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
den,DET,der
12.02.2024,ADV,12.02.2024
geschlossen,VERB,schließen
.,PUNCT,--
Beantragte,ADJ,beantragt
Personaldokumente,NOUN,Personaldokument
können,AUX,können
an,ADP,an
diesem,DET,dieser
Tag,NOUN,Tag
aber,ADV,aber
trotzdem,ADV,trotzdem
abgeholt,VERB,abholen
werden,AUX,werden
.,PUNCT,--
