Token,PoS,Lemma
Neue,ADJ,neu
Fotografie-Ausstellung,NOUN,Fotografie-Ausstellung
der,DET,der
NKI,PROPN,NKI
im,ADP,in
Projektraum,NOUN,Projektraum
Galerie,NOUN,Galerie
M,PROPN,M
"
",SPACE,"
"
Die,DET,der
Neue,ADJ,neu
Kunst,NOUN,Kunst
Initiative,NOUN,Initiative
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
(,PUNCT,--
NKI,PROPN,NKI
),PUNCT,--
präsentiert,VERB,präsentieren
von,ADP,von
Samstag,NOUN,Samstag
",",PUNCT,--
dem,DET,der
5.,ADJ,5.
September,NOUN,September
2020,NUM,2020
bis,CCONJ,bis
Samstag,NOUN,Samstag
",",PUNCT,--
dem,DET,der
17.,ADJ,17.
Oktober,NOUN,Oktober
2020,NUM,2020
",",PUNCT,--
die,DET,der
Fotografie-Ausstellung,NOUN,Fotografie-Ausstellung
„,PUNCT,--
Ich,PRON,ich
sehe,VERB,sehen
was,PRON,was
",",PUNCT,--
was,PRON,wer
Du,PRON,du
nicht,PART,nicht
siehst,ADV,siehst
“,PUNCT,--
im,ADP,in
Projektraum,NOUN,Projektraum
Galerie,NOUN,Galerie
M,PROPN,M
",",PUNCT,--
in,ADP,in
der,PRON,der
Marzahner,ADJ,Marzahner
Promenade,PROPN,Promenade
46,NUM,46
",",PUNCT,--
12679,NUM,12679
Berlin,PROPN,Berlin
.,PUNCT,--
Die,DET,der
Fotografie,NOUN,Fotografie
ist,AUX,sein
ein,DET,ein
Medium,NOUN,Medium
",",PUNCT,--
das,PRON,der
seit,ADP,seit
seiner,DET,sein
Entstehung,NOUN,Entstehung
in,ADP,in
sehr,ADV,sehr
verschiedenen,ADJ,verschieden
Zusammenhängen,NOUN,Zusammenhäng
eingesetzt,VERB,einsetzen
wird,AUX,werden
.,PUNCT,--
Sie,PRON,sie
kann,AUX,können
unter,ADP,unter
künstlerischen,ADJ,künstlerisch
",",PUNCT,--
technischen,ADJ,technisch
",",PUNCT,--
ökonomischen,ADJ,ökonomisch
und,CCONJ,und
gesellschaftlich-sozialen,ADJ,gesellschaftlich-sozial
Aspekten,NOUN,Aspekt
betrachtet,VERB,betrachten
werden,AUX,werden
.,PUNCT,--
Bereits,ADV,bereits
im,ADP,in
19.,ADJ,19.
Jahrhundert,NOUN,Jahrhundert
wurde,AUX,werden
auf,ADP,auf
den,DET,der
Kunstcharakter,NOUN,Kunstcharakter
der,DET,der
Fotografie,NOUN,Fotografie
hingewiesen,VERB,hinweisen
.,PUNCT,--
Die,DET,der
ersten,ADJ,erster
Schritte,NOUN,Schritt
in,ADP,in
Richtung,NOUN,Richtung
künstlerische,ADJ,künstlerisch
Fotografie,NOUN,Fotografie
entstanden,VERB,entstehen
mit,ADP,mit
der,DET,der
konzeptionellen,ADJ,konzeptionell
Fotografie,NOUN,Fotografie
.,PUNCT,--
Sie,PRON,sie
brachte,VERB,bringen
neben,ADP,neben
dem,DET,der
realen,ADJ,real
Festhalten,NOUN,festhalten
eines,DET,ein
Augenblicks,NOUN,Augenblick
zusätzliche,ADJ,zusätzlich
Momente,NOUN,Moment
ins,ADP,in
Bild,NOUN,Bild
.,PUNCT,--
Bildaussagen,NOUN,Bildaussag
