Token,PoS,Lemma
Bauvorhaben,NOUN,Bauvorhaben
Hegelplatz,NOUN,Hegelplatz
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Dr.,NOUN,Dr.
Almut,PROPN,Almut
Neumann,PROPN,Neumann
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
beginnt,VERB,beginnen
im,ADP,in
3.,ADJ,3.
Quartal,NOUN,Quartal
2022,NUM,2022
mit,ADP,mit
der,DET,der
Umgestaltung,NOUN,Umgestaltung
des,DET,der
Hegelplatzes,NOUN,Hegelplatz
.,PUNCT,--
Dazu,ADV,dazu
wird,AUX,werden
eine,DET,ein
Fachfirma,NOUN,Fachfirma
in,ADP,in
den,DET,der
kommenden,ADJ,kommend
Tagen,NOUN,Tag
sieben,NUM,sieben
Baumhasel,NOUN,Baumhasel
fällen,VERB,fällen
und,CCONJ,und
Strauchflächen,NOUN,Strauchfläch
roden,VERB,roden
.,PUNCT,--
Die,DET,der
Arbeiten,NOUN,Arbeit
sind,AUX,sein
bis,ADP,bis
zum,ADP,zu
28.,ADJ,28.
Februar,NOUN,Februar
2022,NUM,2022
abgeschlossen,VERB,abschließen
.,PUNCT,--
Auf,ADP,auf
dem,DET,der
neu,ADV,neu
gestalteten,ADJ,gestaltet
Hegelplatz,NOUN,Hegelplatz
schafft,VERB,schaffen
das,DET,der
Straßen-,X,Straße
und,CCONJ,und
Grünflächenamt,NOUN,Grünflächenamt
einen,DET,ein
ökologischen,ADJ,ökologisch
Ausgleich,NOUN,Ausgleich
und,CCONJ,und
pflanzt,ADV,pflanzt
acht,NUM,acht
Baumhasel,NOUN,Baumhasel
und,CCONJ,und
einen,DET,ein
Kastanienbaum,NOUN,Kastanienbaum
neu,ADV,neu
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Pressestelle,NOUN,Pressestelle
",",PUNCT,--
E-Mail,NOUN,E-Mail
:,PUNCT,--
presse@ba-mitte.berlin.de,X,presse@ba-mitte.berlin.de
