Token,PoS,Lemma
Pressekonferenz,NOUN,Pressekonferenz
im,ADP,in
Anschluss,PROPN,Anschluss
an,ADP,an
den,DET,der
Senat,NOUN,Senat
"
",SPACE,"
"
Im,ADP,in
Anschluss,PROPN,Anschluss
an,ADP,an
die,DET,der
Senatssitzung,NOUN,Senatssitzung
am,ADP,an
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
dem,DET,der
6.,ADJ,6.
Januar,NOUN,Januar
2021,NUM,2021
",",PUNCT,--
wird,AUX,werden
es,PRON,es
eine,DET,ein
Pressekonferenz,NOUN,Pressekonferenz
geben,VERB,geben
.,PUNCT,--
Die,DET,der
Pressekonferenz,NOUN,Pressekonferenz
beginnt,VERB,beginnen
nicht,PART,nicht
vor,ADP,vor
14.00,NUM,14.00
Uhr,NOUN,Uhr
(,PUNCT,--
Rotes,ADJ,Rotes
Rathaus,NOUN,Rathaus
",",PUNCT,--
Ferdinand-Friedensburg-Saal,NOUN,Ferdinand-Friedensburg-Saal
",",PUNCT,--
Raum,NOUN,Raum
338,NUM,338
),PUNCT,--
.,PUNCT,--
Auch,ADV,auch
diese,DET,dieser
Pressekonferenz,NOUN,Pressekonferenz
wird,AUX,werden
wieder,ADV,wieder
über,ADP,über
den,DET,der
Youtube-Kanal,NOUN,Youtube-Kanal
des,DET,der
Regierenden,ADJ,regierend
Bürgermeisters,NOUN,Bürgermeister
gestreamt,VERB,streamen
werden,AUX,werden
.,PUNCT,--
Folgen,NOUN,Folge
Sie,PRON,sie
den,DET,der
Social-Media-Kanälen,NOUN,Social-Media-Kanäl
des,DET,der
Regierenden,ADJ,regierend
Bürgermeisters,NOUN,Bürgermeister
auf,ADP,auf
Twitter,NOUN,Twitter
",",PUNCT,--
Facebook,PROPN,Facebook
",",PUNCT,--
Instagram,PROPN,Instagram
und,CCONJ,und
Youtube,PROPN,Youtube
!,PUNCT,--
