Token,PoS,Lemma
präsentiert,VERB,präsentieren
.,PUNCT,--
Klosterruine,ADJ,klosterruin
Berlin,PROPN,Berlin
",",PUNCT,--
Klosterstraße,PROPN,Klosterstraße
73a,PUNCT,73a
",",PUNCT,--
10179,NUM,10179
Berlin,PROPN,Berlin
",",PUNCT,--
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
Mo-So,PROPN,Mo-So
",",PUNCT,--
10,NUM,10
–,PUNCT,--
18,NUM,18
Uhr,NOUN,Uhr
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
finden,VERB,finden
Sie,PRON,sie
online,ADV,online
:,PUNCT,--
www.klosterruine.berlin,PROPN,www.klosterruine.berlin
Künstlerische,ADJ,künstlerisch
Werkstätten,NOUN,Werkstatt
in,ADP,in
der,DET,der
MiK,PROPN,MiK
Jugendkunstschule,NOUN,Jugendkunstschule
Berlin,PROPN,Berlin
Mitte,NOUN,Mitte
In,ADP,in
der,DET,der
MiK,PROPN,MiK
Jugendkunstschule,NOUN,Jugendkunstschule
Berlin,PROPN,Berlin
Mitte,NOUN,Mitte
finden,VERB,finden
vom,ADP,von
26.06.,NOUN,26.06.
bis,ADP,bis
30.06.2022,NOUN,30.06.2022
die,DET,der
„,PUNCT,--
Künstlerischen,ADJ,künstlerisch
Werkstätten,NOUN,Werkstatt
“,PUNCT,--
für,ADP,für
Schüler*innen,NOUN,Schüler*inn
des,DET,der
Bezirks,NOUN,Bezirk
Mitte,NOUN,Mitte
statt,ADV,statt
.,PUNCT,--
Die,DET,der
erfahrenen,ADJ,erfahren
und,CCONJ,und
internationalen,ADJ,international
Künstler*innen,NOUN,Künstler*in
halten,VERB,halten
Kurse,NOUN,Kurs
im,ADP,in
Bereich,NOUN,Bereich
digitaler,ADJ,digital
Malerei,NOUN,Malerei
",",PUNCT,--
Nähen,NOUN,Nähe
",",PUNCT,--
Fashionmagazingestaltung,NOUN,Fashionmagazingestaltung
",",PUNCT,--
Film,NOUN,Film
",",PUNCT,--
Aquarellmalen,NOUN,Aquarellmal
",",PUNCT,--
Tunnelbücher,NOUN,Tunnelbücher
und,CCONJ,und
Keramik,NOUN,Keramik
.,PUNCT,--
Die,DET,der
Schüler*innen,NOUN,Schüler*inn
können,AUX,können
sich,PRON,sich
in,ADP,in
dieser,DET,dieser
Zeit,NOUN,Zeit
(,PUNCT,--
26.06.,PUNCT,26.06.
bis,ADP,bis
30.06.2022,NOUN,30.06.2022
",",PUNCT,--
jeweils,ADV,jeweils
von,ADP,von
9,NUM,9
bis,ADP,bis
13,NUM,13
Uhr,NOUN,Uhr
),PUNCT,--
vom,ADP,von
Pflichtunterricht,NOUN,Pflichtunterricht
befreien,VERB,befreien
lassen,VERB,lassen
.,PUNCT,--
Anmeldefrist,NOUN,Anmeldefrist
ist,AUX,sein
der,DET,der
23.06.2023,NUM,23.06.2023
Informationen,NOUN,Information
zu,ADP,zu
den,DET,der
einzelnen,ADJ,einzeln
Kursen,NOUN,Kurs
und,CCONJ,und
genaue,ADJ,genau
Angaben,NOUN,Angabe
zur,ADP,zu
Anmeldung,NOUN,Anmeldung
sind,AUX,sein
zu,PART,zu
finden,VERB,finden
unter,ADP,unter
http://mik.berlin/2023/05/11/kuenstlerische-werkstaetten-fuer-schuelerinnen-und-schueler-in-berlin-mitte-23,PROPN,http://mik.berlin/2023/05/11/kuenstlerische-werkstaetten-fuer-schuelerinnen-und-schueler-in-berlin-mitte-23
MiK,X,MiK
Jugendkunstschule,NOUN,Jugendkunstschule
Berlin,PROPN,Berlin
Mitte,NOUN,Mitte
",",PUNCT,--
Schönwalder,ADJ,Schönwald
Straße,NOUN,Straße
19,NUM,19
",",PUNCT,--
13347,NUM,13347
Berlin,PROPN,Berlin
Die,DET,der
MiK,ADJ,MiK
Jugendkunstschule,NOUN,Jugendkunstschule
ist,AUX,sein
leider,ADV,leider
nicht,PART,nicht
barrierefrei,ADV,barrierefrei
zugänglich,ADV,zugänglich
.,PUNCT,--
Ausstellung,NOUN,Ausstellung
Urbane,PROPN,Urbane
Künste,NOUN,Kunst
ERbeLEBEN,ADP,ERbeLEBEN
in,ADP,in
der,DET,der
galerie,NOUN,Galerie
weisser,NOUN,Weisser
elefant,ADP,elefant
Zwischen,ADP,zwischen
April,NOUN,April
und,CCONJ,und
Juni,NOUN,Juni
haben,AUX,haben
sich,PRON,sich
Schüler*innen,NOUN,Schüler*inn
von,ADP,von
sechs,NUM,sechs
Berliner,ADJ,Berliner
Schulen,NOUN,Schule
zusammen,ADV,zusammen
mit,ADP,mit
Künstler*innen,NOUN,Künstler*in
und,CCONJ,und
Architekt*innen,NOUN,Architekt*inne
in,ADP,in
mehrwöchigen,ADJ,mehrwöchig
Projekten,NOUN,Projekt
kreativ,ADV,kreativ
und,CCONJ,und
kritisch,ADV,kritisch
mit,ADP,mit
Stadtentwicklung,NOUN,Stadtentwicklung
auseinandergesetzt,VERB,auseinandergesetzen
.,PUNCT,--
Die,DET,der
Ergebnisse,NOUN,Ergebnis
und,CCONJ,und
Prozesse,NOUN,Prozeß
der,DET,der
Projekte,NOUN,Projekt
werden,AUX,werden
vom,ADP,von
29.,ADJ,29.
Juni,NOUN,Juni
bis,ADP,bis
zum,ADP,zu
9.,ADJ,9.
Juli,NOUN,Juli
in,ADP,in
der,DET,der
galerie,NOUN,Galerie
weisser,NOUN,Weisser
elefant,ADV,elefant
in,ADP,in
Berlin,PROPN,Berlin
Mitte,NOUN,Mitte
zu,PART,zu
sehen,VERB,sehen
sein,AUX,sein
.,PUNCT,--
Thema,NOUN,Thema
der,DET,der
diesjährigen,ADJ,diesjährig
Ausgabe,NOUN,Ausgabe
von,ADP,von
„,PUNCT,--
Urbane,ADJ,Urbane
Künste,NOUN,Kunst
ERbeLEBEN,PROPN,ERbeLEBEN
“,PUNCT,--
ist,AUX,sein
:,PUNCT,--
MIT,ADP,MIT
",",PUNCT,--
AUS,ADP,AUS
",",PUNCT,--
UM,PROPN,UM
…,PUNCT,--
wie,ADP,wie
NUTZEN,PROPN,NUTZEN
wir,PRON,wir
die,DET,der
Stadt,NOUN,Stadt
?,PUNCT,--
Urbane,ADJ,urban
Künste,NOUN,Kunst
ERbeLEBEN,ADV,ERbeLEBEN
29.06.2023,NUM,29.06.2023
–,PUNCT,--
09.07.2023,NUM,09.07.2023
Di,NOUN,Di
–,PUNCT,--
So,ADV,so
",",PUNCT,--
13,NUM,13
–,PUNCT,--
19,NUM,19
Uhr,NOUN,Uhr
Ab,ADP,ab
5,NUM,5
Jahren,NOUN,Jahr
Zusätzliches,ADJ,Zusätzliches
Programm,NOUN,Programm
:,PUNCT,--
Kreative,ADJ,kreativ
Werkstatt,NOUN,Werkstatt
für,ADP,für
Familien,NOUN,Familie
und,CCONJ,und
ihre,DET,ihr
Freund*innen,NOUN,Freund*inn
am,ADP,an
02.,ADJ,02.
und,CCONJ,und
09.,ADJ,09.
Juli,NOUN,Juli
",",PUNCT,--
15,NUM,15
Uhr,NOUN,Uhr
bis,ADP,bis
17:30,NOUN,17:30
Uhr,NOUN,Uhr
Es,PRON,es
werden,AUX,werden
Führungen,NOUN,Führung
und,CCONJ,und
Workshops,NOUN,Workshop
für,ADP,für
Schulklassen,NOUN,Schulklasse
angeboten,VERB,anbieten
.,PUNCT,--
Informationen,NOUN,Information
und,CCONJ,und
Anmeldung,NOUN,Anmeldung
unter,ADP,unter
hallo@erbeleben.de,NOUN,hallo@erbeleben.de
.,PUNCT,--
Beteiligte,ADJ,beteiligter
Künstler*innen,NOUN,Künstler*in
und,CCONJ,und
Architekt*innen,NOUN,Architekt*in
:,PUNCT,--
Club,PROPN,Club
Real,PROPN,Real
",",PUNCT,--
José,PROPN,José
Contreras,PROPN,Contreras
Aguad,PROPN,Aguad
",",PUNCT,--
Kaveh,PROPN,Kaveh
Ghaemi,PROPN,Ghaemi
",",PUNCT,--
Leicy,PROPN,Leicy
Valenzuela,PROPN,Valenzuela
",",PUNCT,--
Lorène,PROPN,Lorène
Blanche,ADJ,blanch
Goesele,NOUN,Goesel
",",PUNCT,--
Lukas,PROPN,Lukas
Rosier,PROPN,Rosier
",",PUNCT,--
Malin,PROPN,Malin
Mohr,PROPN,Mohr
",",PUNCT,--
Rahel,PROPN,Rahel
Jacob,PROPN,Jacob
",",PUNCT,--
Ute,PROPN,Ute
Lindenbeck,PROPN,Lindenbeck
",",PUNCT,--
Valeria,PROPN,Valeria
Germain,PROPN,Germain
und,CCONJ,und
Valeria,PROPN,Valeria
Schwarz,PROPN,Schwarz
Partnerschulen,NOUN,Partnerschulen
:,PUNCT,--
Grundschule,PROPN,Grundschule
Neues,ADJ,neu
Tor,NOUN,Tor
",",PUNCT,--
Hausburgschule,NOUN,Hausburgschule
",",PUNCT,--
John-Lennon-Gymnasium,NOUN,John-Lennon-Gymnasium
",",PUNCT,--
Max-Planck-Gymnasium,NOUN,Max-Planck-Gymnasium
",",PUNCT,--
Theodor-Heuss-Gemeinschaftsschule,PROPN,Theodor-Heuss-Gemeinschaftsschule
galerie,VERB,Galerie
weisser,NOUN,Weisser
elefant,NUM,elefant
",",PUNCT,--
Auguststraße,PROPN,Auguststraße
21,NUM,21
",",PUNCT,--
10117,NUM,10117
Berlin,PROPN,Berlin
",",PUNCT,--
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
Di,NOUN,Di
–,PUNCT,--
So,ADV,so
",",PUNCT,--
13,NUM,13
–,PUNCT,--
19,NUM,19
Uhr,NOUN,Uhr
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
finden,VERB,finden
Sie,PRON,sie
online,ADV,online
:,PUNCT,--
https://erbeleben.de,PROPN,https://erbeleben.de
Tag,NOUN,Tag
der,DET,der
Architektur,NOUN,Architektur
:,PUNCT,--
Kunst,NOUN,Kunst
am,ADP,an
Bau,NOUN,Bau
entlang,ADP,entlang
der,DET,der
Leipziger,ADJ,Leipziger
Straße,NOUN,Straße
Anlässlich,NOUN,Anlässlich
des,DET,der
Tages,NOUN,Tag
der,DET,der
Architektur,NOUN,Architektur
lädt,VERB,laden
das,DET,der
Mitte,NOUN,Mitte
Museum,NOUN,Museum
am,ADP,an
Samstag,NOUN,Samstag
",",PUNCT,--
11,NUM,11
Uhr,NOUN,Uhr
zu,ADP,zu
einer,DET,ein
Führung,NOUN,Führung
entlang,ADP,entlang
der,DET,der
Leipzigerstraße,NOUN,Leipzigerstraße
ein,ADV,ein
.,PUNCT,--
In,ADP,in
der,DET,der
Führung,NOUN,Führung
werden,AUX,werden
Kunstwerke,NOUN,Kunstwerk
besucht,VERB,besuchen
",",PUNCT,--
die,PRON,der
das,DET,der
Stadtbild,NOUN,Stadtbild
prägen,VERB,prägen
und,CCONJ,und
dennoch,ADV,dennoch
oft,ADV,oft
übersehen,VERB,übersehen
werden,AUX,werden
.,PUNCT,--
Kunst,NOUN,Kunst
schmückt,VERB,schmücken
nicht,PART,nicht
nur,ADV,nur
Gebäude,NOUN,Gebäude
",",PUNCT,--
sondern,CCONJ,sondern
hilft,VERB,helfen
uns,PRON,sich
zu,PART,zu
verstehen,VERB,verstehen
",",PUNCT,--
wie,SCONJ,wie
die,DET,der
Stadt,NOUN,Stadt
gedacht,VERB,denken
",",PUNCT,--
gesehen,VERB,sehen
und,CCONJ,und
gebaut,VERB,bauen
wurde,AUX,werden
.,PUNCT,--
Mit,ADP,mit
einem,DET,ein
besonderen,ADJ,besonderer
Fokus,NOUN,Fokus
auf,ADP,auf
die,DET,der
architekturbezogene,ADJ,architekturbezogen
Kunst,NOUN,Kunst
der,DET,der
DDR,PROPN,DDR
bewegen,VERB,bewegen
wir,PRON,wir
uns,PRON,sich
vom,ADP,von
Schlossplatz,NOUN,Schlossplatz
aus,ADP,aus
entlang,ADP,entlang
der,DET,der
Leipziger,ADJ,Leipziger
Straße,NOUN,Straße
",",PUNCT,--
um,SCONJ,um
den,DET,der
künstlerischen,ADJ,künstlerisch
Spuren,NOUN,Spur
der,DET,der
Stadtgeschichte,NOUN,Stadtgeschichte
nachzugehen,VERB,nachgehen
.,PUNCT,--
Die,DET,der
Tour,NOUN,Tour
startet,VERB,starten
am,ADP,an
Staatsratsgebäude,NOUN,Staatsratsgebäude
(,PUNCT,--
heute,ADV,heute
ESMT,PROPN,ESMT
–,PUNCT,--
European,PROPN,European
School,PROPN,School
of,PROPN,of
Management,PROPN,Management
and,PROPN,and
Technology,PROPN,Technology
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Schloßplatz,NOUN,Schloßplatz
1,NUM,1
und,CCONJ,und
endet,VERB,enden
vor,ADP,vor
der,DET,der
Botschaft,NOUN,Botschaft
der,DET,der
Tschechischen,ADJ,Tschechisch
Republik,NOUN,Republik
in,ADP,in
der,DET,der
Wilhelmstraße,NOUN,Wilhelmstraße
44.,X,44.
Um,ADP,um
Anmeldung,NOUN,Anmeldung
wird,AUX,werden
gebeten,VERB,bitten
unter,ADP,unter
nachstehendem,ADJ,nachstehend
Link,NOUN,Link
:,PUNCT,--
https://pretix.eu/Stadtkultur-Mitte/KunstamBauLS,PROPN,https://pretix.eu/Stadtkultur-Mitte/KunstamBauLS
/,PUNCT,--
Kunst,NOUN,Kunst
am,ADP,an
Bau,NOUN,Bau
entlang,ADP,entlang
der,DET,der
Leipziger,ADJ,Leipziger
Straße,NOUN,Straße
Samstag,NOUN,Samstag
",",PUNCT,--
24.06.2023,NUM,24.06.2023
",",PUNCT,--
11,NUM,11
Uhr,NOUN,Uhr
ca.,ADV,ca.
"1,5",NUM,"1,5"
Stunden,NOUN,Stunde
(,PUNCT,--
ca.,ADV,ca.
3,NUM,3
km,X,km
),PUNCT,--
Führung,NOUN,Führung
:,PUNCT,--
Edouard,PROPN,Edouard
Compere,PROPN,Compere
",",PUNCT,--
Kunsthistoriker,NOUN,Kunsthistoriker
Treffpunkt,NOUN,Treffpunkt
:,PUNCT,--
Schloßplatz,NOUN,Schloßplatz
1,NUM,1
",",PUNCT,--
vor,ADP,vor
dem,DET,der
Staatsratsgebäude,NOUN,Staatsratsgebäude
(,PUNCT,--
heute,ADV,heute
ESMT,PROPN,ESMT
–,PUNCT,--
European,PROPN,European
School,PROPN,School
of,PROPN,of
Management,PROPN,Management
and,PROPN,and
Technology,PROPN,Technology
Berlin,PROPN,Berlin
),PUNCT,--
Mitte,PROPN,Mitte
Museum,NOUN,Museum
",",PUNCT,--
Pankstraße,NOUN,Pankstraße
47,NUM,47
",",PUNCT,--
13357,NUM,13357
",",PUNCT,--
Berlin,PROPN,Berlin
",",PUNCT,--
Öffnungzeiten,NOUN,Öffnungzeit
:,PUNCT,--
So,ADV,so
–,PUNCT,--
Fr,PROPN,Fr
10,NUM,10
-,PUNCT,--
18,NUM,18
Uhr,NOUN,Uhr
Weitere,ADJ,weit
Informationen,NOUN,Information
finden,VERB,finden
Sie,PRON,sie
online,ADV,online
:,PUNCT,--
https://www.mittemuseum.de/de/aktuelles,PROPN,https://www.mittemuseum.de/de/aktuelles
Buchpräsentation,NOUN,Buchpräsentation
:,PUNCT,--
„,PUNCT,--
Bittersweet,NOUN,Bittersweet
:,PUNCT,--
Jüdisches,ADJ,Jüdisches
Leben,NOUN,Leben
im,ADP,in
Roten,ADJ,rot
Wedding,PROPN,Wedding
1871–1933,VERB,1871–1933
“,PUNCT,--
Am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
4.,ADJ,4.
Juli,NOUN,Juli
2023,NUM,2023
",",PUNCT,--
19,NUM,19
Uhr,NOUN,Uhr
",",PUNCT,--
präsentiert,VERB,präsentieren
das,DET,der
Mitte,NOUN,Mitte
Museum,NOUN,Museum
in,ADP,in
Kooperation,NOUN,Kooperation
mit,ADP,mit
Bet,PROPN,Bet
Haskala,PROPN,Haskala
",",PUNCT,--
unabhängige,ADJ,unabhängig
Synagogengemeinde,NOUN,synagogengemeind
Berlin,PROPN,Berlin
",",PUNCT,--
im,ADP,in
Lichtburgforum,NOUN,Lichtburgforum
das,DET,der
Buch,NOUN,Buch
„,PUNCT,--
Bittersweet,NOUN,Bittersweet
“,PUNCT,--
.,PUNCT,--
Carsten,PROPN,Carsten
Schmidt,PROPN,Schmidt
stellt,VERB,stellen
sein,DET,sein
kürzlich,ADV,kürzlich
im,ADP,in
Berliner,ADJ,Berliner
Verlag,NOUN,Verlag
Hentrich,PROPN,Hentrich
&,CCONJ,&
Hentrich,PROPN,Hentrich
erschienenes,ADJ,erschienen
Werk,NOUN,Werk
vor,ADP,vor
",",PUNCT,--
das,PRON,der
vom,ADP,von
jüdischen,ADJ,jüdisch
Leben,NOUN,Leben
in,ADP,in
der,DET,der
Kaiserzeit,NOUN,Kaiserzeit
bis,ADP,bis
zum,ADP,zu
Ende,NOUN,Ende
der,DET,der
Weimarer,ADJ,Weimarer
Republik,NOUN,Republik
im,ADP,in
Umfeld,NOUN,Umfeld
der,DET,der
heutigen,ADJ,heutig
Synagogengemeinde,NOUN,Synagogengemeind
erzählt,VERB,erzählen
.,PUNCT,--
Der,DET,der
Autor,NOUN,Autor
berichtet,VERB,berichten
zusammen,ADV,zusammen
mit,ADP,mit
der,DET,der
Publizistin,NOUN,Publizistin
und,CCONJ,und
Verlegerin,NOUN,Verlegerin
Nora,PROPN,Nora
Pester,PROPN,Pester
über,ADP,über
die,DET,der
Entstehung,NOUN,Entstehung
des,DET,der
Buches,NOUN,Buch
und,CCONJ,und
beantwortet,VERB,beantworten
Fragen,NOUN,Frage
der,DET,der
Gäste,NOUN,Gast
.,PUNCT,--
Im,ADP,in
Vergleich,NOUN,Vergleich
zu,ADP,zu
den,DET,der
bekannten,ADJ,bekannt
jüdischen,ADJ,jüdisch
Vierteln,NOUN,Viertel
im,ADP,in
Zentrum,NOUN,Zentrum
oder,CCONJ,oder
Westen,NOUN,Westen
Berlins,PROPN,Berlin
entsteht,VERB,entstehen
in,ADP,in
diesem,DET,dieser
Buch,NOUN,Buch
ein,DET,ein
überraschend,ADV,überraschend
anderes,ADJ,anderer
Porträt,NOUN,Porträt
jüdischen,ADJ,jüdisch
Lebens,NOUN,Leben
.,PUNCT,--
Schmidt,PROPN,Schmidt
führt,VERB,führen
seine,DET,sein
Leserschaft,NOUN,Leserschaft
durch,ADP,durch
die,DET,der
Straßen,NOUN,Straße
des,DET,der
Weddings,NOUN,Wedding
",",PUNCT,--
betrachtet,VERB,betrachten
einzelne,ADJ,einzeln
Gebäude,NOUN,Gebäude
und,CCONJ,und
verweilt,VERB,verweilen
an,ADP,an
bedeutungsvollen,ADJ,bedeutungsvoll
Plätzen,NOUN,Platz
.,PUNCT,--
Wir,PRON,wir
lernen,VERB,lernen
den,DET,der
Alltag,NOUN,Alltag
engagierter,ADJ,engagiert
Rabbiner,NOUN,Rabbiner
",",PUNCT,--
die,DET,der
Kraft,NOUN,Kraft
jüdischer,ADJ,jüdisch
Frauen,NOUN,Frau
und,CCONJ,und
die,DET,der
Ideen,NOUN,Idee
mutiger,ADJ,mutig
Geschäftsleute,NOUN,Geschäftsleute
kennen,VERB,kennen
.,PUNCT,--
Moderation,NOUN,Moderation
:,PUNCT,--
Nathan,PROPN,Nathan
Friedenberg,PROPN,Friedenberg
",",PUNCT,--
Sachgebietsleiter,NOUN,Sachgebietsleiter
für,ADP,für
Erinnerungskultur,NOUN,Erinnerungskultur
und,CCONJ,und
Geschichte,NOUN,Geschichte
im,ADP,in
Amt,NOUN,Amt
für,ADP,für
Weiterbildung,NOUN,Weiterbildung
und,CCONJ,und
Kultur,NOUN,Kultur
und,CCONJ,und
Leiter,NOUN,Leiter
des,DET,der
Mitte,NOUN,Mitte
Museums,NOUN,Museum
.,PUNCT,--
Carsten,PROPN,Carsten
Schmidt,PROPN,Schmidt
wurde,AUX,werden
1977,NUM,1977
in,ADP,in
Potsdam-Babelsberg,PROPN,Potsdam-Babelsberg
geboren,VERB,gebären
",",PUNCT,--
promovierte,VERB,promovieren
über,ADP,über
die,DET,der
architektonische,ADJ,architektonisch
und,CCONJ,und
städtebauliche,ADJ,städtebaulich
Transformation,NOUN,Transformation
New,PROPN,New
Yorks,PROPN,York
",",PUNCT,--
1929–1969.,NUM,1929–1969.
Er,PRON,er
veröffentlicht,VERB,veröffentlichen
Aufsätze,NOUN,Aufsatz
und,CCONJ,und
hält,VERB,halten
Vorträge,NOUN,Vortrag
zur,ADP,zu
Architektur,NOUN,Architektur
und,CCONJ,und
Stadtentwicklung,NOUN,Stadtentwicklung
Berlins,PROPN,Berlin
.,PUNCT,--
Bittersweet,PROPN,Bittersweet
:,PUNCT,--
Jüdisches,ADJ,Jüdisches
Leben,NOUN,Leben
im,ADP,in
Roten,ADJ,rot
Wedding,PROPN,Wedding
1871–1933,PROPN,1871–1933
04.07.2023,NUM,04.07.2023
",",PUNCT,--
19,NUM,19
Uhr,NOUN,Uhr
Lichtburgforum,NOUN,Lichtburgforum
",",PUNCT,--
Behmstraße,PROPN,Behmstraße
13,NUM,13
",",PUNCT,--
13357,NUM,13357
Berlin,PROPN,Berlin
Wir,PRON,wir
bitten,VERB,bitten
um,ADP,um
Anmeldung,NOUN,Anmeldung
unter,ADP,unter
:,PUNCT,--
info@mittemuseum.de,ADJ,info@mittemuseum.de
Mitte,NOUN,Mitte
Museum,NOUN,Museum
",",PUNCT,--
Pankstraße,NOUN,Pankstraße
47,NUM,47
",",PUNCT,--
13357,NUM,13357
",",PUNCT,--
Berlin,PROPN,Berlin
",",PUNCT,--
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
So,ADV,so
–,PUNCT,--
Fr,PROPN,Fr
10,NUM,10
-,PUNCT,--
18,NUM,18
