Token,PoS,Lemma
",",PUNCT,--
E-Mail,NOUN,E-Mail
oder,CCONJ,oder
Kontaktformular,NOUN,Kontaktformular
schildern,VERB,schildern
–,PUNCT,--
Formvorschriften,NOUN,Formvorschrift
oder,CCONJ,oder
Fristen,NOUN,Frist
gibt,VERB,geben
es,PRON,es
nicht,PART,nicht
.,PUNCT,--
Das,DET,der
Beschwerdecenter,NOUN,Beschwerdecenter
im,ADP,in
Bezirksamt,NOUN,Bezirksamt
Mitte,NOUN,Mitte
ist,AUX,sein
wie,ADV,wie
folgt,VERB,folgen
erreichbar,ADV,erreichbar
:,PUNCT,--
Internet,NOUN,Internet
–,PUNCT,--
Portal,NOUN,Portal
:,PUNCT,--
https://www.berlin.de/ba-mitte/service/beschwerdecenter,NOUN,https://www.berlin.de/ba-mitte/service/beschwerdecenter
/,PUNCT,--
per,ADP,per
E-Mail,NOUN,E-Mail
an,ADP,an
:,PUNCT,--
Beschwerdecenter@ba-mitte.berlin.de,X,Beschwerdecenter@ba-mitte.berlin.de
per,ADP,per
Brief,NOUN,Brief
an,ADP,an
die,DET,der
Postanschrift,NOUN,Postanschrift
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
mit,ADP,mit
dem,DET,der
Zusatz,NOUN,Zusatz
„,PUNCT,--
Impuls-,X,Impuls
und,CCONJ,und
Beschwerdemanagement,NOUN,Beschwerdemanagement
“,PUNCT,--
oder,CCONJ,oder
„,PUNCT,--
Beschwerdecenter,NOUN,Beschwerdecenter
“,PUNCT,--
Postanschrift,NOUN,Postanschrift
:,PUNCT,--
Bezirksamt,ADP,bezirksamt
Mitte,NOUN,Mitte
von,ADP,von
Berlin,PROPN,Berlin
",",PUNCT,--
13341,NUM,13341
Berlin,PROPN,Berlin
telefonisch,ADV,telefonisch
oder,CCONJ,oder
persönlich,ADV,persönlich
bei,ADP,bei
Vorsprache,NOUN,Vorsprach
in,ADP,in
einem,DET,ein
unserer,DET,unser
Fachämter,NOUN,Fachämter
im,ADP,in
Termin,NOUN,Termin
mit,ADP,mit
unseren,DET,unser
Mitarbeiter*innen,NOUN,Mitarbeiter*inn
Wichtig,ADV,wichtig
:,PUNCT,--
Das,DET,der
Impuls-,X,Impuls
und,CCONJ,und
Beschwerdeverfahren,NOUN,Beschwerdeverfahren
ersetzt,VERB,ersetzen
keine,DET,kein
anderen,ADJ,anderer
Verfahren,NOUN,Verfahren
",",PUNCT,--
wie,SCONJ,wie
z.B.,PROPN,z.B.
zivilgerichtliche,ADJ,zivilgerichtlich
Verfahren,NOUN,Verfahren
",",PUNCT,--
Straf-,X,Straf
oder,CCONJ,oder
Ordnungswidrigkeitensverfahren,NOUN,Ordnungswidrigkeitensverfahr
.,PUNCT,--
Dort,ADV,dort
vorgeschriebene,ADJ,vorgeschrieben
Fristen,NOUN,Frist
werden,AUX,werden
mit,ADP,mit
einer,DET,ein
Beschwerde,NOUN,Beschwerde
in,ADP,in
der,DET,der
Beschwerdestelle,NOUN,Beschwerdestelle
nicht,PART,nicht
unterbrochen,VERB,unterbrechen
oder,CCONJ,oder
gehemmt,ADV,gehemmt
.,PUNCT,--
Beschwerden,NOUN,Beschwerde
im,ADP,in
öffentlichen,ADJ,öffentlich
Raum,NOUN,Raum
werden,AUX,werden
weiterhin,ADV,weiterhin
über,ADP,über
das,DET,der
PortalOrdnungsamt-Online,NOUN,PortalOrdnungsamt-Online
aufgenommen,VERB,aufnehmen
.,PUNCT,--
Dort,ADV,dort
können,AUX,können
Hinweise,NOUN,Hinweis
und,CCONJ,und
Beschwerden,NOUN,Beschwerde
zu,ADP,zu
Missständen,NOUN,Missständ
und,CCONJ,und
Störungen,NOUN,Störung
im,ADP,in
öffentlichen,ADJ,öffentlich
Raum,NOUN,Raum
an,ADP,an
das,DET,der
Bezirksamt,NOUN,Bezirksamt
übermittelt,VERB,übermitteln
werden,AUX,werden
(,PUNCT,--
Beispiele,NOUN,Beispiel
:,PUNCT,--
Lärm,NOUN,Lärm
",",PUNCT,--
Müll,NOUN,Müll
",",PUNCT,--
Straßenschäden,NOUN,Straßenschäden
),PUNCT,--
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Bezirksstadträtin,PROPN,Bezirksstadträtin
Ramona,PROPN,Ramona
Reiser,PROPN,Reiser
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
-,PUNCT,-
23700,NUM,23700
