Token,PoS,Lemma
„,PUNCT,--
Kristalle,NOUN,Kristalle
“,PUNCT,--
-,PUNCT,--
weihnachtliches,ADJ,weihnachtlich
Gitarrenkonzert,NOUN,Gitarrenkonzert
am,ADP,an
11.12.,NOUN,11.12.
in,ADP,in
der,DET,der
Krankenhauskirche,NOUN,Krankenhauskirche
"
",SPACE,"
"
„,PUNCT,--
Kristalle,NOUN,Kristalle
“,PUNCT,--
–,PUNCT,--
die,DET,der
Krankenhauskirche,NOUN,Krankenhauskirche
im,ADP,in
Wuhlgarten,NOUN,Wuhlgart
",",PUNCT,--
Brebacher,ADJ,Brebacher
Weg,NOUN,Weg
15,NUM,15
",",PUNCT,--
Haus,NOUN,Haus
34,NUM,34
",",PUNCT,--
12683,NUM,12683
Berlin,PROPN,Berlin
",",PUNCT,--
lädt,VERB,laden
am,ADP,an
Sonntag,NOUN,Sonntag
",",PUNCT,--
dem,DET,der
11.,ADJ,11.
Dezember,NOUN,Dezember
um,ADP,um
19.00,NUM,19.00
Uhr,NOUN,Uhr
ein,DET,ein
zu,ADP,zu
einem,DET,ein
weihnachtlichen,ADJ,weihnachtlich
Gitarrenkonzert,NOUN,Gitarrenkonzert
des,DET,der
Quartetts,NOUN,Quartett
„,PUNCT,--
cuarteto-apasionado,X,cuarteto-apasionado
“,PUNCT,--
.,PUNCT,--
Klassische,ADJ,klassisch
Musik,NOUN,Musik
",",PUNCT,--
für,ADP,für
vier,NUM,vier
Gitarren,NOUN,Gitarr
bearbeitet,VERB,bearbeiten
",",PUNCT,--
von,ADP,von
vier,NUM,vier
jungen,ADJ,jung
Damen,NOUN,Dame
gespielt,VERB,spielen
",",PUNCT,--
stimmt,VERB,stimmen
die,DET,der
Zuschauer,NOUN,Zuschauer
und,CCONJ,und
-hörer,NOUN,-hörer
auf,ADP,auf
die,DET,der
Weihnachtszeit,NOUN,Weihnachtszeit
ein,ADV,ein
.,PUNCT,--
Ein,DET,ein
Konzert,NOUN,Konzert
fürs,ADP,für
Auge,NOUN,Auge
und,CCONJ,und
fürs,ADP,für
Ohr,NOUN,Ohr
",",PUNCT,--
das,PRON,der
viel,PRON,viel
verspricht,VERB,versprechen
.,PUNCT,--
Der,DET,der
Eintritt,NOUN,Eintritt
ist,AUX,sein
frei,ADV,frei
",",PUNCT,--
um,SCONJ,um
Spenden,NOUN,Spende
wird,AUX,werden
jedoch,ADV,jedoch
gebeten,VERB,bitten
.,PUNCT,--
Weitere,ADJ,weit
Infos,NOUN,Infos
unter,ADP,unter
Tel.,NOUN,Tel.
:,PUNCT,--
030,NUM,030
/,PUNCT,--
562969423,NUM,562969423
