Token,PoS,Lemma
Interessenbekundung,NOUN,Interessenbekundung
für,ADP,für
die,DET,der
Beratungsstelle,NOUN,Beratungsstelle
Gewaltbetroffener,ADJ,Gewaltbetroffener
Frauen,NOUN,Frau
"
",SPACE,"
"
Für,ADP,für
den,DET,der
besseren,ADJ,gut
Schutz,NOUN,Schutz
von,ADP,von
Gewalt,NOUN,Gewalt
betroffener,ADJ,betroffen
Frauen,NOUN,Frau
",",PUNCT,--
insbesondere,ADV,insbesondere
häuslicher,ADJ,häuslich
Gewalt,NOUN,Gewalt
",",PUNCT,--
wird,AUX,werden
das,DET,der
Bezirksamt,NOUN,Bezirksamt
Treptow-Köpenick,PROPN,Treptow-Köpenick
eine,DET,ein
Beratungsstelle,NOUN,Beratungsstelle
einrichten,VERB,einrichten
und,CCONJ,und
hat,AUX,haben
dazu,ADV,dazu
heute,ADV,heute
ein,DET,ein
Interessenbekundungsverfahren,NOUN,Interessenbekundungsverfahren
gestartet,VERB,starten
.,PUNCT,--
Ziel,NOUN,Ziel
des,DET,der
Verfahrens,NOUN,Verfahren
ist,AUX,sein
die,DET,der
Auswahl,NOUN,Auswahl
eines,DET,ein
Trägers,NOUN,Träger
für,ADP,für
eine,DET,ein
„,PUNCT,--
Beratungsstelle,NOUN,Beratungsstelle
für,ADP,für
von,ADP,von
Gewalt,NOUN,Gewalt
betroffene,ADJ,betroffen
Frauen,NOUN,Frau
“,PUNCT,--
für,ADP,für
den,DET,der
Bezirk,NOUN,Bezirk
Treptow-Köpenick,PROPN,Treptow-Köpenick
.,PUNCT,--
Ein,DET,ein
solcher,DET,solcher
Träger,NOUN,Träger
muss,ADJ,muss
Voraussetzungen,NOUN,Voraussetzung
für,ADP,für
die,DET,der
Arbeit,NOUN,Arbeit
mit,ADP,mit
gewaltbetroffenen,ADJ,gewaltbetroffen
Frauen,NOUN,Frau
mitbringen,VERB,mitbringen
und,CCONJ,und
in,ADP,in
den,DET,der
Handlungsfeldern,NOUN,Handlungsfeld
der,DET,der
Antigewaltarbeit,NOUN,Antigewaltarbeit
eingebunden,VERB,einbinden
sein,AUX,sein
.,PUNCT,--
Zu,ADP,zu
diesem,DET,dieser
Zwecke,NOUN,Zweck
stehen,VERB,stehen
jährlich,ADV,jährlich
"28.500,00",NUM,"28.500,00"
€,PROPN,€
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Interessenten,NOUN,Interessent
werden,AUX,werden
gebeten,VERB,bitten
",",PUNCT,--
sich,PRON,sich
bis,ADP,bis
zum,ADP,zu
31.05.2019,NOUN,31.05.2019
zu,PART,zu
bewerben,VERB,bewerben
.,PUNCT,--
Die,DET,der
Beratungsstelle,NOUN,Beratungsstelle
soll,AUX,sollen
so,ADV,so
früh,ADV,früh
wie,ADP,wie
möglich,ADV,möglich
noch,CCONJ,noch
im,ADP,in
Jahr,NOUN,Jahr
2019,NUM,2019
starten,VERB,starten
",",PUNCT,--
die,DET,der
Zuwendung,NOUN,Zuwendung
wird,AUX,werden
anteilig,ADV,anteilig
ausgereicht,VERB,ausreichen
.,PUNCT,--
Informationen,NOUN,Information
wie,ADP,wie
Eignungskriterien,PROPN,Eignungskriterien
oder,CCONJ,oder
Aufgaben,NOUN,Aufgabe
finden,VERB,finden
Sie,PRON,sie
unter,ADP,unter
folgendem,ADJ,folgend
Link,NOUN,Link
:,PUNCT,--
https://www.berlin.de/ba-treptow-koepenick/aktuelles/ausschreibungen/oeffentliche-ausschreibungen/artikel.801492.php,PROPN,https://www.berlin.de/ba-treptow-koepenick/aktuelles/ausschreibungen/oeffentliche-ausschreibungen/artikel.801492.php
