Token,PoS,Lemma
Jubiläumskonzert,PROPN,Jubiläumskonzert
des,DET,der
Jugendsinfonieorchesters,NOUN,Jugendsinfonieorchester
der,DET,der
Hans-Werner-Henze-Musikschule,NOUN,Hans-Werner-Henze-Musikschule
"
",SPACE,"
"
Am,ADP,an
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
dem,DET,der
17.,ADJ,17.
November,NOUN,November
2021,NUM,2021
",",PUNCT,--
ab,ADP,ab
19:00,ADJ,19:00
Uhr,NOUN,Uhr
",",PUNCT,--
gibt,VERB,geben
das,DET,der
Jugendsinfonieorchester,NOUN,Jugendsinfonieorchester
der,DET,der
Hans-Werner-Henze-Musikschule,NOUN,Hans-Werner-Henze-Musikschule
in,ADP,in
der,DET,der
Katholischen,ADJ,katholisch
Kirche,NOUN,Kirche
„,PUNCT,--
Von,ADP,von
der,DET,der
Verklärung,NOUN,Verklärung
des,DET,der
Herrn,NOUN,Herr
“,PUNCT,--
",",PUNCT,--
Neufahrwasserweg,NOUN,Neufahrwasserweg
8,NUM,8
",",PUNCT,--
12685,NUM,12685
Berlin,PROPN,Berlin
",",PUNCT,--
sein,DET,sein
Jubiläumskonzert,NOUN,Jubiläumskonzert
.,PUNCT,--
Im,ADP,in
Jahr,NOUN,Jahr
2020,NUM,2020
hätte,AUX,haben
das,DET,der
Jugendsinfonieorchester,NOUN,Jugendsinfonieorchester
der,DET,der
Hans-Werner-Henze-Musikschule,PROPN,Hans-Werner-Henze-Musikschule
sein,DET,sein
15-jähriges,ADJ,15-jähriges
Bestehen,NOUN,bestehen
gefeiert,VERB,feiern
.,PUNCT,--
Das,DET,der
Festkonzert,NOUN,Festkonzert
musste,VERB,mussen
aufgrund,ADP,aufgrund
der,DET,der
pandemischen,ADJ,pandemisch
Einschränkungen,NOUN,Einschränkung
für,ADP,für
Musikunterricht,NOUN,Musikunterricht
und,CCONJ,und
Veranstaltungen,NOUN,Veranstaltung
leider,ADV,leider
abgesagt,VERB,absagen
werden,AUX,werden
.,PUNCT,--
Umso,ADV,umso
größer,ADV,groß
ist,AUX,sein
die,DET,der
Freude,NOUN,Freude
bei,ADP,bei
allen,DET,aller
Beteiligten,NOUN,beteiligter
",",PUNCT,--
dass,SCONJ,dass
dieses,DET,dieser
Konzert,NOUN,Konzert
jetzt,ADV,jetzt
als,ADP,als
„,PUNCT,--
15+1“-Jubiläum,NOUN,15+1“-Jubiläum
nachgeholt,VERB,nachholen
werden,AUX,werden
kann,AUX,können
.,PUNCT,--
Unter,ADP,unter
der,DET,der
Leitung,NOUN,Leitung
des,DET,der
Dirigenten,NOUN,Dirigent
&,CCONJ,&
Komponisten,NOUN,Komponist
Jobst,PROPN,Jobst
Liebrecht,NOUN,Liebrecht
erklingen,ADJ,erkling
Werke,NOUN,Werk
von,ADP,von
Mozart,PROPN,Mozart
",",PUNCT,--
Beethoven,NOUN,Beethove
",",PUNCT,--
Haydn,NOUN,Haydn
",",PUNCT,--
Liebrecht,NOUN,Liebrecht
und,CCONJ,und
anderen,PRON,anderer
.,PUNCT,--
Im,ADP,in
Jahr,NOUN,Jahr
der,DET,der
Orgel,NOUN,Orgel
wird,AUX,werden
es,PRON,es
auch,ADV,auch
ein,DET,ein
gemeinsames,ADJ,gemeinsam
Stück,NOUN,Stück
mit,ADP,mit
der,DET,der
Königin,NOUN,Königin
der,DET,der
Instrumente,NOUN,Instrument
–,PUNCT,--
der,DET,der
Orgel,NOUN,Orgel
–,PUNCT,--
geben,VERB,geben
.,PUNCT,--
Der,DET,der
Eintritt,NOUN,Eintritt
ist,AUX,sein
frei,ADV,frei
.,PUNCT,--
Die,DET,der
Veranstaltung,NOUN,Veranstaltung
findet,VERB,finden
unter,ADP,unter
Einhaltung,NOUN,Einhaltung
der,DET,der
geltenden,ADJ,geltend
Hygienevorschriften,NOUN,Hygienevorschrift
des,DET,der
Landes,NOUN,Land
Berlin,PROPN,Berlin
(,PUNCT,--
3G-Regel,PROPN,3G-Regel
),PUNCT,--
statt,ADV,statt
.,PUNCT,--
Leitung,NOUN,Leitung
:,PUNCT,--
Jobst,PROPN,Jobst
Liebrecht,PROPN,Liebrecht
",",PUNCT,--
Dirigent,PROPN,Dirigent
&,CCONJ,&
Komponist,NOUN,Komponist
Orgel,NOUN,Orgel
:,PUNCT,--
Sebastian,PROPN,Sebastian
Sommer,PROPN,Sommer
",",PUNCT,--
Dekanatskirchenmusiker,PROPN,Dekanatskirchenmusiker
Grußwort,NOUN,Grußwort
:,PUNCT,--
Juliane,PROPN,Juliane
Witt,NOUN,Witt
",",PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
