Token,PoS,Lemma
Offene,ADJ,offen
Mieterberatung,NOUN,Mieterberatung
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
ab,ADP,ab
10.,ADJ,10.
August,NOUN,August
wieder,ADV,wieder
persönlich,ADV,persönlich
möglich,ADV,möglich
"
",SPACE,"
"
Nach,ADP,nach
dem,DET,der
Ende,NOUN,Ende
der,DET,der
Sommerferien,NOUN,Sommerferien
ist,AUX,sein
die,DET,der
offene,ADJ,offen
Mieterberatung,NOUN,Mieterberatung
im,ADP,in
Bezirksamt,NOUN,Bezirksamt
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
wieder,ADV,wieder
persönlich,ADV,persönlich
möglich,ADV,möglich
.,PUNCT,--
Ab,ADP,ab
dem,DET,der
10.,ADJ,10.
August,NOUN,August
2021,NUM,2021
findet,VERB,finden
die,DET,der
Beratung,NOUN,Beratung
dienstags,ADV,dienstags
und,CCONJ,und
donnerstags,ADV,donnerstags
von,ADP,von
15,NUM,15
-,NUM,--
18,NUM,18
Uhr,NOUN,Uhr
in,ADP,in
der,DET,der
Ingeborg-Drewitz-Bibliothek,NOUN,Ingeborg-Drewitz-Bibliothek
in,ADP,in
Steglitz,PROPN,Steglitz
und,CCONJ,und
mittwochs,PROPN,Mittwochs
von,ADP,von
15,NUM,15
-,NUM,-
18,NUM,18
Uhr,NOUN,Uhr
im,ADP,in
Rathaus,NOUN,Rathaus
Zehlendorf,PROPN,Zehlendorf
statt,ADV,statt
.,PUNCT,--
Eine,DET,ein
Anmeldung,NOUN,Anmeldung
ist,AUX,sein
erforderlich,ADV,erforderlich
unter,ADP,unter
der,DET,der
Telefonnummer,NOUN,Telefonnummer
030,NUM,030
293,NUM,293
43,NUM,43
10.,ADJ,10.
Eine,DET,ein
Termin-Anfrage,NOUN,Termin-Anfrage
ist,AUX,sein
auch,ADV,auch
per,ADP,per
E-Mail,NOUN,E-Mail
möglich,ADV,möglich
:,PUNCT,--
info@asum-berlin.de,NOUN,info@asum-berlin.de
.,PUNCT,--
Der,DET,der
Infektionsschutz,NOUN,Infektionsschutz
wird,AUX,werden
unter,ADP,unter
anderem,PRON,anderer
durch,ADP,durch
Abstand,NOUN,Abstand
und,CCONJ,und
Plexiglaswände,NOUN,Plexiglaswänd
gewährleistet,VERB,gewährleisten
.,PUNCT,--
Eine,DET,ein
telefonische,ADJ,telefonisch
Beratung,NOUN,Beratung
ist,AUX,sein
nach,ADP,nach
Anmeldung,NOUN,Anmeldung
aber,ADV,aber
auch,ADV,auch
weiterhin,ADV,weiterhin
möglich,ADV,möglich
.,PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
Michael,PROPN,Michael
Karnetzki,PROPN,Karnetzki
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Ich,PRON,ich
freue,VERB,freuen
mich,PRON,sich
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
Mieterinnen,NOUN,Mieterinn
und,CCONJ,und
