Token,PoS,Lemma
23-jährigen,ADJ,23-jährig
Mannes,NOUN,Mann
",",PUNCT,--
der,PRON,der
den,DET,der
Kontrolleuren,NOUN,Kontrolleurum
in,ADP,in
der,DET,der
U-Bahn,NOUN,U-Bahn
keinen,DET,kein
Fahrausweis,NOUN,Fahrausweis
vorlegen,VERB,vorlegen
konnte,AUX,können
und,CCONJ,und
sich,PRON,sich
nicht,PART,nicht
ausweisen,VERB,ausweisen
wollte,AUX,wollen
.,PUNCT,--
Auch,ADV,auch
der,DET,der
Aufforderung,NOUN,Aufforderung
der,DET,der
Polizistinnen,NOUN,Polizistinn
und,CCONJ,und
Polizisten,NOUN,Polizist
",",PUNCT,--
dieses,DET,dieser
nachzuholen,VERB,nachholen
",",PUNCT,--
soll,AUX,sollen
der,DET,der
Mann,NOUN,Mann
nicht,PART,nicht
nachgekommen,VERB,nachkommen
sein,AUX,sein
und,CCONJ,und
stattdessen,ADV,stattdessen
erheblichen,ADJ,erheblich
Widerstand,NOUN,Widerstand
geleistet,VERB,leisten
haben,AUX,haben
",",PUNCT,--
weshalb,SCONJ,weshalb
er,PRON,er
zu,ADP,zu
Boden,NOUN,Boden
gebracht,VERB,bringen
und,CCONJ,und
ihm,PRON,ihm
Handfesseln,NOUN,Handfessel
angelegt,VERB,anlegen
werden,AUX,werden
mussten,VERB,mus
.,PUNCT,--
Nachdem,SCONJ,nachdem
die,DET,der
Beamtinnen,NOUN,Beamtinn
und,CCONJ,und
Beamten,NOUN,Beamter
seine,DET,sein
Identität,NOUN,Identität
festgestellt,VERB,feststellen
hatten,AUX,haben
und,CCONJ,und
er,PRON,er
aus,ADP,aus
den,DET,der
polizeilichen,ADJ,polizeilich
Maßnahmen,NOUN,Maßnahme
entlassen,VERB,entlassen
war,AUX,sein
",",PUNCT,--
soll,AUX,sollen
er,PRON,er
sich,PRON,sich
geweigert,VERB,weigern
haben,AUX,haben
",",PUNCT,--
den,DET,der
Bahnhof,NOUN,Bahnhof
zu,PART,zu
verlassen,VERB,verlassen
.,PUNCT,--
Stattdessen,ADV,stattdessen
soll,AUX,sollen
sich,PRON,sich
der,DET,der
Mann,NOUN,Mann
demonstrativ,ADV,demonstrativ
mit,ADP,mit
verschränkten,ADJ,verschränkt
Armen,NOUN,arme
rücklings,PROPN,Rücklings
auf,ADP,auf
den,DET,der
Boden,NOUN,Boden
gelegt,VERB,legen
haben,AUX,haben
.,PUNCT,--
Ein,DET,ein
Polizist,NOUN,Polizist
soll,AUX,sollen
ihm,PRON,ihm
daraufhin,ADV,daraufhin
in,ADP,in
die,DET,der
Haare,NOUN,Haar
gegriffen,VERB,greifen
und,CCONJ,und
ihn,PRON,ihn
an,ADP,an
diesen,DET,dieser
einige,DET,einiger
Meter,NOUN,Meter
über,ADP,über
den,DET,der
Bahnsteigboden,NOUN,Bahnsteigbode
gezogen,VERB,ziehen
haben,AUX,haben
.,PUNCT,--
Zum,ADP,zu
Zeitpunkt,NOUN,Zeitpunkt
des,DET,der
Vorfalls,NOUN,Vorfall
sollen,AUX,sollen
sich,PRON,sich
im,ADP,in
Bahnhof,NOUN,Bahnhof
viele,DET,vieler
Menschen,NOUN,Mensch
aufgehalten,VERB,aufhalten
haben,AUX,haben
.,PUNCT,--
In,ADP,in
Abhängigkeit,NOUN,Abhängigkeit
vom,ADP,von
Ausgang,NOUN,Ausgang
der,DET,der
Ermittlungen,NOUN,Ermittlung
prüft,VERB,prüfen
das,DET,der
Landeskriminalamt,NOUN,Landeskriminalamt
",",PUNCT,--
ob,SCONJ,ob
ein,DET,ein
Disziplinarverfahren,NOUN,Disziplinarverfahren
gegen,ADP,gegen
den,DET,der
tatverdächtigen,ADJ,tatverdächtig
Beamten,NOUN,Beamter
eingeleitet,VERB,einleiten
wird,AUX,werden
.,PUNCT,--
Die,DET,der
Ermittlungen,NOUN,Ermittlung
dauern,VERB,dauern
an,ADP,an
.,PUNCT,--
Die,DET,der
Ermittlerinnen,NOUN,Ermittlerinn
und,CCONJ,und
Ermittler,NOUN,Ermittler
des,DET,der
Landeskriminalamtes,NOUN,Landeskriminalamt
fragen,VERB,fragen
:,PUNCT,--
Wer,PRON,wer
hat,AUX,haben
den,DET,der
Vorfall,NOUN,Vorfall
beobachtet,VERB,beobachten
und,CCONJ,und
kann,AUX,können
sachdienliche,ADJ,sachdienlich
Hinweise,NOUN,Hinweis
zur,ADP,zu
Tathandlung,NOUN,Tathandlung
des,DET,der
Polizeibeamten,NOUN,Polizeibeamter
geben,VERB,geben
?,PUNCT,--
Wer,PRON,wer
hat,VERB,haben
Fotos,NOUN,Foto
oder,CCONJ,oder
Videoaufnahmen,NOUN,Videoaufnahme
von,ADP,von
dem,DET,der
Sachverhalt,NOUN,Sachverhalt
gemacht,VERB,machen
und,CCONJ,und
kann,AUX,können
diese,PRON,dieser
der,DET,der
Polizei,NOUN,Polizei
zur,ADP,zu
Verfügung,NOUN,Verfügung
stellen,VERB,stellen
?,PUNCT,--
Wer,PRON,wer
hat,AUX,haben
darüber,ADV,darüber
hinaus,ADP,hinaus
Beobachtungen,NOUN,Beobachtung
gemacht,VERB,machen
",",PUNCT,--
die,PRON,der
bei,ADP,bei
den,DET,der
Ermittlungen,NOUN,Ermittlung
hilfreich,ADV,hilfreich
sein,AUX,sein
könnten,AUX,können
?,PUNCT,--
Hinweise,NOUN,Hinweis
nimmt,VERB,nehmen
das,DET,der
Fachkommissariat,NOUN,Fachkommissariat
des,DET,der
Landeskriminalamtes,NOUN,Landeskriminalamt
am,ADP,an
Columbiadamm,NOUN,Columbiadamm
4,NUM,4
in,ADP,in
Tempelhof,PROPN,Tempelhof
unter,ADP,unter
der,DET,der
Rufnummer,NOUN,Rufnummer
(,PUNCT,--
030,NUM,030
),PUNCT,--
4664,NUM,4664
-,NUM,-
934103,NUM,934103
(,PUNCT,--
montags,ADV,montags
bis,CCONJ,bis
freitags,ADV,freitags
",",PUNCT,--
7,NUM,7
bis,CCONJ,bis
15,NUM,15
Uhr,NOUN,Uhr
),PUNCT,--
oder,CCONJ,oder
per,ADP,per
E-Mail,NOUN,E-Mail
an,ADP,an
lka341@polizei.berlin.de,X,lka341@polizei.berlin.de
entgegen,ADP,entgegen
.,PUNCT,--
Selbstverständlich,ADV,selbstverständlich
können,AUX,können
sich,PRON,sich
Zeuginnen,NOUN,Zeuginn
und,CCONJ,und
Zeugen,NOUN,Zeuge
auch,ADV,auch
an,ADP,an
jede,DET,jeder
andere,ADJ,anderer
Polizeidienststelle,NOUN,Polizeidienststelle
wenden,VERB,wenden
oder,CCONJ,oder
die,DET,der
Internetwache,NOUN,Internetwach
nutzen,VERB,nutzen
.,PUNCT,--
