Token,PoS,Lemma
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
und,CCONJ,und
Gleichstellungsbeauftragte,NOUN,Gleichstellungsbeauftragter
laden,VERB,laden
zu,ADP,zu
den,DET,der
Reinickendorfer,ADJ,Reinickendorfer
„,PUNCT,--
Väterwochen,NOUN,väterwochen
“,PUNCT,--
ein,DET,ein
"
",SPACE,"
"
In,ADP,in
Reinickendorf,PROPN,Reinickendorf
wird,AUX,werden
es,PRON,es
in,ADP,in
diesem,DET,dieser
Oktober,NOUN,Oktober
erstmals,ADV,erstmals
„,PUNCT,--
Väterwochen,NOUN,Väterwochen
“,PUNCT,--
geben,VERB,geben
“,PUNCT,--
.,PUNCT,--
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
Emine,PROPN,Emine
Demirbüken-Wegner,PROPN,Demirbüken-Wegner
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
und,CCONJ,und
Gleichstellungsbeauftragte,NOUN,Gleichstellungsbeauftragter
Birgit,PROPN,Birgit
Haase,NOUN,Haas
laden,VERB,laden
dazu,ADV,dazu
ein,ADV,ein
.,PUNCT,--
Den,DET,der
ganzen,ADJ,ganz
Monat,NOUN,Monat
Oktober,NOUN,Oktober
bieten,VERB,bieten
dann,ADV,dann
verschiedene,ADJ,verschieden
Einrichtungen,NOUN,Einrichtung
",",PUNCT,--
Institutionen,NOUN,Institution
und,CCONJ,und
Vereinen,NOUN,Verein
an,ADP,an
Orten,NOUN,Ort
in,ADP,in
ganz,ADV,ganz
Reinickendorf,PROPN,Reinickendorf
über,ADP,über
40,NUM,40
unterschiedlichste,ADJ,unterschiedlich
Angebotsformate,NOUN,Angebotsformat
zum,ADP,zu
Thema,NOUN,Thema
„,PUNCT,--
Vater,NOUN,Vater
werden,AUX,werden
“,PUNCT,--
und,CCONJ,und
„,PUNCT,--
Vater,NOUN,Vater
sein,AUX,sein
“,PUNCT,--
.,PUNCT,--
„,PUNCT,--
Neue,ADJ,neu
Wege,NOUN,Weg
zu,PART,zu
gehen,VERB,gehen
in,ADP,in
der,DET,der
Gleichstellung,NOUN,Gleichstellung
von,ADP,von
Frauen,NOUN,Frau
und,CCONJ,und
Männern,NOUN,Mann
",",PUNCT,--
das,PRON,der
ist,AUX,sein
uns,PRON,uns
in,ADP,in
Reinickendorf,PROPN,Reinickendorf
wichtig,ADV,wichtig
.,PUNCT,--
Dazu,ADV,dazu
gehört,VERB,gehören
es,PRON,es
auch,ADV,auch
",",PUNCT,--
die,DET,der
Gleichstellungspolitik,NOUN,Gleichstellungspolitik
weiterzudenken,VERB,weiterzudenken
und,CCONJ,und
dem,DET,der
Wunsch,NOUN,Wunsch
nach,ADP,nach
mehr,DET,mehr
Gleichstellung,NOUN,Gleichstellung
auch,ADV,auch
für,ADP,für
Männer,NOUN,Mann
Rechnung,NOUN,Rechnung
zu,PART,zu
tragen,VERB,tragen
“,PUNCT,--
",",PUNCT,--
wirbt,VERB,werben
die,DET,der
Bürgermeisterin,NOUN,Bürgermeisterin
für,ADP,für
das,DET,der
neue,ADJ,neu
