Token,PoS,Lemma
Bezirksamt,NOUN,Bezirksamt
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
ruft,VERB,rufen
zur,ADP,zu
Unterstützung,NOUN,Unterstützung
von,ADP,von
Asylbewerberinnen,NOUN,Asylbewerberinn
und,CCONJ,und
Asylbewerbern,NOUN,Asylbewerber
auf,ADP,auf
"
",SPACE,"
"
Im,ADP,in
Bezirk,NOUN,Bezirk
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
wird,AUX,werden
eine,DET,ein
weitere,ADJ,weit
Einrichtung,NOUN,Einrichtung
für,ADP,für
Asylbewerberinnen,NOUN,Asylbewerberinn
und,CCONJ,und
Asylbewerber,NOUN,Asylbewerber
durch,ADP,durch
den,DET,der
Bau,NOUN,Bau
von,ADP,von
Wohncontainern,NOUN,Wohncontainer
eingerichtet,VERB,einrichten
.,PUNCT,--
Diese,DET,dieser
Information,NOUN,Information
erhielt,VERB,erhalten
das,DET,der
Bezirksamt,NOUN,Bezirksamt
heute,ADV,heute
von,ADP,von
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Gesundheit,NOUN,Gesundheit
und,CCONJ,und
Soziales,NOUN,soziale
.,PUNCT,--
Am,ADP,an
Standort,NOUN,Standort
Schönagelstraße,PROPN,Schönagelstraße
70,NUM,70
",",PUNCT,--
12679,NUM,12679
Berlin,PROPN,Berlin
",",PUNCT,--
im,ADP,in
Stadtteil,NOUN,Stadtteil
Marzahn-Mitte,NOUN,Marzahn-Mitte
",",PUNCT,--
ist,AUX,sein
die,DET,der
Errichtung,NOUN,Errichtung
eines,DET,ein
Asylbewerberheims,NOUN,Asylbewerberheim
geplant,VERB,planen
.,PUNCT,--
Voraussichtlich,ADV,voraussichtlich
zu,ADP,zu
Beginn,NOUN,Beginn
des,DET,der
1.,ADJ,1.
Quartals,NOUN,Quartal
2015,NUM,2015
wird,AUX,werden
die,DET,der
neue,ADJ,neu
Einrichtung,NOUN,Einrichtung
eröffnet,VERB,eröffnen
werden,AUX,werden
können,AUX,können
.,PUNCT,--
Sie,PRON,sie
bietet,VERB,bieten
Platz,NOUN,Platz
für,ADP,für
400,NUM,400
Asylsuchende,NOUN,Asylsuchender
.,PUNCT,--
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Stefan,PROPN,Stefan
Komoß,PROPN,Komoß
:,PUNCT,--
„,PUNCT,--
Wir,PRON,wir
wissen,VERB,wissen
",",PUNCT,--
dass,SCONJ,dass
Menschen,NOUN,Mensch
aus,ADP,aus
aller,DET,aller
Welt,NOUN,Welt
in,ADP,in
Deutschland,PROPN,Deutschland
Hilfe,NOUN,Hilfe
und,CCONJ,und
Schutz,NOUN,Schutz
suchen,VERB,suchen
.,PUNCT,--
Wir,PRON,wir
werden,AUX,werden
alles,PRON,alle
in,ADP,in
unserer,DET,unser
Macht,NOUN,Macht
stehende,ADJ,stehende
tun,VERB,tun
",",PUNCT,--
um,SCONJ,um
sie,PRON,sie
im,ADP,in
Bezirk,NOUN,Bezirk
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
willkommen,ADV,willkommen
zu,PART,zu
heißen,VERB,heißen
.,PUNCT,--
Dafür,ADV,dafür
brauchen,VERB,brauchen
wir,PRON,wir
die,DET,der
Unterstützung,NOUN,Unterstützung
der,DET,der
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
der,DET,der
Vereine,NOUN,Verein
",",PUNCT,--
Kirchen,NOUN,Kirche
und,CCONJ,und
anderer,ADJ,anderer
Organisationen,NOUN,Organisation
.,PUNCT,--
”,PUNCT,”
In,ADP,in
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
sind,AUX,sein
gegenwärtig,ADV,gegenwärtig
rund,ADV,rund
640,NUM,640
Asylbewerberinnen,NOUN,Asylbewerberinn
und,CCONJ,und
Asylbewerber,NOUN,Asylbewerber
untergebracht,VERB,unterbringen
.,PUNCT,--
Damit,ADV,damit
sind,AUX,sein
im,ADP,in
Bezirk,NOUN,Bezirk
deutlich,ADV,deutlich
weniger,DET,weniger
Asylsuchende,NOUN,Asylsuchender
als,ADP,als
in,ADP,in
den,DET,der
meisten,DET,meister
anderen,ADJ,anderer
Berliner,ADJ,Berliner
Bezirken,NOUN,Bezirk
wohnhaft,ADV,wohnhaft
.,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
Dagmar,PROPN,Dagmar
Pohle,PROPN,Pohle
:,PUNCT,--
„,PUNCT,--
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
hat,AUX,haben
gezeigt,VERB,zeigen
",",PUNCT,--
dass,SCONJ,dass
wir,PRON,wir
",",PUNCT,--
wie,SCONJ,wie
an,ADP,an
den,DET,der
drei,NUM,drei
anderen,ADJ,anderer
Standorten,NOUN,Standort
für,ADP,für
Asylsuchende,NOUN,Asylsuchender
im,ADP,in
Bezirk,NOUN,Bezirk
",",PUNCT,--
in,ADP,in
der,DET,der
Lage,NOUN,Lage
sind,AUX,sein
und,CCONJ,und
alles,PRON,alle
tun,VERB,tun
werden,AUX,werden
",",PUNCT,--
die,DET,der
nötige,ADJ,nötig
Infrastruktur,NOUN,Infrastruktur
und,CCONJ,und
vielfältige,ADJ,vielfältig
Unterstützungsangebote,NOUN,Unterstützungsangebot
bereit,ADV,bereit
zu,PART,zu
stellen,VERB,stellen
.,PUNCT,--
”,PUNCT,”
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
wird,AUX,werden
für,ADP,für
die,DET,der
unmittelbaren,ADJ,unmittelbar
Anwohnerinnen,NOUN,Anwohnerinn
und,CCONJ,und
Anwohner,NOUN,Anwohner
zu,ADP,zu
einer,DET,ein
Informationsveranstaltung,NOUN,Informationsveranstaltung
