Token,PoS,Lemma
zu,PART,zu
treten,VERB,treten
“,PUNCT,--
",",PUNCT,--
freut,VERB,freuen
sich,PRON,sich
Katrin,PROPN,Katrin
Schultze-Berndt,PROPN,Schultze-Berndt
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
",",PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Bauen,NOUN,bauen
",",PUNCT,--
Bildung,NOUN,Bildung
und,CCONJ,und
Kultur,NOUN,Kultur
.,PUNCT,--
Neue,ADJ,neu
methodisch-didaktische,ADJ,methodisch-didaktisch
Formate,NOUN,Format
",",PUNCT,--
wie,ADP,wie
praktische,ADJ,praktisch
und,CCONJ,und
interaktive,ADJ,interaktiv
Workshops,NOUN,Workshop
und,CCONJ,und
individuell,ADV,individuell
zugeschnittene,ADJ,zugeschnitten
Projekttage,NOUN,Projekttage
",",PUNCT,--
sollen,AUX,sollen
den,DET,der
Kindern,NOUN,Kind
neben,ADP,neben
den,DET,der
bewährten,ADJ,bewährt
Führungen,NOUN,Führung
historische,ADJ,historisch
Themen,NOUN,Thema
spannend,ADV,spannend
und,CCONJ,und
interessant,ADV,interessant
vermitteln,VERB,vermitteln
.,PUNCT,--
Die,DET,der
inhaltlichen,ADJ,inhaltlich
Themen,NOUN,Thema
der,DET,der
Museumsausstellung,NOUN,Museumsausstellung
werden,AUX,werden
mit,ADP,mit
dem,DET,der
schulischen,ADJ,schulisch
Rahmenlehrplan,NOUN,Rahmenlehrplan
verknüpft,VERB,verknüpfen
",",PUNCT,--
so,ADV,so
dass,SCONJ,dass
der,DET,der
Museumsbesuch,NOUN,Museumsbesuch
die,DET,der
Schülerinnen,NOUN,Schülerin
und,CCONJ,und
Schüler,NOUN,Schüler
unterstützt,VERB,unterstützen
",",PUNCT,--
in,ADP,in
vielfältiger,ADJ,vielfältig
Weise,NOUN,Weise
Unterrichtsstoffe,NOUN,Unterrichtsstoff
zu,PART,zu
festigen,VERB,festigen
und,CCONJ,und
neue,ADJ,neu
Perspektiven,NOUN,Perspektive
zu,PART,zu
gewinnen,VERB,gewinnen
.,PUNCT,--
Die,DET,der
Vermittlung,NOUN,Vermittlung
zielt,VERB,zielen
auf,ADP,auf
inhaltlich-fachspezifische,ADJ,inhaltlich-fachspezifisch
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
soziale,ADJ,sozial
",",PUNCT,--
gesellschaftliche,ADJ,gesellschaftlich
und,CCONJ,und
kreative,ADJ,kreativ
Kompetenzen,NOUN,Kompetenz
.,PUNCT,--
Dabei,ADV,dabei
wird,AUX,werden
der,DET,der
Blick,NOUN,Blick
in,ADP,in
die,DET,der
Geschichte,NOUN,Geschichte
mit,ADP,mit
aktuellen,ADJ,aktuell
Themen,NOUN,Thema
wie,ADP,wie
Nachhaltigkeit,NOUN,Nachhaltigkeit
",",PUNCT,--
Klimawandel,NOUN,Klimawandel
und,CCONJ,und
Digitalisierung,NOUN,Digitalisierung
verknüpft,VERB,verknüpfen
.,PUNCT,--
Zunächst,ADV,zunächst
stellt,VERB,stellen
Ulrike,PROPN,Ulrike
Wahlich,PROPN,Wahlich
bei,ADP,bei
einem,DET,ein
Rundgang,NOUN,Rundgang
durch,ADP,durch
die,DET,der
ständige,ADJ,ständig
Ausstellung,NOUN,Ausstellung
die,DET,der
verschiedenen,ADJ,verschieden
Themen,NOUN,Thema
vor,ADP,vor
.,PUNCT,--
Im,ADP,in
Anschluss,PROPN,Anschluss
erläutert,VERB,erläutern
Claudia,PROPN,Claudia
Wasow-Kania,PROPN,Wasow-Kania
die,DET,der
neuen,ADJ,neu
Formate,NOUN,Format
der,DET,der
Schulklassenangebote,NOUN,Schulklassenangebot
und,CCONJ,und
die,DET,der
zugehörigen,ADJ,zugehörig
Materialien,NOUN,Material
für,ADP,für
die,DET,der
Vor-,X,Vor
und,CCONJ,und
Nachbereitung,NOUN,Nachbereitung
des,DET,der
Museumsbesuchs,NOUN,Museumsbesuch
und,CCONJ,und
es,PRON,es
bleibt,VERB,bleiben
Zeit,NOUN,Zeit
für,ADP,für
Anregungen,NOUN,Anregung
",",PUNCT,--
Austausch,NOUN,Austausch
und,CCONJ,und
Dialog,NOUN,Dialog
.,PUNCT,--
Diese,DET,dieser
Veranstaltungen,NOUN,Veranstaltung
sind,AUX,sein
für,ADP,für
Lehrkräfte,NOUN,Lehrkraft
",",PUNCT,--
Erzieherinnen,PROPN,Erzieherinnen
und,CCONJ,und
Erzieher,NOUN,Erzieher
kostenlos,ADV,kostenlos
.,PUNCT,--
Bitte,ADV,bitte
melden,VERB,melden
Sie,PRON,sie
sich,PRON,sich
per,ADP,per
E-Mail,NOUN,E-Mail
bis,ADP,bis
zum,ADP,zu
11.,ADJ,11.
Februar,NOUN,Februar
(,PUNCT,--
erster,ADJ,erster
Termin,NOUN,Termin
),PUNCT,--
bzw.,CCONJ,bzw.
25.,ADJ,25.
Februar,NOUN,Februar
2019,NUM,2019
(,PUNCT,--
zweiter,ADJ,zweiter
Termin,NOUN,Termin
),PUNCT,--
verbindlich,ADV,verbindlich
an,ADP,an
.,PUNCT,--
E-Mail,NOUN,E-Mail
:,PUNCT,--
c.wasow-kania@kunstamt-reinickendorf.de,X,c.wasow-kania@kunstamt-reinickendorf.de
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
4,NUM,4
0440,NUM,0440
62,NUM,62
Ort,NOUN,Ort
:,PUNCT,--
Museum,NOUN,Museum
Reinickendorf,PROPN,Reinickendorf
",",PUNCT,--
Alt-Hermsdorf,PROPN,Alt-Hermsdorf
35,NUM,35
",",PUNCT,--
13467,NUM,13467
Berlin,PROPN,Berlin
