Token,PoS,Lemma
Bezirksamtsbeschlüsse,NOUN,Bezirksamtsbeschlüs
"
",SPACE,"
"
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Lichtenberg,PROPN,Lichtenberg
hat,AUX,haben
in,ADP,in
seiner,DET,sein
Sitzung,NOUN,Sitzung
am,ADP,an
24.07.2018,ADV,24.07.2018
folgende,ADJ,folgend
Beschlüsse,NOUN,Beschluß
gefasst,VERB,fassen
:,PUNCT,--
Vorlage,NOUN,Vorlage
110,NUM,110
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Bessere,ADJ,Bessere
Anbindung,NOUN,Anbindung
an,ADP,an
den,DET,der
ÖPNV,PROPN,ÖPNV
im,ADP,in
Prinzenviertel,NOUN,Prinzenviertel
und,CCONJ,und
Gebiet,NOUN,Gebiet
Blockdammweg,NOUN,Blockdammweg
;,PUNCT,--
Zwischenbericht,NOUN,zwischenbericht
zur,ADP,zu
DS,NOUN,DS
/,PUNCT,--
0230,NUM,0230
/,PUNCT,--
VIII,NUM,VIII
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
für,ADP,für
Schule,NOUN,Schule
",",PUNCT,--
Sport,NOUN,Sport
",",PUNCT,--
Öffentliche,ADJ,öffentlich
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
und,CCONJ,und
Verkehr,NOUN,Verkehr
Wilfried,PROPN,Wilfried
Nünthel,PROPN,Nünthel
",",PUNCT,--
Telefon,NOUN,Telefon
90296,NUM,90296
4200,NUM,4200
Vorlage,NOUN,Vorlage
111,NUM,111
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Sauberkeit,NOUN,Sauberkeit
verbessern,VERB,verbessern
;,PUNCT,--
Abschlussbericht,NOUN,Abschlussbericht
zur,ADP,zu
DS,NOUN,DS
/,PUNCT,/
0318,NUM,0318
/,PUNCT,--
VIII,NUM,VIII
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadtrat,NOUN,Bezirksstadtrat
für,ADP,für
Schule,NOUN,Schule
",",PUNCT,--
Sport,NOUN,Sport
",",PUNCT,--
Öffentliche,ADJ,öffentlich
Ordnung,NOUN,Ordnung
",",PUNCT,--
Umwelt,NOUN,Umwelt
und,CCONJ,und
Verkehr,NOUN,Verkehr
Wilfried,PROPN,Wilfried
Nünthel,PROPN,Nünthel
",",PUNCT,--
Telefon,NOUN,Telefon
90296,NUM,90296
4200,NUM,4200
Vorlage,NOUN,Vorlage
112,NUM,112
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Erhaltungsverordnung,NOUN,Erhaltungsverordnung
für,ADP,für
die,DET,der
Dörfer,NOUN,Dorf
Malchow,NOUN,Malchow
",",PUNCT,--
Falkenberg,PROPN,Falkenberg
und,CCONJ,und
Wartenberg,PROPN,Wartenberg
–,PUNCT,--
Teilaufhebung,NOUN,Teilaufhebung
im,ADP,in
Dorf,NOUN,Dorf
Malchow,PROPN,Malchow
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Soziales,NOUN,soziale
",",PUNCT,--
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Arbeit,NOUN,Arbeit
Birgit,PROPN,Birgit
Monteiro,PROPN,Monteiro
",",PUNCT,--
Telefon,NOUN,Telefon
90296,NUM,90296
8000,NUM,8000
Vorlage,NOUN,Vorlage
113,NUM,113
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Bebauungsplan,NOUN,Bebauungsplan
11,NUM,11
-,NUM,-
119,NUM,119
",",PUNCT,--
Arbeitstitel,NOUN,Arbeitstitel
:,PUNCT,--
„,PUNCT,--
KGAn,PROPN,KGAn
",",PUNCT,--
Querweg,PROPN,Querweg
‘,PUNCT,--
und,CCONJ,und
",",PUNCT,--
Ilsegärten,NOUN,ilsegärten
‘,PUNCT,--
“,PUNCT,--
–,PUNCT,--
Aufstellungsbeschluss,PROPN,Aufstellungsbeschluss
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Soziales,NOUN,soziale
",",PUNCT,--
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Arbeit,NOUN,Arbeit
Birgit,PROPN,Birgit
Monteiro,PROPN,Monteiro
",",PUNCT,--
Telefon,NOUN,Telefon
90296,NUM,90296
8000,NUM,8000
Vorlage,NOUN,Vorlage
114,NUM,114
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Bebauungsplan,NOUN,Bebauungsplan
11,NUM,11
-,NUM,-
152,NUM,152
",",PUNCT,--
Arbeitstitel,NOUN,Arbeitstitel
:,PUNCT,--
„,PUNCT,--
KGA,PROPN,KGA
",",PUNCT,--
Am,ADP,an
E-Werk,NOUN,E-Werk
‘,PUNCT,--
“,PUNCT,--
–,PUNCT,--
Aufstellungsbeschluss,PROPN,Aufstellungsbeschluss
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Soziales,NOUN,soziale
",",PUNCT,--
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Arbeit,NOUN,Arbeit
Birgit,PROPN,Birgit
Monteiro,PROPN,Monteiro
",",PUNCT,--
Telefon,NOUN,Telefon
90296,NUM,90296
8000,NUM,8000
Vorlage,NOUN,Vorlage
115,NUM,115
/,PUNCT,--
2018,NUM,2018
–,PUNCT,--
Bebauungsplan,NOUN,Bebauungsplan
11,NUM,11
-,PUNCT,--
153,NUM,153
",",PUNCT,--
Arbeitstitel,NOUN,Arbeitstitel
:,PUNCT,--
„,PUNCT,--
KGA,PROPN,KGA
Seegelände,NOUN,seegeländ
“,PUNCT,--
–,PUNCT,--
Aufstellungsbeschluss,PROPN,Aufstellungsbeschluss
Informationen,NOUN,Information
:,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
