Token,PoS,Lemma
Senat,NOUN,Senat
beschließt,VERB,beschließen
Bericht,NOUN,Bericht
zum,ADP,zu
Runden,ADJ,rund
Tisch,NOUN,Tisch
Kindergesundheit,NOUN,Kindergesundheit
"
",SPACE,"
"
Aus,ADP,aus
der,DET,der
Sitzung,NOUN,Sitzung
des,DET,der
Senats,NOUN,Senat
am,ADP,an
4.,ADJ,4.
Juni,NOUN,Juni
2024,NUM,2024
:,PUNCT,--
Der,DET,der
Senat,NOUN,Senat
hat,AUX,haben
in,ADP,in
seiner,DET,sein
heutigen,ADJ,heutig
Sitzung,NOUN,Sitzung
auf,ADP,auf
Vorlage,NOUN,Vorlage
der,DET,der
Senatorin,NOUN,Senatorin
für,ADP,für
Wissenschaft,NOUN,Wissenschaft
",",PUNCT,--
Gesundheit,NOUN,Gesundheit
und,CCONJ,und
Pflege,NOUN,Pflege
",",PUNCT,--
Dr.,NOUN,Dr.
Ina,PROPN,Ina
Czyborra,PROPN,Czyborra
",",PUNCT,--
den,DET,der
Bericht,NOUN,Bericht
über,ADP,über
die,DET,der
Einsetzung,NOUN,Einsetzung
eines,DET,ein
Runden,ADJ,rund
Tisches,NOUN,Tisch
Kindergesundheit,NOUN,Kindergesundheit
beschlossen,VERB,beschließen
.,PUNCT,--
Dieser,DET,dieser
Bericht,NOUN,Bericht
wird,AUX,werden
jetzt,ADV,jetzt
an,ADP,an
das,DET,der
Abgeordnetenhaus,NOUN,Abgeordnetenhaus
weitergeleitet,VERB,weitergeleiten
.,PUNCT,--
In,ADP,in
den,DET,der
Richtlinien,NOUN,Richtlinie
der,DET,der
Regierungspolitik,NOUN,Regierungspolitik
2023,NUM,2023
-,PUNCT,--
2026,NUM,2026
hat,AUX,haben
sich,PRON,sich
der,DET,der
Senat,NOUN,Senat
dazu,ADV,dazu
verpflichtet,VERB,verpflichten
",",PUNCT,--
einen,DET,ein
Runden,ADJ,rund
Tisch,NOUN,Tisch
Kindergesundheit,NOUN,Kindergesundheit
zu,PART,zu
etablieren,VERB,etablieren
.,PUNCT,--
Auf,ADP,auf
Initiative,NOUN,Initiative
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Wissenschaft,NOUN,Wissenschaft
",",PUNCT,--
Gesundheit,NOUN,Gesundheit
und,CCONJ,und
Pflege,NOUN,Pflege
kam,VERB,kommen
am,ADP,an
6.,ADJ,6.
März,NOUN,März
2024,NUM,2024
erstmalig,ADV,erstmalig
der,DET,der
Runde,NOUN,Runde
Tisch,NOUN,Tisch
Kindergesundheit,NOUN,Kindergesundheit
zusammen,ADV,zusammen
.,PUNCT,--
Teilgenommen,VERB,Teilgenommen
haben,AUX,haben
mehr,DET,mehr
als,ADP,als
40,NUM,40
Vertreterinnen,NOUN,Vertreterin
und,CCONJ,und
Vertreter,NOUN,Vertreter
von,ADP,von
Berliner,ADJ,Berliner
Senatsverwaltungen,NOUN,Senatsverwaltung
",",PUNCT,--
Bezirken,NOUN,Bezirk
",",PUNCT,--
Verbänden,NOUN,Verband
",",PUNCT,--
freien,ADJ,frei
Trägern,NOUN,Träger
",",PUNCT,--
der,DET,der
ärztlichen,ADJ,ärztlich
Selbstverwaltung,NOUN,Selbstverwaltung
sowie,CCONJ,sowie
Krankenhäusern,NOUN,Krankenhäuser
.,PUNCT,--
Die,DET,der
Keynote,NOUN,Keynote
hielt,VERB,halten
der,DET,der
Präsident,NOUN,Präsident
der,DET,der
Deutschen,ADJ,deutsch
Gesellschaft,NOUN,Gesellschaft
für,ADP,für
Kinder-,X,Kind
und,CCONJ,und
Jugendmedizin,NOUN,Jugendmedizin
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Jörg,PROPN,Jörg
Dötsch,PROPN,Dötsch
",",PUNCT,--
der,PRON,der
als,ADP,als
Mitglied,NOUN,Mitglied
der,DET,der
„,PUNCT,--
Regierungskommission,NOUN,Regierungskommission
für,ADP,für
eine,DET,ein
moderne,ADJ,modern
und,CCONJ,und
bedarfsgerechte,ADJ,bedarfsgerecht
Krankenhausversorgung,NOUN,Krankenhausversorgung
“,PUNCT,--
an,ADP,an
der,DET,der
Krankenhausreform,NOUN,Krankenhausreform
mitwirkt,VERB,mitwirken
.,PUNCT,--
Die,DET,der
Teilnehmenden,NOUN,Teilnehmende
haben,AUX,haben
sich,PRON,sich
zu,ADP,zu
verschiedenen,ADJ,verschieden
Aspekten,NOUN,Aspekt
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendgesundheit,NOUN,Jugendgesundheit
ausgetauscht,VERB,austauschen
und,CCONJ,und
Strukturen,NOUN,Struktur
besprochen,VERB,besprechen
",",PUNCT,--
wie,SCONJ,wie
der,DET,der
Runde,NOUN,Runde
Tisch,NOUN,Tisch
dauerhaft,ADV,dauerhaft
und,CCONJ,und
nachhaltig,ADV,nachhaltig
etabliert,VERB,etablieren
werden,AUX,werden
kann,AUX,können
.,PUNCT,--
Senatorin,NOUN,Senatorin
Dr.,NOUN,Dr.
Ina,PROPN,Ina
Czyborra,PROPN,Czyborra
:,PUNCT,--
„,PUNCT,--
Dem,DET,der
Senat,NOUN,Senat
und,CCONJ,und
allen,PRON,aller
am,ADP,an
Runden,ADJ,rund
Tisch,NOUN,Tisch
Beteiligten,NOUN,beteiligter
ist,AUX,sein
sehr,ADV,sehr
an,ADP,an
der,DET,der
Verbesserung,NOUN,Verbesserung
der,DET,der
physischen,ADJ,physisch
und,CCONJ,und
psychischen,ADJ,psychisch
Gesundheit,NOUN,Gesundheit
unserer,DET,unser
Kinder,NOUN,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
gelegen,VERB,liegen
.,PUNCT,--
Gerade,ADV,gerade
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
Jahren,NOUN,Jahr
",",PUNCT,--
ausgelöst,VERB,auslösen
durch,ADP,durch
die,DET,der
Corona-Pandemie,PROPN,Corona-Pandemie
",",PUNCT,--
hat,AUX,haben
sich,PRON,sich
die,DET,der
Situation,NOUN,Situation
immens,ADV,immens
verschlechtert,VERB,verschlechtern
.,PUNCT,--
Ich,PRON,ich
denke,VERB,denken
hier,ADV,hier
an,ADP,an
die,DET,der
Zunahme,NOUN,Zunahme
seelischer,ADJ,seelisch
und,CCONJ,und
psychosomatischer,ADJ,psychosomatisch
Erkrankungen,NOUN,Erkrankung
",",PUNCT,--
steigende,ADJ,steigend
Zahlen,NOUN,Zahl
bei,ADP,bei
den,DET,der
übergewichtigen,ADJ,übergewichtig
Kindern,NOUN,Kind
",",PUNCT,--
steigenden,ADJ,steigend
Medienkonsum,NOUN,Medienkonsum
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
die,DET,der
Unter-,X,Unter
und,CCONJ,und
Fehlversorgung,NOUN,Fehlversorgung
in,ADP,in
der,DET,der
ambulanten,ADJ,ambulant
und,CCONJ,und
stationären,ADJ,stationär
Versorgung,NOUN,Versorgung
.,PUNCT,--
Um,SCONJ,um
hier,ADV,hier
eine,DET,ein
zeitnahe,ADJ,zeitnah
Verbesserung,NOUN,Verbesserung
herbeizuführen,VERB,herbeiführen
",",PUNCT,--
hat,AUX,haben
der,DET,der
Berliner,ADJ,Berliner
Senat,NOUN,Senat
die,DET,der
Kindergesundheit,NOUN,Kindergesundheit
explizit,ADV,explizit
in,ADP,in
den,DET,der
Koalitionsvertrag,NOUN,Koalitionsvertrag
geschrieben,VERB,schreiben
.,PUNCT,--
Wir,PRON,wir
tragen,VERB,tragen
alle,PRON,alle
gemeinsam,ADV,gemeinsam
eine,DET,ein
große,ADJ,groß
Verantwortung,NOUN,Verantwortung
dafür,ADV,dafür
",",PUNCT,--
dass,SCONJ,dass
unsere,DET,unser
Kinder,NOUN,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
in,ADP,in
einer,DET,ein
Umgebung,NOUN,Umgebung
aufwachsen,VERB,aufwachsen
",",PUNCT,--
die,PRON,der
ihre,DET,ihr
körperliche,ADJ,körperlich
",",PUNCT,--
geistige,ADJ,geistig
und,CCONJ,und
emotionale,ADJ,emotional
Gesundheit,NOUN,Gesundheit
fördern,VERB,fördern
.,PUNCT,--
Deshalb,ADV,deshalb
freue,VERB,freuen
ich,PRON,ich
mich,PRON,sich
",",PUNCT,--
dass,SCONJ,dass
sich,PRON,sich
alle,DET,aller
Teilnehmenden,NOUN,Teilnehmende
bereit,ADV,bereit
erklärt,VERB,erklären
haben,AUX,haben
