Token,PoS,Lemma
Geblitzt,VERB,blitzen
"
",SPACE,"
"
Nr.,NOUN,Nr.
0224,NUM,0224
Bei,ADP,bei
einer,DET,ein
Radarkontrolle,NOUN,Radarkontrolle
lichtete,VERB,lichteen
der,DET,der
Verkehrsdienst,NOUN,Verkehrsdienst
der,DET,der
Polizei,NOUN,Polizei
gestern,ADV,gestern
Nachmittag,ADV,Nachmittag
einen,DET,ein
Mann,NOUN,Mann
in,ADP,in
Moabit,NOUN,Moabit
ab,ADP,ab
.,PUNCT,--
In,ADP,in
der,DET,der
Zeit,NOUN,Zeit
von,ADP,von
15.40,NUM,15.40
–,PUNCT,--
21.45,NUM,21.45
Uhr,NOUN,Uhr
führten,VERB,führen
die,DET,der
Kollegen,NOUN,Kollege
in,ADP,in
Fahrtrichtung,NOUN,Fahrtrichtung
BAB,PROPN,BAB
100,NUM,100
auf,ADP,auf
der,DET,der
Seestraße,NOUN,Seestraße
eine,DET,ein
Geschwindigkeitskontrolle,NOUN,Geschwindigkeitskontrolle
durch,ADP,durch
.,PUNCT,--
Gegen,ADP,gegen
15.45,NUM,15.45
Uhr,NOUN,Uhr
erfasste,VERB,erfassen
das,DET,der
Radar,NOUN,Radar
einen,DET,ein
Renault,PROPN,Renault
",",PUNCT,--
der,PRON,der
dort,ADV,dort
mit,ADP,mit
100,NUM,100
km,NOUN,km
/,PUNCT,--
h,X,h
–,PUNCT,--
ohne,ADP,ohne
Toleranz,NOUN,Toleranz
104,NUM,104
km,X,km
/,PUNCT,--
h,X,h
–,PUNCT,--
unterwegs,ADV,unterwegs
war,AUX,sein
.,PUNCT,--
Maximal,ADV,maximal
zulässig,ADV,zulässig
sind,AUX,sein
dort,ADV,dort
jedoch,ADV,jedoch
nur,ADV,nur
50,NUM,50
km,NOUN,km
/,PUNCT,/
h.,VERB,heißen
Den,DET,der
mutmaßlichen,ADJ,mutmaßlich
Raser,NOUN,Raser
erwartet,VERB,erwarten
nun,ADV,nun
ein,DET,ein
Bußgeld,NOUN,Bußgeld
von,ADP,von
mindestens,ADV,mindestens
400.-,PROPN,400.-
€,PROPN,€
",",PUNCT,--
zwei,NUM,zwei
Punkte,NOUN,Punkt
im,ADP,in
Zentralregister,NOUN,Zentralregister
und,CCONJ,und
ein,DET,ein
Monat,NOUN,Monat
Fahrverbot,NOUN,Fahrverbot
.,PUNCT,--
Von,ADP,von
den,DET,der
im,ADP,in
Zeitraum,NOUN,Zeitraum
erfassten,VERB,erfasst
6720,NUM,6720
erfassten,ADJ,erfasst
Fahrzeugen,NOUN,Fahrzeug
fuhren,VERB,fahren
403,NUM,403
schneller,ADV,schnell
als,ADP,als
erlaubt,VERB,erlauben
.,PUNCT,--
