Token,PoS,Lemma
Künstlerinnengespräch,NOUN,Künstlerinnengespräch
innerhalb,ADP,innerhalb
der,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
FKK,X,FKK
light,X,light
edition,PROPN,edition
“,PUNCT,--
am,ADP,an
17.10.,NOUN,17.10.
in,ADP,in
der,DET,der
VHS,PROPN,VHS
"
",SPACE,"
"
Zu,ADP,zu
einem,DET,ein
Künstlerinnengespräch,NOUN,Künstlerinnengespräch
innerhalb,ADP,innerhalb
der,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
FKK,X,FKK
light,X,light
edition,PROPN,edition
“,PUNCT,--
in,ADP,in
der,DET,der
Volkshochschule,NOUN,Volkshochschule
",",PUNCT,--
Mark-Twain-Str,PROPN,Mark-Twain-Str
.,PUNCT,--
27,NUM,27
",",PUNCT,--
laden,VERB,laden
die,DET,der
Künstlerinnen,NOUN,Künstlerinn
der,DET,der
FrauenKunstKarawane,PROPN,FrauenKunstKarawane
ein,DET,ein
am,ADP,an
17.,ADJ,17.
Oktober,NOUN,Oktober
um,ADP,um
19.00,NUM,19.00
Uhr,NOUN,Uhr
(,PUNCT,--
siehe,VERB,sehen
auch,ADV,auch
weitere,ADJ,weit
Meldung,NOUN,Meldung
),PUNCT,--
.,PUNCT,--
In,ADP,in
der,DET,der
Ausstellung,NOUN,Ausstellung
sind,AUX,sein
bis,ADP,bis
zum,ADP,zu
03.,ADJ,03.
November,NOUN,November
mit,ADP,mit
ihren,DET,ihr
Arbeiten,NOUN,Arbeit
vertreten,VERB,vertreten
:,PUNCT,--
Inka,PROPN,Inka
Engmann,PROPN,Engmann
",",PUNCT,--
Elvira,PROPN,Elvira
Mewes,PROPN,Mewes
",",PUNCT,--
Antje,PROPN,Antje
Püpke,PROPN,Püpke
",",PUNCT,--
Melany,PROPN,Melany
Reynolds,PROPN,Reynolds
",",PUNCT,--
Andrea,PROPN,Andrea
Sroke,PROPN,Sroke
und,CCONJ,und
Ingeborg,PROPN,Ingeborg
Teetz,PROPN,Teetz
.,PUNCT,--
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
montags-,X,montags-
freitags,ADV,freitags
09.00,NUM,09.00
–,PUNCT,--
20.00,NUM,20.00
Uhr,NOUN,Uhr
Die,DET,der
Ausstellung,NOUN,Ausstellung
repräsentiert,VERB,repräsentieren
die,DET,der
thematische,ADJ,thematisch
Vielfalt,NOUN,Vielfalt
und,CCONJ,und
die,DET,der
unterschiedlichen,ADJ,unterschiedlich
Herangehensweisen,NOUN,Herangehensweise
und,CCONJ,und
Techniken,NOUN,Technik
der,DET,der
einzelnen,ADJ,einzeln
Künstlerinnen,NOUN,Künstlerinne
.,PUNCT,--
Schirmherrin,NOUN,Schirmherrin
ist,AUX,sein
die,DET,der
stellvertretende,ADJ,stellvertretend
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
",",PUNCT,--
Dagmar,PROPN,Dagmar
Pohle,PROPN,Pohle
.,PUNCT,--
Fotos,NOUN,Foto
liegen,VERB,liegen
in,ADP,in
der,DET,der
Pressesetelle,NOUN,Pressesetelle
vor,ADP,vor
und,CCONJ,und
können,AUX,können
gemailt,VERB,mailen
werden,AUX,werden
.,PUNCT,--
Eintritt,NOUN,Eintritt
frei,ADV,frei
