Token,PoS,Lemma
Deine,PROPN,Deine
Läden,NOUN,Laden
brauchen,VERB,brauchen
Dich,PRON,Dich
!,PUNCT,--
Werde,AUX,Werden
Karl-Marx-Straßen-Kiez-Supporter,NOUN,Karl-Marx-Straßen-Kiez-Supporter
"
",SPACE,"
"
In,ADP,in
der,DET,der
ersten,ADJ,erster
Augustwoche,NOUN,Augustwoche
2015,NUM,2015
starten,VERB,starten
die,DET,der
Händler,NOUN,Händler
der,DET,der
Karl-Marx-Straße,NOUN,Karl-Marx-Straße
in,ADP,in
Neukölln,PROPN,Neukölln
die,DET,der
Aktion,NOUN,Aktion
Deine,PROPN,Deine
Läden,NOUN,Laden
brauchen,VERB,brauchen
Dich,PRON,Dich
!,PUNCT,--
Anlass,NOUN,Anlass
des,DET,der
Aufrufs,NOUN,Aufruf
ist,AUX,sein
die,DET,der
wirtschaftlich,ADV,wirtschaftlich
schwierige,ADJ,schwierig
Phase,NOUN,Phase
für,ADP,für
die,DET,der
Gewerbetreibenden,NOUN,Gewerbetreibende
während,ADP,während
der,DET,der
Bauarbeiten,NOUN,Bauarbeit
an,ADP,an
der,DET,der
Karl-Marx-Straße,NOUN,Karl-Marx-Straße
.,PUNCT,--
Die,DET,der
Händler,NOUN,Händler
rufen,VERB,rufen
alle,DET,aller
Bewohnerinnen,NOUN,Bewohnerinne
und,CCONJ,und
Bewohner,NOUN,Bewohner
aus,ADP,aus
dem,DET,der
Kiez,NOUN,Kiez
herzlich,ADV,herzlich
auf,ADP,auf
",",PUNCT,--
nicht,PART,nicht
trotz,ADP,trotz
",",PUNCT,--
sondern,CCONJ,sondern
gerade,ADV,gerade
wegen,ADP,wegen
der,DET,der
Bauarbeiten,NOUN,Bauarbeit
in,ADP,in
der,DET,der
Karl-Marx-Straße,NOUN,Karl-Marx-Straße
einzukaufen,VERB,einkaufen
und,CCONJ,und
so,ADV,so
zum,ADP,zu
Karl-Marx-Straßen-Kiez-Supporter,NOUN,Karl-Marx-Straßen-Kiez-Supporter
zu,PART,zu
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Botschaft,NOUN,Botschaft
lautet,VERB,lauten
:,PUNCT,--
„,PUNCT,--
Mit,ADP,mit
jedem,DET,jeder
Einkauf,NOUN,Einkauf
unterstützt,VERB,unterstützen
Du,PRON,du
Deine,PROPN,Deine
Geschäfte,NOUN,Geschäft
und,CCONJ,und
Deinen,DET,dein
Kiez,NOUN,Kiez
.,PUNCT,--
Vom,ADP,von
Kiez,NOUN,Kiez
für,ADP,für
’n,NOUN,’n
Kiez,NOUN,Kiez
!,PUNCT,--
“,PUNCT,--
Eine,DET,ein
Bonuskarte,NOUN,Bonuskarte
",",PUNCT,--
die,PRON,der
den,DET,der
Einkauf,NOUN,Einkauf
in,ADP,in
den,DET,der
lokalen,ADJ,lokal
Geschäften,NOUN,Geschäft
belohnt,VERB,belohnen
",",PUNCT,--
finden,VERB,finden
die,DET,der
Anwohnerinnen,NOUN,Anwohnerin
und,CCONJ,und
Anwohner,NOUN,Anwohner
ab,ADP,ab
Anfang,NOUN,Anfang
August,NOUN,August
2015,NUM,2015
in,ADP,in
ihren,DET,ihr
Hausbriefkästen,NOUN,Hausbriefkäst
",",PUNCT,--
direkt,ADV,direkt
in,ADP,in
den,DET,der
Geschäften,NOUN,Geschäft
oder,CCONJ,oder
im,ADP,in
Neukölln-Info-Center,NOUN,Neukölln-Info-Center
(,PUNCT,--
NIC,PROPN,NIC
),PUNCT,--
im,ADP,in
Rathaus,NOUN,Rathaus
Neukölln,PROPN,Neukölln
.,PUNCT,--
Als,ADP,als
Dankeschön,NOUN,Dankeschön
erhalten,VERB,erhalten
die,DET,der
Unterstützerinnen,NOUN,Unterstützerin
und,CCONJ,und
Unterstützer,NOUN,Unterstützer
ein,DET,ein
„,PUNCT,--
Kiez-Supporter-Bonus-Kit,NOUN,Kiez-Supporter-Bonus-Kit
“,PUNCT,--
und,CCONJ,und
nehmen,VERB,nehmen
an,ADP,an
einem,DET,ein
Gewinnspiel,NOUN,Gewinnspiel
teil,ADV,teil
.,PUNCT,--
Die,DET,der
Initiative,NOUN,Initiative
wird,AUX,werden
auch,ADV,auch
von,ADP,von
der,DET,der
Bezirksbürgermeisterin,NOUN,Bezirksbürgermeisterin
Dr.,NOUN,Dr.
Franziska,PROPN,Franziska
Giffey,PROPN,Giffey
begrüßt,VERB,begrüßen
:,PUNCT,--
„,PUNCT,--
Ich,PRON,ich
sehe,VERB,sehen
es,PRON,es
als,ADP,als
eine,DET,ein
Zukunftsaufgabe,NOUN,Zukunftsaufgabe
für,ADP,für
den,DET,der
Bezirk,NOUN,Bezirk
an,ADP,an
",",PUNCT,--
das,DET,der
Standortmarketing,NOUN,Standortmarketing
stärker,ADV,stark
in,ADP,in
den,DET,der
Blick,NOUN,Blick
zu,PART,zu
nehmen,VERB,nehmen
und,CCONJ,und
die,DET,der
