Token,PoS,Lemma
Senat,NOUN,Senat
beschließt,VERB,beschließen
Änderung,NOUN,Änderung
der,DET,der
SARS-CoV-2-Infektionsschutzmaßnahmenverordnung,NOUN,SARS-CoV-2-Infektionsschutzmaßnahmenverordnung
"
",SPACE,"
"
Der,DET,der
Senat,NOUN,Senat
hat,AUX,haben
heute,ADV,heute
auf,ADP,auf
Vorlage,NOUN,Vorlage
der,DET,der
Senatorin,NOUN,Senatorin
für,ADP,für
Gesundheit,NOUN,Gesundheit
",",PUNCT,--
Pflege,NOUN,Pflege
und,CCONJ,und
Gleichstellung,NOUN,Gleichstellung
",",PUNCT,--
Dilek,PROPN,Dilek
Kalayci,PROPN,Kalayci
",",PUNCT,--
eine,DET,ein
Änderung,NOUN,Änderung
der,DET,der
Verordnung,NOUN,Verordnung
zur,ADP,zu
Neufassung,NOUN,Neufassung
der,DET,der
Berliner,ADJ,Berliner
Vorschriften,NOUN,Vorschrift
zum,ADP,zu
Schutz,NOUN,Schutz
vor,ADP,vor
Infektionen,NOUN,Infektion
mit,ADP,mit
dem,DET,der
Coronavirus,NOUN,Coronavirus
SARS-CoV-2,NUM,SARS-CoV-2
beschlossen,VERB,beschließen
.,PUNCT,--
Die,DET,der
Änderung,NOUN,Änderung
betrifft,VERB,betreffen
die,DET,der
Streichung,NOUN,Streichung
des,DET,der
§,NOUN,§
22,NUM,22
Absatz,NOUN,Absatz
2,NUM,2
Nummer,NOUN,Nummer
1,NUM,1
",",PUNCT,--
der,PRON,der
besagt,VERB,besagen
",",PUNCT,--
dass,SCONJ,dass
Personen,NOUN,Person
",",PUNCT,--
die,PRON,der
sich,PRON,sich
im,ADP,in
Rahmen,NOUN,Rahmen
des,DET,der
Grenzverkehrs,NOUN,Grenzverkehr
mit,ADP,mit
Nachbarstaaten,NOUN,Nachbarstaat
weniger,DET,weniger
als,ADP,als
24,NUM,24
Stunden,NOUN,Stunde
in,ADP,in
einem,DET,ein
Risikogebiet,NOUN,Risikogebiet
nach,ADP,nach
§,NOUN,§
2,NUM,2
Nummer,NOUN,Nummer
17,NUM,17
des,DET,der
Infektionsschutzgesetzes,NOUN,Infektionsschutzgesetz
aufgehalten,VERB,aufhalten
haben,AUX,haben
oder,CCONJ,oder
nur,ADV,nur
für,ADP,für
bis,ADV,bis
zu,ADV,zu
24,NUM,24
Stunden,NOUN,Stunde
in,ADP,in
das,DET,der
Bundesgebiet,NOUN,Bundesgebiet
einreisen,VERB,einreisen
von,ADP,von
Quarantänemaßnahmen,NOUN,Quarantänemaßnahme
befreit,VERB,befreien
sind,AUX,sein
.,PUNCT,--
Damit,ADV,damit
müssen,AUX,müssen
Berlinerinnen,NOUN,Berlinerin
und,CCONJ,und
Berliner,NOUN,Berliner
",",PUNCT,--
die,PRON,der
beispielsweise,ADV,beispielsweise
zum,ADP,zu
Einkaufen,NOUN,einkaufen
nach,ADP,nach
Polen,PROPN,Polen
fahren,VERB,fahren
wollen,AUX,wollen
",",PUNCT,--
nach,ADP,nach
Wiedereinreise,NOUN,Wiedereinreise
in,ADP,in
Quarantäne,NOUN,Quarantäne
.,PUNCT,--
Die,DET,der
Verordnung,NOUN,Verordnung
tritt,VERB,treten
am,ADP,an
23.,ADJ,23.
Dezember,NOUN,Dezember
2020,NUM,2020
in,ADP,in
Kraft,NOUN,Kraft
.,PUNCT,--
Sie,PRON,sie
finden,VERB,finden
die,DET,der
komplette,ADJ,komplett
Verordnung,NOUN,Verordnung
unter,ADP,unter
:,PUNCT,--
https://www.berlin.de/corona/.,X,https://www.berlin.de/corona/.
Pressekontakt,NOUN,Pressekontakt
:,PUNCT,--
Moritz,PROPN,Moritz
Quiske,PROPN,Quiske
",",PUNCT,--
Pressesprecher,NOUN,Pressesprecher
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Gesundheit,NOUN,Gesundheit
",",PUNCT,--
Pflege,NOUN,Pflege
und,CCONJ,und
Gleichstellung,NOUN,Gleichstellung
(,PUNCT,--
030,NUM,030
),PUNCT,--
9028,NUM,9028
-,NUM,-
2853,NUM,2853
pressestelle@sengpg.berlin.de,X,pressestelle@sengpg.berlin.de
