Token,PoS,Lemma
Gesucht,NOUN,Gesucht
:,PUNCT,--
Lichtenberger,ADJ,Lichtenberger
Unternehmen,NOUN,Unternehmen
des,DET,der
Jahres,NOUN,Jahr
2023,NUM,2023
"
",SPACE,"
"
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Lichtenberg,PROPN,Lichtenberg
sucht,VERB,suchen
Vorschläge,NOUN,Vorschlag
für,ADP,für
die,DET,der
Auszeichnung,NOUN,Auszeichnung
„,PUNCT,--
Lichtenberger,ADJ,lichtenberg
Unternehmen,NOUN,Unternehmen
des,DET,der
Jahres,NOUN,Jahr
“,PUNCT,--
.,PUNCT,--
Sie,PRON,sie
wird,AUX,werden
in,ADP,in
zwei,NUM,zwei
Kategorien,NOUN,Kategorie
verliehen,VERB,verleihen
:,PUNCT,--
In,ADP,in
der,DET,der
Kategorie,NOUN,Kategorie
„,PUNCT,--
Innovationskraft,NOUN,Innovationskraft
und,CCONJ,und
wirtschaftlicher,ADJ,wirtschaftlich
Erfolg,NOUN,Erfolg
“,PUNCT,--
sowie,CCONJ,sowie
in,ADP,in
der,DET,der
Kategorie,NOUN,Kategorie
„,PUNCT,--
Ökologische,X,ökologisch
und,CCONJ,und
/,PUNCT,--
oder,CCONJ,oder
soziale,ADJ,sozial
Verantwortung,NOUN,Verantwortung
und,CCONJ,und
Arbeitnehmer,NOUN,Arbeitnehmer
:,PUNCT,--
innenfreundlichkeit,NOUN,innenfreundlichkeit
“,PUNCT,--
.,PUNCT,--
Bis,ADP,bis
zum,ADP,zu
31.,ADJ,31.
August,NOUN,August
2023,NUM,2023
können,AUX,können
Vorschläge,NOUN,Vorschlag
und,CCONJ,und
auch,ADV,auch
Eigenbewerbungen,NOUN,Eigenbewerbung
mit,ADP,mit
einer,DET,ein
aussagekräftigen,ADJ,aussagekräftig
Begründung,NOUN,Begründung
über,ADP,über
das,DET,der
Formular,NOUN,Formular
https://www.berlin.de/ba-lichtenberg/auf-einen-blick/wirtschaft/wirtschaft/formular.1324539.php,PROPN,https://www.berlin.de/ba-lichtenberg/auf-einen-blick/wirtschaft/wirtschaft/formular.1324539.php
oder,CCONJ,oder
per,ADP,per
E-Mail,NOUN,E-Mail
an,ADP,an
die,DET,der
Adresse,NOUN,Adresse
:,PUNCT,--
wifoe@lichtenberg.berlin.de,X,wifoe@lichtenberg.berlin.de
eingereicht,VERB,einreichen
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Wirtschaftsförderung,NOUN,Wirtschaftsförderung
des,DET,der
Bezirks,NOUN,Bezirk
unterstützt,VERB,unterstützen
dabei,ADV,dabei
auch,ADV,auch
",",PUNCT,--
wenn,SCONJ,wenn
Vorschläge,NOUN,Vorschlag
in,ADP,in
einer,DET,ein
anderen,ADJ,anderer
Muttersprache,NOUN,Muttersprache
als,ADP,als
Deutsch,NOUN,Deutsch
eingereicht,VERB,einreichen
werden,AUX,werden
wollen,AUX,wollen
.,PUNCT,--
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Martin,PROPN,Martin
Schaefer,PROPN,Schaefer
(,PUNCT,--
CDU,PROPN,CDU
):,PUNCT,):
„,PUNCT,--
Wir,PRON,wir
sind,AUX,sein
stolz,ADV,stolz
darauf,ADV,darauf
",",PUNCT,--
eine,DET,ein
solch,DET,solch
vielfältige,ADJ,vielfältig
Unternehmenslandschaft,NOUN,Unternehmenslandschaft
in,ADP,in
unserem,DET,unser
Bezirk,NOUN,Bezirk
zu,PART,zu
haben,AUX,haben
.,PUNCT,--
Wir,PRON,wir
schätzen,VERB,schätzen
das,DET,der
Engagement,NOUN,Engagement
und,CCONJ,und
den,DET,der
Beitrag,NOUN,Beitrag
der,DET,der
Lichtenberger,ADJ,Lichtenberger
Unternehmen,NOUN,Unternehmen
zur,ADP,zu
Schaffung,NOUN,Schaffung
von,ADP,von
Arbeitsplätzen,NOUN,Arbeitsplatz
und,CCONJ,und
zur,ADP,zu
Stärkung,NOUN,Stärkung
der,DET,der
lokalen,ADJ,lokal
Wirtschaft,NOUN,Wirtschaft
.,PUNCT,--
Ich,PRON,ich
möchte,AUX,möchten
alle,DET,aller
Lichtenbergerinnen,NOUN,Lichtenbergerinn
und,CCONJ,und
Lichtenberger,NOUN,Lichtenberger
aufrufen,VERB,aufrufen
",",PUNCT,--
potenzielle,ADJ,potenziell
Preisträger,NOUN,Preisträger
vorzuschlagen,VERB,vorschlagen
.,PUNCT,--
Ich,PRON,ich
freue,VERB,freuen
mich,PRON,sich
auf,ADP,auf
viele,DET,vieler
Vorschläge,NOUN,Vorschlag
und,CCONJ,und
bitte,ADV,bitte
herzlich,ADV,herzlich
um,ADP,um
rege,ADJ,reg
Beteiligung,NOUN,Beteiligung
am,ADP,an
Wettbewerb,NOUN,Wettbewerb
.,PUNCT,--
“,PUNCT,--
Lichtenberg,PROPN,Lichtenberg
ist,AUX,sein
Heimat,NOUN,Heimat
von,ADP,von
rund,ADV,rund
23.000,NUM,23.000
kleinen,ADJ,klein
und,CCONJ,und
großen,ADJ,groß
Unternehmen,NOUN,Unternehmen
aller,DET,aller
Branchen,NOUN,Branche
.,PUNCT,--
Sie,PRON,sie
beweisen,VERB,beweisen
mit,ADP,mit
ihren,DET,ihr
Angestellten,NOUN,angestellter
jeden,DET,jeder
Tag,NOUN,Tag
aufs,ADP,auf
Neue,NOUN,neue
",",PUNCT,--
dass,SCONJ,dass
es,PRON,es
sich,PRON,sich
im,ADP,in
Bezirk,NOUN,Bezirk
gut,ADV,gut
leben,VERB,leben
und,CCONJ,und
arbeiten,VERB,arbeiten
lässt,VERB,lässn
.,PUNCT,--
Die,DET,der
Auszeichnung,NOUN,Auszeichnung
„,PUNCT,--
Unternehmen,NOUN,Unternehmen
des,DET,der
Jahres,NOUN,Jahr
“,PUNCT,--
ist,AUX,sein
eine,DET,ein
Anerkennung,NOUN,Anerkennung
für,ADP,für
dieses,DET,dieser
Engagement,NOUN,Engagement
.,PUNCT,--
Die,DET,der
Preisverleihung,NOUN,Preisverleihung
findet,VERB,finden
am,ADP,an
27.,ADJ,27.
September,NOUN,September
2023,NUM,2023
im,ADP,in
Dong,PROPN,Dong
Xuan,PROPN,Xuan
Haus,NOUN,Haus
statt,ADV,statt
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
:,PUNCT,--
Bezirksamt,ADP,bezirksamt
Lichtenberg,PROPN,Lichtenberg
von,ADP,von
Berlin,PROPN,Berlin
Leiter,NOUN,Leiter
Wirtschaftsförderung,NOUN,Wirtschaftsförderung
Burhan,PROPN,Burhan
Cetinkaya,PROPN,Cetinkaya
Telefon,PROPN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90296,NUM,90296
-,PUNCT,-
4338,NUM,4338
E-Mail,NOUN,E-Mail
