Token,PoS,Lemma
„,PUNCT,--
Anfänger-Workshop,ADV,anfänger-Workshop
Ukulele,NOUN,Ukulele
für,ADP,für
Erwachsene,NOUN,erwachsene
“,PUNCT,--
mit,ADP,mit
Petra,PROPN,Petra
Malberg,PROPN,Malberg
am,ADP,an
13.02.2020,ADV,13.02.2020
"
",SPACE,"
"
Noch,ADV,noch
nie,ADV,nie
war,AUX,sein
Ukulele,NOUN,Ukulele
spielen,VERB,spielen
so,ADV,so
einfach,ADV,einfach
!,PUNCT,--
Die,DET,der
Ukulele,NOUN,Ukulele
erfreut,VERB,erfreuen
sich,PRON,sich
in,ADP,in
letzter,ADJ,letzter
Zeit,NOUN,Zeit
immer,ADV,immer
größerer,ADJ,groß
Beliebtheit,NOUN,Beliebtheit
…,PUNCT,--
und,CCONJ,und
das,DET,der
zu,ADP,zu
Recht,NOUN,Recht
!,PUNCT,--
Petra,PROPN,Petra
Malbergs,PROPN,Malberg
Konzept,NOUN,Konzept
erklärt,VERB,erklären
anschaulich,ADV,anschaulich
und,CCONJ,und
leicht,ADV,leicht
nachvollziehbar,ADV,nachvollziehbar
die,DET,der
wichtigsten,ADJ,wichtig
Techniken,NOUN,Technik
des,DET,der
Ukulelenspiels,NOUN,Ukulelenspiel
anhand,ADP,anhand
von,ADP,von
bekannten,ADJ,bekannt
Song-Klassikern,NOUN,Song-Klassiker
.,PUNCT,--
Schon,ADV,schon
nach,ADP,nach
ein,DET,ein
paar,DET,paar
kurzen,ADJ,kurz
Vorübungen,NOUN,Vorübung
kann,AUX,können
der,DET,der
Einsteiger,NOUN,Einsteiger
das,DET,der
erste,ADJ,erster
Lied,NOUN,Lied
spielen,VERB,spielen
.,PUNCT,--
Mit,ADP,mit
jedem,DET,jeder
weiteren,ADJ,weit
Song,NOUN,Song
erweitert,VERB,erweitern
man,PRON,man
seine,DET,sein
Kenntnisse,NOUN,Kenntnis
und,CCONJ,und
Fähigkeiten,NOUN,Fähigkeit
.,PUNCT,--
Dafür,ADV,dafür
sorgen,VERB,sorgen
kurze,ADJ,kurz
Lerneinheiten,NOUN,Lerneinheit
",",PUNCT,--
in,ADP,in
denen,PRON,der
neue,ADJ,neu
Techniken,NOUN,Technik
zunächst,ADV,zunächst
gezeigt,VERB,zeigen
und,CCONJ,und
geübt,VERB,üben
werden,AUX,werden
.,PUNCT,--
Petra,PROPN,Petra
Malberg,PROPN,Malberg
leitet,VERB,leiten
das,DET,der
Ukulelenorchester,NOUN,Ukulelenorchester
an,ADP,an
der,DET,der
Leo-Borchard-Musikschule,NOUN,Leo-Borchard-Musikschule
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
.,PUNCT,--
Bitte,ADV,bitte
eine,DET,ein
eigene,ADJ,eigen
Ukulele,NOUN,Ukulele
mitbringen,VERB,mitbringen
!,PUNCT,--
(,PUNCT,--
Wer,PRON,wer
keine,DET,kein
eigene,ADJ,eigen
Ukulele,NOUN,Ukulele
hat,VERB,haben
",",PUNCT,--
kann,AUX,können
diese,PRON,dieser
nach,ADP,nach
Verfügbarkeit,NOUN,Verfügbarkeit
im,ADP,in
Musikbereich,NOUN,Musikbereich
der,DET,der
Ingeborg-Drewitz-Bibliothek,NOUN,Ingeborg-Drewitz-Bibliothek
mit,ADP,mit
einem,DET,ein
Bibliotheksausweis,NOUN,Bibliotheksausweis
ausleihen,VERB,ausleihen
.,PUNCT,--
),PUNCT,--
Termin,NOUN,termin
:,PUNCT,--
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
13.,ADJ,13.
Februar,NOUN,Februar
2020,NUM,2020
",",PUNCT,--
von,ADP,von
17:00,PROPN,17:00
bis,ADP,bis
20:00,NOUN,20:00
Uhr,NOUN,Uhr
Eintritt,NOUN,Eintritt
:,PUNCT,--
frei,ADV,frei
.,PUNCT,--
Voranmeldung,NOUN,Voranmeldung
erforderlich,ADV,erforderlich
und,CCONJ,und
Information,NOUN,Information
unter,ADP,unter
(,PUNCT,--
030,NUM,030
),PUNCT,--
90299,NUM,90299
-,NUM,--
2410,NUM,2410
Ort,NOUN,Ort
:,PUNCT,--
Ingeborg-Drewitz-Bibliothek,NOUN,Ingeborg-Drewitz-Bibliothek
",",PUNCT,--
Grunewaldstr,NOUN,Grunewaldstr
.,PUNCT,--
3,NUM,3
",",PUNCT,--
12165,NUM,12165
Berlin,PROPN,Berlin
Veranstaltungsort,NOUN,Veranstaltungsort
:,PUNCT,--
Ingeborg-Drewitz-Bibliothek,NOUN,Ingeborg-Drewitz-Bibliothek
/,PUNCT,--
Musikbereich,NOUN,Musikbereich
",",PUNCT,--
Grunewaldstr,NOUN,Grunewaldstr
.,PUNCT,--
3,NUM,3
",",PUNCT,--
12165,NUM,12165
Berlin,PROPN,Berlin
",",PUNCT,--
3.,ADJ,3.
Etage,NOUN,Etage
",",PUNCT,--
barrierefrei,ADV,barrierefrei
Veranstalter,NOUN,Veranstalter
:,PUNCT,--
Stadtbibliothek,PROPN,Stadtbibliothek
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
