Token,PoS,Lemma
Mutmaßlicher,ADJ,mutmaßlich
Autodieb,NOUN,Autodieb
verletzt,VERB,verletzen
sich,PRON,sich
bei,ADP,bei
Verkehrsunfall,NOUN,Verkehrsunfall
"
",SPACE,"
"
Nr.,NOUN,Nr.
0365,NUM,0365
In,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
wurde,AUX,werden
in,ADP,in
Tiergarten,PROPN,Tiergarten
ein,DET,ein
junger,ADJ,jung
Mann,NOUN,Mann
bei,ADP,bei
einem,DET,ein
Verkehrsunfall,NOUN,Verkehrsunfall
verletzt,VERB,verletzen
.,PUNCT,--
Nach,ADP,nach
den,DET,der
Angaben,NOUN,Angabe
des,DET,der
21-Jährigen,NOUN,21-Jährig
soll,AUX,sollen
er,PRON,er
kurz,ADV,kurz
vor,ADP,vor
dem,DET,der
Unfall,NOUN,Unfall
in,ADP,in
der,DET,der
Straße,NOUN,Straße
des,DET,der
17.,ADJ,17.
Juni,NOUN,Juni
einen,DET,ein
abgestellten,ADJ,abgestellter
",",PUNCT,--
unverschlossenen,ADJ,unverschlossen
BMW,PROPN,BMW
gestohlen,VERB,stehlen
haben,AUX,haben
",",PUNCT,--
den,PRON,der
er,PRON,er
mit,ADP,mit
einem,DET,ein
im,ADP,in
Fahrzeug,NOUN,Fahrzeug
liegenden,ADJ,liegend
Schlüssel,NOUN,Schlüssel
starten,VERB,starten
konnte,AUX,können
.,PUNCT,--
Mit,ADP,mit
dem,DET,der
Wagen,NOUN,Wagen
befuhr,VERB,Befuhr
der,DET,der
21-Jährige,NOUN,21-Jährige
gegen,ADP,gegen
2.50,NUM,2.50
Uhr,NOUN,Uhr
die,DET,der
Hofjägerallee,NOUN,Hofjägerallee
vom,ADP,von
Großen,ADJ,groß
Stern,NOUN,Stern
kommend,ADV,kommend
in,ADP,in
Richtung,NOUN,Richtung
der,DET,der
Kreuzung,NOUN,Kreuzung
Stülerstraße,PROPN,Stülerstraße
/,PUNCT,--
Tiergartenstraße,PROPN,Tiergartenstraße
/,PUNCT,--
Klingelhöferstraße,NOUN,Klingelhöferstraße
und,CCONJ,und
fuhr,VERB,fahren
auf,ADP,auf
einen,DET,ein
dort,ADV,dort
verkehrsbedingt,VERB,verkehrsbedingen
haltenden,VERB,haltenden
VW,PROPN,VW
auf,ADP,auf
",",PUNCT,--
mit,ADP,mit
dem,PRON,der
ein,DET,ein
ebenfalls,ADV,ebenfalls
21-Jähriger,NOUN,21-Jähriger
und,CCONJ,und
sein,DET,sein
27,NUM,27
Jahre,NOUN,Jahr
alter,ADJ,alt
Begleiter,NOUN,Begleiter
unterwegs,ADV,unterwegs
waren,AUX,sein
.,PUNCT,--
Durch,ADP,durch
die,DET,der
Wucht,NOUN,Wucht
des,DET,der
Aufpralls,NOUN,Aufprall
wurde,AUX,werden
der,DET,der
mutmaßliche,ADJ,mutmaßlich
