Token,PoS,Lemma
Illegale,ADJ,illegal
Musikveranstaltung,NOUN,Musikveranstaltung
"
",SPACE,"
"
Nr.,NOUN,Nr.
0194,NUM,0194
Wegen,ADP,wegen
einer,DET,ein
Lärmbelästigung,NOUN,Lärmbelästigung
durch,ADP,durch
laute,ADJ,laut
Musik,NOUN,Musik
alarmierten,VERB,alarmierten
gestern,ADV,gestern
Nachmittag,NOUN,Nachmittag
Anwohnende,NOUN,Anwohnende
die,DET,der
Polizei,NOUN,Polizei
in,ADP,in
die,DET,der
Straße,NOUN,Straße
An,ADP,an
der,DET,der
Margaretenhöhe,NOUN,Margaretenhöhe
in,ADP,in
Wartenberg,PROPN,Wartenberg
.,PUNCT,--
Auf,ADP,auf
einem,DET,ein
leerstehenden,ADJ,leerstehend
Gelände,NOUN,Gelände
stellten,VERB,stellen
die,DET,der
Polizeikräfte,NOUN,Polizeikraft
gegen,ADP,gegen
13.30,NUM,13.30
Uhr,NOUN,Uhr
26,NUM,26
Personen,NOUN,Person
fest,ADV,fest
",",PUNCT,--
die,PRON,der
dort,ADV,dort
eine,DET,ein
Musikanlage,NOUN,Musikanlage
betrieben,VERB,betreiben
und,CCONJ,und
offensichtlich,ADV,offensichtlich
eine,DET,ein
Party,NOUN,Party
feierten,VERB,feiern
.,PUNCT,--
Nach,ADP,nach
Überprüfungen,NOUN,Überprüfungen
wurden,AUX,werden
alle,DET,aller
Personen,NOUN,Person
aufgefordert,VERB,auffordern
",",PUNCT,--
den,DET,der
Ort,NOUN,Ort
zu,PART,zu
verlassen,VERB,verlassen
.,PUNCT,--
Die,DET,der
Polizeikräfte,NOUN,Polizeikraft
leiteten,VERB,leitet
Ermittlungen,NOUN,Ermittlung
wegen,ADP,wegen
Hausfriedensbruchs,NOUN,Hausfriedensbruch
ein,ADV,ein
und,CCONJ,und
schrieben,ADJ,schrieb
Ordnungswidrigkeitenanzeigen,NOUN,Ordnungswidrigkeitenanzeig
wegen,ADP,wegen
Verstößen,NOUN,Verstoß
gegen,ADP,gegen
die,DET,der
Infektionsschutzmaßnahmenverordnung,NOUN,Infektionsschutzmaßnahmenverordnung
.,PUNCT,--
