Token,PoS,Lemma
Gemeinsame,ADJ,gemeinsam
Pressemitteilung,NOUN,Pressemitteilung
:,PUNCT,--
Toter,ADJ,Toter
Mann,NOUN,Mann
in,ADP,in
Wohnung,NOUN,Wohnung
–,PUNCT,--
Zeugen,NOUN,Zeuge
und,CCONJ,und
Zeuginnen,NOUN,Zeuginn
gesucht,VERB,suchen
"
",SPACE,"
"
In,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
haben,AUX,haben
die,DET,der
2.,ADJ,2.
Mordkommission,NOUN,Mordkommission
des,DET,der
Landeskriminalamtes,NOUN,Landeskriminalamt
und,CCONJ,und
die,DET,der
Staatsanwaltschaft,NOUN,Staatsanwaltschaft
Berlin,PROPN,Berlin
die,DET,der
Ermittlungen,NOUN,Ermittlung
zu,ADP,zu
einem,DET,ein
toten,ADJ,tot
Mann,NOUN,Mann
in,ADP,in
Wedding,PROPN,Wedding
übernommen,VERB,übernehmen
.,PUNCT,--
Die,DET,der
Auffindesituation,NOUN,Auffindesituation
lässt,VERB,lässen
bislang,ADV,bislang
auf,ADP,auf
ein,DET,ein
Tötungsdelikt,NOUN,Tötungsdelikt
schließen,VERB,schließen
.,PUNCT,--
Ein,DET,ein
Zeuge,NOUN,Zeuge
alarmierte,VERB,alarmieren
gegen,ADP,gegen
22.45,NUM,22.45
Uhr,NOUN,Uhr
die,DET,der
Polizei,NOUN,Polizei
",",PUNCT,--
nachdem,SCONJ,nachdem
er,PRON,er
den,DET,der
Mann,NOUN,Mann
leblos,ADV,leblos
in,ADP,in
einer,DET,ein
Nachbarwohnung,NOUN,Nachbarwohnung
in,ADP,in
der,DET,der
Utrechter,ADJ,Utrechter
Straße,NOUN,Straße
vorgefunden,VERB,vorfinden
hat,AUX,haben
.,PUNCT,--
Die,DET,der
Kriminalpolizei,NOUN,Kriminalpolizei
bittet,VERB,bitten
Zeugen,NOUN,Zeuge
und,CCONJ,und
Zeuginnen,NOUN,Zeuginn
",",PUNCT,--
die,PRON,der
am,ADP,an
14.,ADJ,14.
Dezember,NOUN,Dezember
2023,NUM,2023
im,ADP,in
Bereich,NOUN,Bereich
der,DET,der
Utrechter,ADJ,Utrechter
Straße,NOUN,Straße
38,NUM,38
verdächtige,ADJ,verdächtig
Wahrnehmungen,NOUN,Wahrnehmung
gemacht,VERB,machen
haben,AUX,haben
",",PUNCT,--
sich,PRON,sich
über,ADP,über
das,DET,der
Hinweistelefon,NOUN,Hinweistelefon
der,DET,der
2.,ADJ,2.
Mordkommission,NOUN,Mordkommission
unter,ADP,unter
der,DET,der
Telefonnummer,NOUN,Telefonnummer
(,PUNCT,--
030,NUM,030
),PUNCT,--
4664,NUM,4664
-,NUM,-
911222,NUM,911222
oder,CCONJ,oder
auf,ADP,auf
jeder,DET,jeder
anderen,ADJ,anderer
Polizeidienststelle,NOUN,Polizeidienststelle
zu,PART,zu
melden,VERB,melden
.,PUNCT,--
