Token,PoS,Lemma
Familienstadträtin,NOUN,Familienstadträtin
gratuliert,VERB,gratuliert
:,PUNCT,--
zwei,NUM,zwei
Träger,NOUN,Träger
werden,AUX,werden
im,ADP,in
Bezirk,NOUN,Bezirk
mit,ADP,mit
Familienzentren,NOUN,Familienzentr
starten,VERB,starten
"
",SPACE,"
"
Im,ADP,in
Rahmen,NOUN,Rahmen
des,DET,der
neuen,ADJ,neu
Berliner,ADJ,Berliner
Landesprogramms,NOUN,Landesprogramm
“,PUNCT,--
Aufbau,NOUN,Aufbau
Berliner,ADJ,Berliner
Familienzentren,NOUN,Familienzentren
”,PUNCT,”
sind,AUX,sein
durch,ADP,durch
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Wissenschaft,NOUN,Wissenschaft
je,ADP,je
Bezirk,NOUN,Bezirk
zwei,NUM,zwei
Träger,NOUN,Träger
ausgewählt,VERB,auswählen
worden,AUX,werden
.,PUNCT,--
Aus,ADP,aus
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
wurden,AUX,werden
zwei,NUM,zwei
Akteure,NOUN,Akteur
ausgewählt,VERB,auswählen
",",PUNCT,--
die,PRON,der
den,DET,der
Zuschlag,NOUN,Zuschlag
zum,ADP,zu
Aufbau,NOUN,Aufbau
eines,DET,ein
Familienzentrums,NOUN,Familienzentrum
und,CCONJ,und
damit,ADV,damit
eine,DET,ein
auf,ADP,auf
zwei,NUM,zwei
Jahre,NOUN,Jahr
ausgerichtete,ADJ,ausgerichtet
Landesfinanzierung,NOUN,Landesfinanzierung
erhalten,VERB,erhalten
.,PUNCT,--
Die,DET,der
beiden,DET,beide
Träger,NOUN,Träger
",",PUNCT,--
die,PRON,der
bereits,ADV,bereits
in,ADP,in
hervorragender,ADJ,hervorragend
Weise,NOUN,Weise
im,ADP,in
Bezirk,NOUN,Bezirk
arbeiten,VERB,arbeiten
",",PUNCT,--
sind,AUX,sein
der,DET,der
Humanistische,ADJ,Humanistisch
Verband,NOUN,Verband
Deutschlands,PROPN,Deutschland
",",PUNCT,--
LV,NOUN,LV
Berlin-,X,Berlin
Brandenburg,PROPN,Brandenburg
und,CCONJ,und
das,DET,der
Jugendwerk,NOUN,Jugendwerk
Aufbau,NOUN,Aufbau
Ost,NOUN,Ost
JAO,PROPN,JAO
gGmbH.,ADP,gGmbH.
Familienstadträtin,NOUN,Familienstadträtin
Juliane,PROPN,Juliane
Witt,NOUN,Witt
zur,ADP,zu
Entscheidung,NOUN,Entscheidung
:,PUNCT,--
“,PUNCT,--
Als,ADP,als
Bezirk,NOUN,Bezirk
begrüßen,VERB,begrüßen
wir,PRON,wir
die,DET,der
Auswahl,NOUN,Auswahl
der,DET,der
Servicestelle,NOUN,Servicestelle
ausdrücklich,ADV,ausdrücklich
.,PUNCT,--
Das,DET,der
Land,NOUN,Land
unterstützt,VERB,unterstützen
damit,ADV,damit
die,DET,der
Familienangebote,NOUN,Familienangebot
in,ADP,in
den,DET,der
sozialen,ADJ,sozial
Brennpunkten,NOUN,Brennpunkt
im,ADP,in
Bezirk,NOUN,Bezirk
.,PUNCT,--
Wir,PRON,wir
freuen,VERB,freuen
uns,PRON,sich
auf,ADP,auf
eine,DET,ein
weitere,ADJ,weit
Stärkung,NOUN,Stärkung
der,DET,der
Angebote,NOUN,Angebot
für,ADP,für
Eltern,NOUN,Eltern
!,PUNCT,--
Mein,DET,mein
Glückwunsch,NOUN,Glückwunsch
geht,VERB,gehen
an,ADP,an
die,DET,der
Sieger,NOUN,Sieger
",",PUNCT,--
die,PRON,der
mit,ADP,mit
ihren,DET,ihr
Konzepten,NOUN,Konzept
und,CCONJ,und
ihrem,DET,ihr
fachlichen,ADJ,fachlich
Ansatz,NOUN,Ansatz
erfolgreich,ADV,erfolgreich
im,ADP,in
Bezirk,NOUN,Bezirk
arbeiten,VERB,arbeiten
und,CCONJ,und
nun,ADV,nun
auch,ADV,auch
die,DET,der
Landesebene,NOUN,Landesebene
überzeugen,VERB,überzeugen
konnten,AUX,können
.,PUNCT,--
”,PUNCT,”
Weitere,ADJ,weit
Infos,NOUN,Infos
:,PUNCT,--
Berliner,ADJ,Berliner
Familienzentren,NOUN,Familienzentren
Schicklerstr,PROPN,Schicklerstr
.,PUNCT,--
5,NUM,5
-,NUM,-
7,NUM,7
10179,NUM,10179
Berlin,PROPN,Berlin
49,NUM,49
30,NUM,30
4431785,NUM,4431785
-,PUNCT,--
50,NUM,50
kontakt@berliner-familienzentren.de,X,kontakt@berliner-familienzentren.de
www.berliner-familienzentren.de,X,www.berliner-familienzentren.de
