Token,PoS,Lemma
"""",PUNCT,--
STOFFKUNST-,PROPN,STOFFKUNST-
Quilts,PROPN,Quilts
von,ADP,von
Edeltraut,PROPN,Edeltraut
Lösch,PROPN,Lösch
"""",PUNCT,--
–,PUNCT,--
Ausstellungseröffnung,NOUN,Ausstellungseröffnung
am,ADP,an
04.11.,NOUN,04.11.
im,ADP,in
FLORA,PROPN,FLORA
"
",SPACE,"
"
“,PUNCT,--
STOFFKUNST-,PROPN,STOFFKUNST-
Quilts,PROPN,Quilts
von,ADP,von
Edeltraut,PROPN,Edeltraut
Lösch,ADV,Lösch
”,PUNCT,”
–,PUNCT,--
der,DET,der
Quasikunstverein,NOUN,Quasikunstverein
e.V.,NOUN,e.V.
präsentiert,VERB,präsentieren
vom,ADP,von
04.,ADJ,04.
November,NOUN,November
2012,NUM,2012
bis,ADP,bis
zum,ADP,zu
07.,ADJ,07.
Januar,NOUN,Januar
2013,NUM,2013
im,ADP,in
Kunsthaus,PROPN,Kunsthaus
Flora,PROPN,Flora
",",PUNCT,--
Florastraße,PROPN,Florastraße
113,NUM,113
",",PUNCT,--
12623,NUM,12623
Berlin-Mahlsdorf,PROPN,Berlin-Mahlsdorf
",",PUNCT,--
eine,DET,ein
neue,ADJ,neu
Ausstellung,NOUN,Ausstellung
.,PUNCT,--
Patchwork,PROPN,Patchwork
und,CCONJ,und
Quilts,PROPN,Quilts
aus,ADP,aus
alten,ADJ,alt
Stoffen,NOUN,Stoff
zu,PART,zu
nähen,VERB,nähen
",",PUNCT,--
ist,AUX,sein
eine,PRON,einer
der,DET,der
großen,ADJ,groß
Leidenschaften,NOUN,Leidenschaft
von,ADP,von
Edeltraut,PROPN,Edeltraut
Lösch,ADV,Lösch
.,PUNCT,--
In,ADP,in
scheinbarer,ADJ,scheinbar
Planlosigkeit,NOUN,Planlosigkeit
fügt,VERB,fügen
sie,PRON,sie
Formen,NOUN,Form
und,CCONJ,und
Farben,NOUN,Farbe
zu,ADP,zu
überraschenden,ADJ,überraschend
Resultaten,NOUN,Resultat
zusammen,ADV,zusammen
.,PUNCT,--
Jedes,DET,jeder
Teil,NOUN,Teil
ist,AUX,sein
einmalig,ADV,einmalig
",",PUNCT,--
ein,DET,ein
Unikat,NOUN,Unikat
.,PUNCT,--
Edeltraut,PROPN,Edeltraut
Lösch,ADV,Lösch
arbeitet,VERB,arbeiten
vorwiegend,ADV,vorwiegend
mit,ADP,mit
alten,ADJ,alt
Baumwollstoffen,NOUN,Baumwollstoffen
.,PUNCT,--
Sie,PRON,sie
sammelt,VERB,sammeln
alte,ADJ,alt
Bettwäsche,NOUN,Bettwäsche
",",PUNCT,--
Schürzen,NOUN,Schürze
",",PUNCT,--
Schlafanzüge,NOUN,Schlafanzug
",",PUNCT,--
Oberhemden,NOUN,Oberhemden
und,CCONJ,und
führt,VERB,führen
sie,PRON,sie
einer,DET,ein
neuen,ADJ,neu
Bestimmung,NOUN,Bestimmung
zu,ADP,zu
.,PUNCT,--
Die,DET,der
jüngsten,ADJ,jung
Arbeiten,NOUN,Arbeit
von,ADP,von
ihr,PRON,ihr
können,AUX,können
im,ADP,in
Kunsthaus,NOUN,Kunsthaus
Flora,PROPN,Flora
besichtigt,VERB,besichtigen
und,CCONJ,und
auch,ADV,auch
käuflich,ADV,käuflich
erworben,VERB,erwerben
werden,AUX,werden
.,PUNCT,--
Die,DET,der
1945,NUM,1945
geborene,ADJ,geboren
Edeltraut,NOUN,Edeltraut
Lösch,ADV,Lösch
ist,AUX,sein
diplomierte,ADJ,diplomiert
Kulturwissenschaftlerin,NOUN,Kulturwissenschaftlerin
.,PUNCT,--
Sie,PRON,sie
war,AUX,sein
für,ADP,für
die,DET,der
