Token,PoS,Lemma
Stellungnahme,NOUN,Stellungnahme
zu,ADP,zu
geplanten,ADJ,geplant
Geflüchtetenunterkünften,NOUN,Geflüchtetenunterkünft
in,ADP,in
Lichtenberg,PROPN,Lichtenberg
"
",SPACE,"
"
Der,DET,der
Berliner,ADJ,Berliner
Senat,NOUN,Senat
hat,AUX,haben
auf,ADP,auf
seiner,DET,sein
Sitzung,NOUN,Sitzung
am,ADP,an
26.,ADJ,26.
März,NOUN,März
2024,NUM,2024
die,DET,der
16,NUM,16
Standorte,NOUN,Standort
für,ADP,für
das,DET,der
Wohncontainer-Programm,NOUN,Wohncontainer-Programm
2.0,NUM,2.0
zur,ADP,zu
Unterbringung,NOUN,Unterbringung
von,ADP,von
Geflüchteten,NOUN,Geflüchteten
in,ADP,in
der,DET,der
Stadt,NOUN,Stadt
festgelegt,VERB,festlegen
.,PUNCT,--
Auf,ADP,auf
den,DET,der
vom,ADP,von
Senat,NOUN,Senat
priorisierten,ADJ,priorisiert
Flächen,NOUN,Fläche
sollen,AUX,sollen
voraussichtlich,ADV,voraussichtlich
in,ADP,in
den,DET,der
Jahren,NOUN,Jahr
2025,NUM,2025
und,CCONJ,und
2026,NUM,2026
Wohncontaineranlagen,NOUN,Wohncontaineranlage
für,ADP,für
bis,ADV,bis
zu,ADV,zu
6.130,NUM,6.130
Geflüchtete,NOUN,Geflüchteter
errichtet,VERB,errichten
werden,AUX,werden
.,PUNCT,--
Vier,NUM,vier
Standorte,NOUN,Standort
mit,ADP,mit
rund,ADV,rund
1.600,NUM,1.600
Plätzen,NOUN,Platz
sind,AUX,sein
im,ADP,in
Bezirk,NOUN,Bezirk
Lichtenberg,PROPN,Lichtenberg
vorgesehen,VERB,vorsehen
.,PUNCT,--
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Martin,PROPN,Martin
Schaefer,PROPN,Schaefer
(,PUNCT,--
CDU,PROPN,CDU
),PUNCT,--
kritisiert,VERB,kritisieren
sowohl,CCONJ,sowohl
die,DET,der
Anzahl,NOUN,Anzahl
der,DET,der
für,ADP,für
Lichtenberg,PROPN,Lichtenberg
