Token,PoS,Lemma
Transporter,NOUN,Transporter
auf,ADP,auf
Stadtautobahn,NOUN,Stadtautobahn
umgekippt,VERB,umkippen
"
",SPACE,"
"
Nr.,NOUN,Nr.
0745,NUM,0745
Ein,DET,ein
Verkehrsunfall,NOUN,Verkehrsunfall
auf,ADP,auf
der,DET,der
Stadtautobahn,NOUN,Stadtautobahn
in,ADP,in
Schmargendorf,PROPN,Schmargendorf
führte,VERB,führen
gestern,ADV,gestern
früh,ADV,früh
zu,ADP,zu
erheblichen,ADJ,erheblich
Verkehrsbehinderungen,NOUN,Verkehrsbehinderung
.,PUNCT,--
Nach,ADP,nach
den,DET,der
bisherigen,ADJ,bisherig
Erkenntnissen,NOUN,Erkenntnis
war,AUX,sein
ein,DET,ein
35-Jähriger,NOUN,35-Jähriger
gegen,ADP,gegen
6.50,NUM,6.50
Uhr,NOUN,Uhr
mit,ADP,mit
seinem,DET,sein
Transporter,NOUN,Transporter
im,ADP,in
rechten,ADJ,rechter
Fahrstreifen,NOUN,Fahrstreifen
des,DET,der
Stadtrings,NOUN,Stadtring
in,ADP,in
Richtung,NOUN,Richtung
Wedding,PROPN,Wedding
unterwegs,ADV,unterwegs
",",PUNCT,--
als,SCONJ,als
er,PRON,er
in,ADP,in
Höhe,NOUN,Höhe
der,DET,der
Ausfahrt,NOUN,Ausfahrt
Kurfürstendamm,PROPN,Kurfürstendamm
von,ADP,von
einem,DET,ein
anderen,ADJ,anderer
Auto,NOUN,Auto
geschnitten,VERB,geschnitten
worden,AUX,werden
sein,AUX,sein
soll,AUX,sollen
",",PUNCT,--
das,PRON,der
von,ADP,von
der,DET,der
mittleren,ADJ,mittlerer
Spur,NOUN,Spur
nach,ADP,nach
rechts,ADV,rechts
gewechselt,VERB,wechseln
und,CCONJ,und
die,DET,der
Autobahn,NOUN,Autobahn
verlassen,VERB,verlassen
haben,AUX,haben
soll,AUX,sollen
.,PUNCT,--
Der,DET,der
35-Jährige,NOUN,35-Jährige
vollzog,VERB,vollziehen
daraufhin,ADV,daraufhin
eine,DET,ein
Gefahrenbremsung,NOUN,Gefahrenbremsung
",",PUNCT,--
verlor,VERB,verlieren
dabei,ADV,dabei
die,DET,der
Kontrolle,NOUN,Kontrolle
über,ADP,über
seinen,DET,sein
Opel,NOUN,Opel
und,CCONJ,und
prallte,VERB,prallen
gegen,ADP,gegen
die,DET,der
Leitplanke,NOUN,Leitplanke
",",PUNCT,--
so,ADV,so
dass,SCONJ,dass
der,DET,der
Transporter,NOUN,Transporter
in,ADP,in
der,DET,der
weiteren,ADJ,weit
Folge,NOUN,Folge
auf,ADP,auf
die,DET,der
Seite,NOUN,Seite
kippte,VERB,kippen
.,PUNCT,--
Der,DET,der
Fahrer,NOUN,Fahrer
zog,VERB,ziehen
sich,PRON,sich
diverse,ADJ,diverser
Hautabschürfungen,NOUN,Hautabschürfung
zu,ADP,zu
",",PUNCT,--
die,PRON,der
vom,ADP,von
Rettungsdienst,NOUN,Rettungsdienst
an,ADP,an
der,DET,der
Unfallstelle,NOUN,Unfallstelle
ambulant,ADV,ambulant
versorgt,VERB,versorgen
wurden,AUX,werden
.,PUNCT,--
Einsatzkräfte,NOUN,Einsatzkraft
der,DET,der
Feuerwehr,NOUN,Feuerwehr
richteten,VERB,richten
den,DET,der
umgekippten,ADJ,umgekippt
Transporter,NOUN,Transporter
mit,ADP,mit
Hilfe,NOUN,Hilfe
eines,DET,ein
Krans,NOUN,Kran
wieder,ADV,wieder
auf,ADP,auf
.,PUNCT,--
Für,ADP,für
die,DET,der
Unfallaufnahme,NOUN,Unfallaufnahme
",",PUNCT,--
den,DET,der
Abtransport,NOUN,Abtransport
herabgefallener,ADJ,herabgefallen
Waren,NOUN,Ware
",",PUNCT,--
die,DET,der
Bergung,NOUN,Bergung
des,DET,der
Unfallfahrzeugs,NOUN,Unfallfahrzeug
sowie,CCONJ,sowie
die,DET,der
Reinigung,NOUN,Reinigung
der,DET,der
Fahrbahn,NOUN,Fahrbahn
war,AUX,sein
die,DET,der
BAB,PROPN,BAB
A,PROPN,A
100,NUM,100
in,ADP,in
Richtung,NOUN,Richtung
Wedding,PROPN,Wedding
bis,ADP,bis
etwa,ADV,etwa
15.10,NUM,15.10
Uhr,NOUN,Uhr
teilweise,ADV,teilweise
voll,ADV,voll
gesperrt,VERB,sperren
",",PUNCT,--
was,PRON,wer
zu,ADP,zu
erheblichen,ADJ,erheblich
Verkehrsbeeinträchtigungen,NOUN,Verkehrsbeeinträchtigung
im,ADP,in
Umfeld,NOUN,Umfeld
führte,VERB,führen
.,PUNCT,--
Die,DET,der
Ermittlungen,NOUN,Ermittlung
zu,ADP,zu
dem,DET,der
Verkehrsunfall,NOUN,Verkehrsunfall
sowie,CCONJ,sowie
zu,ADP,zu
dem,DET,der
anderen,ADJ,anderer
beteiligten,ADJ,beteiligt
Fahrzeug,NOUN,Fahrzeug
hat,AUX,haben
das,DET,der
Fachkommissariat,NOUN,Fachkommissariat
für,ADP,für
Verkehrsdelikte,NOUN,Verkehrsdelikt
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
2,NUM,2
(,PUNCT,--
West,PROPN,West
),PUNCT,--
übernommen,VERB,übernehmen
.,PUNCT,--
