Token,PoS,Lemma
Maskierte,NOUN,Maskiert
überfallen,VERB,überfall
Lieferdienst,NOUN,Lieferdienst
"
",SPACE,"
"
Nr.,NOUN,Nr.
1751,NUM,1751
Zwei,NUM,zwei
Angestellte,NOUN,angestellter
eines,DET,ein
Pizzalieferdienstes,NOUN,Pizzalieferdienst
wurden,AUX,werden
in,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
in,ADP,in
einer,DET,ein
Filiale,NOUN,Filiale
in,ADP,in
Wittenau,PROPN,Wittenau
beraubt,VERB,berauben
.,PUNCT,--
Nach,ADP,nach
Angaben,NOUN,Angabe
der,DET,der
beiden,DET,beide
16-jährigen,ADJ,16-jährig
Mitarbeiter,NOUN,Mitarbeiter
betraten,VERB,betraen
gegen,ADP,gegen
22.35,NUM,22.35
Uhr,NOUN,Uhr
zwei,NUM,zwei
maskierte,ADJ,Maskiert
junge,ADJ,jung
Männer,NOUN,Mann
das,DET,der
Geschäft,NOUN,Geschäft
am,ADP,an
Eichborndamm,NOUN,Eichborndamm
und,CCONJ,und
bedrohten,VERB,bedrohen
die,DET,der
beiden,DET,beide
Jugendlichen,NOUN,jugendliche
mit,ADP,mit
einem,DET,ein
Messer,NOUN,Messer
und,CCONJ,und
einem,DET,ein
Reizstoffsprühgerät,NOUN,Reizstoffsprühgerät
und,CCONJ,und
forderten,VERB,fordern
das,DET,der
Öffnen,NOUN,Öffnen
der,DET,der
Kasse,NOUN,Kasse
.,PUNCT,--
Die,DET,der
Maskierten,NOUN,Maskiert
entwendeten,VERB,entwendeten
das,DET,der
Geld,NOUN,Geld
aus,ADP,aus
der,DET,der
Kasse,NOUN,Kasse
sowie,CCONJ,sowie
die,DET,der
Geldbörsen,NOUN,Geldbörse
der,DET,der
Angestellten,NOUN,angestellter
und,CCONJ,und
ein,DET,ein
Mobiltelefon,NOUN,Mobiltelefon
.,PUNCT,--
Anschließend,ADV,anschließend
soll,AUX,sollen
das,DET,der
Duo,NOUN,Duo
auf,ADP,auf
einem,DET,ein
hellen,ADJ,hell
Motorroller,NOUN,Motorroller
in,ADP,in
Richtung,NOUN,Richtung
Alt-Wittenau,PROPN,Alt-Wittenau
geflüchtet,VERB,flüchten
sein,AUX,sein
.,PUNCT,--
Die,DET,der
beiden,DET,beide
jugendlichen,ADJ,jugendlich
Mitarbeiter,NOUN,Mitarbeiter
wurden,AUX,werden
nicht,PART,nicht
verletzt,VERB,verletzen
.,PUNCT,--
Die,DET,der
Ermittlungen,NOUN,Ermittlung
zu,ADP,zu
dem,DET,der
Raub,NOUN,Raub
dauern,VERB,dauern
an,ADP,an
und,CCONJ,und
wurden,AUX,werden
von,ADP,von
einem,DET,ein
Fachkommissariat,NOUN,Fachkommissariat
der,DET,der
Direktion,NOUN,Direktion
1,NUM,1
(,PUNCT,--
Nord,PROPN,Nord
),PUNCT,--
übernommen,VERB,übernehmen
.,PUNCT,--
