Token,PoS,Lemma
Senatskampagne,NOUN,Senatskampagne
„,PUNCT,--
Berlin,PROPN,Berlin
macht,VERB,machen
Schule,NOUN,Schule
“,PUNCT,--
heute,ADV,heute
gestartet,VERB,starten
!,PUNCT,--
-,PUNCT,--
Dringend,ADV,dringend
gesucht,VERB,suchen
:,PUNCT,--
mehr,DET,mehr
Studierende,NOUN,studierend
für,ADP,für
das,DET,der
Lehramt,NOUN,Lehramt
!,PUNCT,--
"
",SPACE,"
"
Heute,ADV,heute
hat,AUX,haben
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Wissenschaft,NOUN,Wissenschaft
",",PUNCT,--
Gesundheit,NOUN,Gesundheit
und,CCONJ,und
Pflege,NOUN,Pflege
eine,DET,ein
breit,ADV,breit
angelegte,ADJ,angelegt
Informations-,X,Information
und,CCONJ,und
Werbekampagne,NOUN,Werbekampagne
gestartet,VERB,starten
",",PUNCT,--
um,SCONJ,um
dem,DET,der
akuten,ADJ,akut
Lehrkräftemangel,NOUN,Lehrkräftemangel
im,ADP,in
Land,NOUN,Land
Berlin,PROPN,Berlin
zu,PART,zu
begegnen,VERB,begegnen
.,PUNCT,--
Ein,DET,ein
besonderer,ADJ,besonderer
Schwerpunkt,NOUN,Schwerpunkt
liegt,VERB,liegen
dabei,ADV,dabei
auf,ADP,auf
der,DET,der
Gewinnung,NOUN,Gewinnung
von,ADP,von
Studierenden,NOUN,studierend
für,ADP,für
die,DET,der
so,ADV,so
genannten,ADJ,genannt
MINT-Fächer,NOUN,MINT-Fächer
(,PUNCT,--
Mathematik,NOUN,Mathematik
",",PUNCT,--
Informatik,NOUN,Informatik
",",PUNCT,--
Naturwissenschaft,NOUN,Naturwissenschaft
und,CCONJ,und
Technik,NOUN,Technik
),PUNCT,--
",",PUNCT,--
das,DET,der
Lehramt,NOUN,Lehramt
an,ADP,an
den,DET,der
beruflichen,ADJ,beruflich
Schulen,NOUN,Schule
und,CCONJ,und
die,DET,der
künstlerischen,ADJ,künstlerisch
Fächer,NOUN,Fach
.,PUNCT,--
Ziel,NOUN,Ziel
der,DET,der
Kampagne,NOUN,Kampagne
„,PUNCT,--
Berlin,PROPN,Berlin
macht,VERB,machen
Schule,NOUN,Schule
“,PUNCT,--
ist,AUX,sein
es,PRON,es
",",PUNCT,--
Schülerinnen,NOUN,Schülerin
und,CCONJ,und
Schüler,NOUN,Schüler
dafür,ADV,dafür
zu,PART,zu
begeistern,VERB,begeistern
",",PUNCT,--
ein,DET,ein
Lehramtsstudium,NOUN,Lehramtsstudium
zu,PART,zu
beginnen,VERB,beginnen
",",PUNCT,--
und,CCONJ,und
bisher,ADV,bisher
rein,ADV,rein
fachbezogenen,ADJ,fachbezogen
Studierenden,NOUN,studierend
die,DET,der
Option,NOUN,Option
zum,ADP,zu
Wechsel,NOUN,Wechsel
in,ADP,in
einen,DET,ein
Quereinstiegsmasterstudiengang,NOUN,Quereinstiegsmasterstudiengang
(,PUNCT,--
Q-Master,NOUN,Q-Master
),PUNCT,--
aufzuzeigen,VERB,aufzuzeigen
.,PUNCT,--
Angesprochen,VERB,Angesprochen
werden,AUX,werden
sollen,AUX,sollen
zudem,ADV,zudem
junge,ADJ,jung
Menschen,NOUN,Mensch
aus,ADP,aus
bildungsfernen,ADJ,bildungsfern
Elternhäusern,NOUN,Elternhäuser
und,CCONJ,und
mit,ADP,mit
Migrationsgeschichte,NOUN,Migrationsgeschicht
.,PUNCT,--
Über,ADP,über
Plakatwerbung,NOUN,Plakatwerbung
auf,ADP,auf
digitalen,ADJ,digital
Werbeflächen,NOUN,Werbefläche
in,ADP,in
ganz,ADV,ganz
Berlin,PROPN,Berlin
",",PUNCT,--
eine,DET,ein
Social,NOUN,Social
Media-Kampagne,NOUN,Media-Kampagne
und,CCONJ,und
eine,DET,ein
Landingpage,NOUN,Landingpage
mit,ADP,mit
vielen,DET,vieler
Informationen,NOUN,Information
rund,ADV,rund
um,ADP,um
das,DET,der
Lehramtsstudium,NOUN,Lehramtsstudium
soll,AUX,sollen
die,DET,der
junge,ADJ,jung
Zielgruppe,NOUN,Zielgruppe
ebenso,ADV,ebenso
erreicht,VERB,erreichen
werden,AUX,werden
",",PUNCT,--
wie,SCONJ,wie
über,ADP,über
Radiowerbung,NOUN,Radiowerbung
und,CCONJ,und
Kooperationen,NOUN,Kooperation
mit,ADP,mit
anderen,ADJ,anderer
Institutionen,NOUN,Institution
.,PUNCT,--
Um,SCONJ,um
Schülerinnen,NOUN,Schülerin
und,CCONJ,und
Schüler,NOUN,Schüler
direkt,ADV,direkt
erreichen,VERB,erreichen
und,CCONJ,und
besondere,ADJ,besonderer
Aufmerksamkeit,NOUN,Aufmerksamkeit
für,ADP,für
das,DET,der
Thema,NOUN,Thema
erlangen,VERB,erlangen
zu,PART,zu
können,AUX,können
",",PUNCT,--
wurden,AUX,werden
mit,ADP,mit
einer,DET,ein
Sonderaktion,NOUN,Sonderaktion
ein,DET,ein
Künstler,NOUN,Künstler
und,CCONJ,und
eine,DET,ein
Künstlerin,NOUN,Künstlerin
beauftragt,VERB,beauftragen
",",PUNCT,--
an,ADP,an
zwei,NUM,zwei
Berliner,ADJ,Berliner
Gymnasien,NOUN,Gymnasi
Toilettenräume,NOUN,Toilettenraum
zu,PART,zu
gestalten,VERB,gestalten
.,PUNCT,--
„,PUNCT,--
Die,DET,der
Kampagne,NOUN,Kampagne
ist,AUX,sein
ein,DET,ein
wichtiger,ADJ,wichtig
Baustein,NOUN,Baustein
zur,ADP,zu
Gewinnung,NOUN,Gewinnung
von,ADP,von
Lehramtsstudierenden,NOUN,Lehramtsstudierenden
.,PUNCT,--
Nicht,PART,nicht
nur,ADV,nur
Berlin,PROPN,Berlin
",",PUNCT,--
sondern,CCONJ,sondern
ganz,ADV,ganz
Deutschland,PROPN,Deutschland
hat,AUX,haben
mit,ADP,mit
einem,DET,ein
akuten,ADJ,akut
Lehrkräftemangel,NOUN,Lehrkräftemangel
zu,PART,zu
kämpfen,VERB,kämpfen
.,PUNCT,--
Trotz,ADP,trotz
der,DET,der
seit,ADP,seit
2016,NUM,2016
in,ADP,in
Berlin,PROPN,Berlin
ausgebauten,ADJ,ausgebaut
Studienplätze,NOUN,Studienplatz
werden,AUX,werden
diese,PRON,dieser
vor,ADP,vor
allem,PRON,alle
in,ADP,in
den,DET,der
MINT-Fächern,NOUN,MINT-Fächer
nicht,PART,nicht
ausgeschöpft,VERB,ausschöpfen
.,PUNCT,--
Deshalb,ADV,deshalb
suchen,VERB,suchen
wir,PRON,wir
dringend,ADV,dringend
mehr,DET,mehr
Lehramtsinteressierte,NOUN,Lehramtsinteressiert
und,CCONJ,und
