Token,PoS,Lemma
Wassermangel,NOUN,Wassermangel
in,ADP,in
Lichtenberger,ADJ,Lichtenberger
Gewässern,NOUN,Gewässer
"
",SPACE,"
"
Der,DET,der
Grundwasserspiegel,NOUN,Grundwasserspiegel
der,DET,der
Lichtenberger,ADJ,Lichtenberger
Gewässer,NOUN,Gewässer
ist,AUX,sein
im,ADP,in
Jahr,NOUN,Jahr
2020,NUM,2020
um,ADP,um
fast,ADV,fast
einen,DET,ein
Meter,NOUN,Meter
gesunken,VERB,sinken
.,PUNCT,--
Grund,NOUN,Grund
dafür,ADV,dafür
ist,AUX,sein
eine,DET,ein
seit,ADP,seit
drei,NUM,drei
Jahren,NOUN,Jahr
zu,PART,zu
beobachtende,ADJ,beobachtend
negative,ADJ,negativ
Wasserbilanz,NOUN,Wasserbilanz
.,PUNCT,--
Sie,PRON,sie
entsteht,VERB,entstehen
",",PUNCT,--
wenn,SCONJ,wenn
mehr,DET,mehr
Wasser,NOUN,Wasser
verdunstet,VERB,verdunsten
und,CCONJ,und
versickert,VERB,versickern
als,ADP,als
durch,ADP,durch
Niederschlag,NOUN,Niederschlag
zugeführt,VERB,zuführen
wird,AUX,werden
.,PUNCT,--
Die,DET,der
Anzahl,NOUN,Anzahl
der,DET,der
Regenereignisse,NOUN,Regenereignisse
und,CCONJ,und
die,DET,der
Niederschlagsmenge,NOUN,Niederschlagsmeng
fallen,VERB,fallen
zunehmend,ADV,zunehmend
geringer,ADV,gering
aus,ADP,aus
.,PUNCT,--
Häufiger,ADV,häufig
auftretender,ADJ,auftretend
Starkregen,NOUN,Starkreg
kann,AUX,können
nur,ADV,nur
schlecht,ADV,schlecht
vom,ADP,von
oft,ADV,oft
ausgetrockneten,ADJ,ausgetrocknet
Boden,NOUN,Boden
aufgenommen,VERB,aufnehmen
werden,AUX,werden
und,CCONJ,und
fließt,VERB,fließen
größtenteils,ADV,größtenteils
oberflächlich,ADV,oberflächlich
ab,ADP,ab
.,PUNCT,--
Zuletzt,ADV,zuletzt
gab,VERB,geben
es,PRON,es
im,ADP,in
Jahr,NOUN,Jahr
2017,NUM,2017
eine,DET,ein
positive,ADJ,positiv
Wasserbilanz,NOUN,Wasserbilanz
–,PUNCT,--
so,ADV,so
viel,DET,viel
Niederschlag,NOUN,Niederschlag
",",PUNCT,--
dass,SCONJ,dass
sich,PRON,sich
alle,DET,aller
Pfuhle,NOUN,Pfuhl
und,CCONJ,und
Teiche,NOUN,Teiche
gefüllt,VERB,füllen
haben,AUX,haben
.,PUNCT,--
Auch,ADV,auch
die,DET,der
Grundwassermessstände,NOUN,Grundwassermessstände
waren,AUX,sein
in,ADP,in
dieser,DET,dieser
Zeit,NOUN,Zeit
auf,ADP,auf
einem,DET,ein
guten,ADJ,gut
Niveau,NOUN,Niveau
.,PUNCT,--
