Token,PoS,Lemma
Neue,ADJ,neu
Sprachkurse,NOUN,Sprachkurs
im,ADP,in
Oktober,NOUN,Oktober
an,ADP,an
der,DET,der
Volkshochschule,NOUN,Volkshochschule
"
",SPACE,"
"
Nach,ADP,nach
den,DET,der
Herbstferien,NOUN,Herbstferi
starten,VERB,starten
in,ADP,in
fünf,NUM,fünf
verschiedenen,ADJ,verschieden
Sprachen,NOUN,Sprache
neue,ADJ,neu
Anfängerkurse,NOUN,Anfängerkurs
.,PUNCT,--
Interessenten,NOUN,Interessent
können,AUX,können
sich,PRON,sich
online,ADV,online
jederzeit,ADV,jederzeit
anmelden,VERB,anmelden
.,PUNCT,--
Genauere,ADJ,Genauere
Auskünfte,NOUN,Auskunft
telefonisch,ADV,telefonisch
unter,ADP,unter
(,PUNCT,--
030,NUM,030
),PUNCT,--
90293,NUM,90293
-,NUM,-
2590,NUM,2590
bzw.,CCONJ,bzw.
(,PUNCT,--
030,NUM,030
),PUNCT,--
90293,NUM,90293
-,PUNCT,--
2585,NUM,2585
oder,CCONJ,oder
persönlich,ADV,persönlich
in,ADP,in
der,DET,der
VHS,PROPN,VHS
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
",",PUNCT,--
Mark-Twain-Str,PROPN,Mark-Twain-Str
.,PUNCT,--
27,NUM,27
",",PUNCT,--
12627,NUM,12627
Berlin,PROPN,Berlin
.,PUNCT,--
MH4.06,NOUN,MH4.06
-,PUNCT,--
104-H,PROPN,104-H
–,PUNCT,--
Englisch,NOUN,Englisch
A1.1,NOUN,A1.1
–,PUNCT,--
Pre-Elementary,PROPN,Pre-Elementary
Level,PROPN,Level
für,ADP,für
Anfänger,NOUN,Anfänger
23.,ADJ,23.
Oktober,NOUN,Oktober
2019,NUM,2019
–,PUNCT,--
29.,ADJ,29.
Januar,NOUN,Januar
2010,NUM,2010
",",PUNCT,--
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
18.00,NUM,18.00
-,PUNCT,--
20.30,NUM,20.30
Uhr,NOUN,Uhr
",",PUNCT,--
€,PROPN,€
"99,60",NUM,"99,60"
",",PUNCT,--
erm,NOUN,er
:,PUNCT,--
€,PROPN,€
"51,35",NUM,"51,35"
MH4.06,NOUN,MH4.06
-,PUNCT,--
105-H,NOUN,105-H
–,PUNCT,--
Englisch,NOUN,Englisch
A1.1,NOUN,A1.1
–,PUNCT,--
Pre-Elementary,PROPN,Pre-Elementary
Level,PROPN,Level
mit,ADP,mit
Muße,NOUN,Muße
für,ADP,für
Anfänger,NOUN,Anfänger
25.,ADJ,25.
Oktober,NOUN,Oktober
2019,NUM,2019
–,PUNCT,--
14.,ADJ,14.
Februar,NOUN,Februar
2020,NUM,2020
",",PUNCT,--
Freitag,NOUN,Freitag
",",PUNCT,--
10.00,NUM,10.00
-,PUNCT,--
