Token,PoS,Lemma
Senatorin,NOUN,Senatorin
Scheeres,PROPN,Scheere
besucht,VERB,besuchen
Notübernachtung,NOUN,Notübernachtung
für,ADP,für
Straßenjugendliche,NOUN,Straßenjugendlich
"
",SPACE,"
"
Sehr,ADV,sehr
geehrte,ADJ,geehrt
Damen,NOUN,Dame
und,CCONJ,und
Herren,NOUN,Herr
",",PUNCT,--
am,ADP,an
Montag,NOUN,Montag
besucht,VERB,besuchen
Berlins,PROPN,Berlin
Senatorin,NOUN,Senatorin
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
",",PUNCT,--
Sandra,PROPN,Sandra
Scheeres,PROPN,Scheere
",",PUNCT,--
die,DET,der
Not-übernachtungsstelle,NOUN,Not-übernachtungsstelle
für,ADP,für
junge,ADJ,jung
Menschen,NOUN,Mensch
„,PUNCT,--
Sleep,NOUN,Sleep
In,ADP,in
“,PUNCT,--
am,ADP,an
neuen,ADJ,neu
Standort,NOUN,Standort
.,PUNCT,--
Die,DET,der
Einrichtung,NOUN,Einrichtung
gehört,VERB,gehören
zur,ADP,zu
KuB,PROPN,KuB
–,PUNCT,--
Kontakt-,X,Kontakt
und,CCONJ,und
Beratungsstelle,NOUN,Beratungsstelle
für,ADP,für
junge,ADJ,jung
Menschen,NOUN,Mensch
in,ADP,in
Not,NOUN,Not
.,PUNCT,--
Diese,PRON,dieser
ist,AUX,sein
vergangenes,ADJ,vergangen
Jahr,NOUN,Jahr
von,ADP,von
Charlottenburg,PROPN,Charlottenburg
nach,ADP,nach
Kreuzberg,PROPN,Kreuzberg
umgezogen,VERB,umziehen
.,PUNCT,--
Sie,PRON,sie
ist,AUX,sein
Teil,NOUN,Teil
des,DET,der
Berliner,ADJ,Berliner
Notdienstes,NOUN,Notdienst
Kinderschutz,NOUN,Kinderschutz
(,PUNCT,--
BNK,PROPN,BNK
),PUNCT,--
",",PUNCT,--
der,PRON,der
seit,ADP,seit
dem,DET,der
01.01.2018,NOUN,01.01.2018
wieder,ADV,wieder
bei,ADP,bei
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
angesiedelt,VERB,ansiedeln
ist,AUX,sein
.,PUNCT,--
Das,DET,der
„,PUNCT,--
Sleep,NOUN,Sleep
In,ADP,in
“,PUNCT,--
ist,AUX,sein
365,NUM,365
Tage,NOUN,Tag
im,ADP,in
Jahr,NOUN,Jahr
geöffnet,VERB,öffnen
.,PUNCT,--
Es,PRON,es
bietet,VERB,bieten
16,NUM,16
Schlafplätze,NOUN,Schlafplätz
für,ADP,für
Jugendliche,NOUN,jugendliche
und,CCONJ,und
junge,ADJ,jung
Erwachsene,NOUN,erwachsene
an,ADP,an
.,PUNCT,--
Auch,ADV,auch
Haustiere,NOUN,Haustier
sind,AUX,sein
