Token,PoS,Lemma
Sprengung,NOUN,Sprengung
eines,DET,ein
Geldautomaten,NOUN,Geldautomat
–,PUNCT,--
Täter,NOUN,Täter
auf,ADP,auf
der,DET,der
Flucht,NOUN,Flucht
"
",SPACE,"
"
Nr.,NOUN,Nr.
0223,NUM,0223
In,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
sprengten,VERB,sprengt
drei,NUM,drei
unbekannte,ADJ,unbekannt
Täter,NOUN,Täter
mindestens,ADV,mindestens
einen,DET,ein
Geldautomaten,NOUN,Geldautomat
im,ADP,in
Märkischen,ADJ,Märkischen
Viertel,NOUN,Viertel
.,PUNCT,--
Zeugenaussagen,NOUN,Zeugenaussage
zufolge,ADP,zufolge
näherten,VERB,nähern
sich,PRON,sich
gegen,ADP,gegen
2.30,NUM,2.30
Uhr,NOUN,Uhr
drei,NUM,drei
dunkel,ADV,dunkel
gekleidete,ADJ,gekleidet
und,CCONJ,und
maskierte,ADJ,maskiert
Personen,NOUN,Person
einem,DET,ein
Einkaufszentrum,NOUN,Einkaufszentrum
am,ADP,an
Wilhelmsruher,ADJ,Wilhelmsruher
Damm,NOUN,Damm
mit,ADP,mit
einem,DET,ein
Pkw,NOUN,Pkw
.,PUNCT,--
Nach,ADP,nach
bisherigem,ADJ,bisherig
Erkenntnisstand,NOUN,Erkenntnisstand
hebelten,VERB,hebelen
sie,PRON,sie
die,DET,der
Eingangstür,NOUN,Eingangstür
des,DET,der
Einkaufszentrums,NOUN,Einkaufszentrum
auf,ADP,auf
und,CCONJ,und
verschafften,VERB,verschaffn
sich,PRON,sich
so,ADV,so
Zugang,NOUN,Zugang
zu,ADP,zu
zwei,NUM,zwei
freistehenden,ADJ,freistehend
Geldautomaten,NOUN,Geldautomat
einer,DET,ein
Bankfiliale,NOUN,Bankfiliale
.,PUNCT,--
Sie,PRON,sie
sprengten,VERB,sprengen
mit,ADP,mit
einem,DET,ein
bislang,ADV,bislang
unbekannten,ADJ,unbekannt
und,CCONJ,und
zur,ADP,zu
Sprengung,NOUN,Sprengung
geeigneten,ADJ,geeignet
Stoff,NOUN,Stoff
mindesten,VERB,mindesen
einen,PRON,einer
der,DET,der
Geldautomaten,NOUN,Geldautomat
und,CCONJ,und
erbeuteten,ADJ,erbeutet
Geld,NOUN,Geld
in,ADP,in
unbekannter,ADJ,unbekannt
Höhe,NOUN,Höhe
.,PUNCT,--
Das,DET,der
Trio,NOUN,Trio
flüchtete,VERB,flüchten
mit,ADP,mit
dem,DET,der
Pkw,NOUN,Pkw
in,ADP,in
Richtung,NOUN,Richtung
Rosenthal,PROPN,Rosenthal
.,PUNCT,--
Die,DET,der
weiteren,ADJ,weit
Ermittlungen,NOUN,Ermittlung
übernimmt,VERB,übernehmen
ein,DET,ein
Fachkommissariat,NOUN,Fachkommissariat
des,DET,der
Landeskriminalamtes,NOUN,Landeskriminalamt
.,PUNCT,--
