Token,PoS,Lemma
Kosmos-Blitz,PROPN,Kosmos-Blitz
–,PUNCT,--
Ein,DET,ein
neues,ADJ,neu
Lastenfahrrad,NOUN,Lastenfahrrad
für,ADP,für
das,DET,der
Kosmosviertel,NOUN,Kosmosviertel
"
",SPACE,"
"
Pünktlich,ADV,Pünktlich
zum,ADP,zu
meteorologischen,ADJ,meteorologisch
Frühlingsanfang,NOUN,Frühlingsanfang
ist,AUX,sein
es,PRON,es
soweit,ADV,soweit
:,PUNCT,--
Als,ADP,als
9.,ADJ,9.
Standort,NOUN,Standort
der,DET,der
fLotte,NOUN,FLotte
kommunal,PROPN,Kommunal
startet,VERB,starten
am,PART,an
08.03.2021,ADV,08.03.2021
der,DET,der
Kiezladen,NOUN,Kiezlade
der,DET,der
Möglichkeiten,NOUN,Möglichkeit
–,PUNCT,--
WaMa,NOUN,WaMa
mit,ADP,mit
der,DET,der
kostenfreien,ADJ,kostenfrei
Ausleihe,NOUN,Ausleihe
eines,DET,ein
Lastenrades,NOUN,Lastenrad
.,PUNCT,--
Das,DET,der
zweirädrige,ADJ,zweirädrig
Bakfiets,NOUN,Bakfiet
CargoBike,PROPN,CargoBike
wurde,AUX,werden
„,PUNCT,--
Kosmos-Blitz,PROPN,Kosmos-Blitz
“,PUNCT,--
getauft,VERB,taufen
und,CCONJ,und
kann,AUX,können
in,ADP,in
der,DET,der
Transportbox,NOUN,Transportbox
entweder,CCONJ,entweder
bis,ADV,bis
zu,ADV,zu
80,NUM,80
kg,NOUN,kg
Last,NOUN,Last
befördern,VERB,befördern
oder,CCONJ,oder
zwei,NUM,zwei
Kinder,NOUN,Kind
auf,ADP,auf
einer,DET,ein
Klappbank,NOUN,Klappbank
mit,ADP,mit
Anschnallgurten,NOUN,Anschnallgurt
.,PUNCT,--
Angeschafft,ADV,Angeschafft
für,ADP,für
die,DET,der
gesamte,ADJ,gesamt
Nachbarschaft,NOUN,Nachbarschaft
",",PUNCT,--
kann,AUX,können
es,PRON,es
ab,ADP,ab
sofort,ADV,sofort
kostenlos,ADV,kostenlos
über,ADP,über
die,DET,der
fLotte,ADJ,fLott
Webseite,NOUN,Webseite
entliehen,VERB,entliehen
werden,AUX,werden
.,PUNCT,--
Lastenfahrräder,NOUN,Lastenfahrräder
bieten,VERB,bieten
eine,DET,ein
schnelle,ADJ,schnell
",",PUNCT,--
kostengünstige,ADJ,kostengünstig
und,CCONJ,und
umweltfreundliche,ADJ,umweltfreundlich
Möglichkeit,NOUN,Möglichkeit
des,DET,der
Transportes,NOUN,Transport
und,CCONJ,und
sind,AUX,sein
gerade,ADV,gerade
auf,ADP,auf
kurzen,ADJ,kurz
Distanzen,NOUN,Distanz
eine,DET,ein
echte,ADJ,echt
Alternative,NOUN,Alternative
zum,ADP,zu
Auto,NOUN,Auto
.,PUNCT,--
Neben,ADP,neben
der,DET,der
Verringerung,NOUN,Verringerung
des,DET,der
Schadstoffausstoßes,NOUN,Schadstoffausstoß
entlasten,VERB,entlasten
sie,PRON,sie
zudem,ADV,zudem
die,DET,der
Städte,NOUN,Stadt
auch,ADV,auch
in,ADP,in
Bezug,NOUN,Bezug
auf,ADP,auf
Platzverbrauch,NOUN,Platzverbrauch
und,CCONJ,und
Lärm,NOUN,Lärm
.,PUNCT,--
Finanziert,VERB,finanziert
wird,AUX,werden
„,PUNCT,--
fLotte,X,fLotte
kommunal,ADV,kommunal
“,PUNCT,--
aus,ADP,aus
Mitteln,NOUN,Mittel
des,DET,der
Berliner,ADJ,Berliner
Energie-,X,Energie
und,CCONJ,und
Klimaschutzprogramms,NOUN,Klimaschutzprogramm
2030,NUM,2030
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Umwelt,NOUN,Umwelt
",",PUNCT,--
Verkehr,NOUN,Verkehr
und,CCONJ,und
Klimaschutz,NOUN,Klimaschutz
und,CCONJ,und
dem,DET,der
Bezirksamt,NOUN,Bezirksamt
Treptow-Köpenick,PROPN,Treptow-Köpenick
.,PUNCT,--
