Token,PoS,Lemma
Coronavirus,PROPN,Coronavirus
-,PUNCT,--
Gesundheitsstadtrat,NOUN,Gesundheitsstadtrat
Geschanowski,PROPN,Geschanowski
zur,ADP,zu
aktuellen,ADJ,aktuell
Lage,NOUN,Lage
"
",SPACE,"
"
“,PUNCT,--
Sehr,ADV,sehr
geehrte,ADJ,geehrt
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
",",PUNCT,--
hiermit,ADV,hiermit
möchte,AUX,möchten
ich,PRON,ich
Sie,PRON,sie
über,ADP,über
die,DET,der
Lage,NOUN,Lage
zum,ADP,zu
Coronavirus,NOUN,Coronavirus
und,CCONJ,und
zu,ADP,zu
den,DET,der
notwendigen,ADJ,notwendig
Maßnahmen,NOUN,Maßnahme
in,ADP,in
meinem,DET,mein
Gesundheitsamt,NOUN,Gesundheitsamt
informieren,VERB,informieren
:,PUNCT,--
Zum,ADP,zu
Aufgabenbereich,NOUN,aufgabenbereich
der,DET,der
Fachabteilung,NOUN,Fachabteilung
Infektionsschutz,NOUN,Infektionsschutz
gehört,VERB,gehören
die,DET,der
Eindämmung,NOUN,Eindämmung
und,CCONJ,und
Durchschneidung,NOUN,Durchschneidung
von,ADP,von
Infektionsketten,NOUN,Infektionskett
und,CCONJ,und
das,DET,der
Einleiten,NOUN,einleiten
von,ADP,von
erforderlichen,ADJ,erforderlich
Maßnahmen,NOUN,Maßnahme
.,PUNCT,--
In,ADP,in
dieser,DET,dieser
Abteilung,NOUN,Abteilung
arbeitet,VERB,arbeiten
ausschließlich,ADV,ausschließlich
hochqualifiziertes,ADJ,hochqualifiziert
und,CCONJ,und
geschultes,ADJ,geschult
medizinisches,ADJ,medizinisch
Personal,NOUN,Personal
–,PUNCT,--
das,PRON,der
genau,ADV,genau
weiß,VERB,wissen
–,PUNCT,--
wie,ADP,wie
mit,ADP,mit
der,DET,der
außergewöhnlichen,ADJ,außergewöhnlich
Situation,NOUN,Situation
umgegangen,VERB,umgehen
werden,AUX,werden
muss,ADV,muss
.,PUNCT,--
Eine,DET,ein
ganz,ADV,ganz
wichtige,ADJ,wichtig
Aufgabe,NOUN,Aufgabe
ist,AUX,sein
derzeit,ADV,derzeit
die,DET,der
Nachverfolgung,NOUN,Nachverfolgung
der,DET,der
Kontaktpersonen,NOUN,Kontaktpersone
von,ADP,von
erkrankten,ADJ,erkrankten
Menschen,NOUN,Mensch
",",PUNCT,--
um,SCONJ,um
diese,PRON,dieser
in,ADP,in
häusliche,ADJ,häuslich
Quarantäne,NOUN,Quarantäne
zu,PART,zu
überführen,VERB,überführen
.,PUNCT,--
Um,SCONJ,um
den,DET,der
enormen,ADJ,enorm
Arbeitsaufwand,NOUN,Arbeitsaufwand
bewältigen,VERB,bewältigen
zu,PART,zu
können,AUX,können
