Token,PoS,Lemma
ÖPNV-Schwerpunkteinsatz,NOUN,ÖPNV-Schwerpunkteinsatz
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
6,NUM,6
am,ADP,an
18.,ADJ,18.
Mai,NOUN,Mai
2019,NUM,2019
"
",SPACE,"
"
Das,DET,der
Bezirksamt,NOUN,Bezirksamt
Treptow-Köpenick,PROPN,Treptow-Köpenick
möchte,AUX,möchten
auf,ADP,auf
eine,DET,ein
Pressemitteilung,NOUN,Pressemitteilung
der,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
aufmerksam,ADV,aufmerksam
machen,VERB,machen
:,PUNCT,--
zur,ADP,zu
Originalmeldung,NOUN,Originalmeldung
Die,DET,der
Polizeidirektion,NOUN,Polizeidirektion
6,NUM,6
führt,VERB,führen
gemeinsam,ADV,gemeinsam
mit,ADP,mit
den,DET,der
Berliner,ADJ,Berliner
Verkehrsbetrieben,NOUN,Verkehrsbetrieb
am,ADP,an
18.,ADJ,18.
Mai,NOUN,Mai
2019,NUM,2019
in,ADP,in
den,DET,der
Abend-,X,Abend
und,CCONJ,und
Nachtstunden,NOUN,Nachtstunde
erneut,ADV,erneut
einen,DET,ein
Einsatz,NOUN,Einsatz
zur,ADP,zu
Stärkung,NOUN,Stärkung
des,DET,der
Sicherheitsgefühls,NOUN,Sicherheitsgefühl
im,ADP,in
Öffentlichen,ADJ,Öffentlich
Personen-,X,Personen
und,CCONJ,und
Nahverkehr,NOUN,Nahverkehr
durch,ADP,durch
.,PUNCT,--
Rund,ADV,rund
110,NUM,110
Polizistinnen,NOUN,Polizistinn
und,CCONJ,und
Polizisten,NOUN,Polizist
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
6,NUM,6
werden,AUX,werden
in,ADP,in
dieser,DET,dieser
Zeit,NOUN,Zeit
verstärkt,ADV,verstärkt
in,ADP,in
den,DET,der
Bussen,NOUN,Bus
",",PUNCT,--
den,DET,der
U-,X,U-
und,CCONJ,und
S-Bahnen,NOUN,S-Bahn
sowie,CCONJ,sowie
den,DET,der
Straßenbahnen,NOUN,Straßenbahn
in,ADP,in
den,DET,der
Bezirken,NOUN,Bezirk
Lichtenberg,PROPN,Lichtenberg
",",PUNCT,--
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
und,CCONJ,und
Treptow-Köpenick,PROPN,Treptow-Köpenick
unterwegs,ADV,unterwegs
sein,AUX,sein
.,PUNCT,--
Gemeinsame,ADJ,gemeinsam
Streifen,NOUN,Streife
mit,ADP,mit
Mitarbeitenden,NOUN,Mitarbeitend
der,DET,der
BVG,PROPN,BVG
werden,AUX,werden
für,ADP,für
die,DET,der
Sicherheit,NOUN,Sicherheit
in,ADP,in
den,DET,der
öffentlichen,ADJ,öffentlich
Verkehrsmitteln,NOUN,Verkehrsmittel
sorgen,VERB,sorgen
und,CCONJ,und
als,ADP,als
freundliche,ADJ,freundlich
Ansprechpartner,NOUN,Ansprechpartner
vor,ADP,vor
Ort,NOUN,Ort
sein,AUX,sein
.,PUNCT,--
Darüber,ADV,darüber
hinaus,ADP,hinaus
befindet,VERB,befinden
sich,PRON,sich
in,ADP,in
dieser,DET,dieser
Zeit,NOUN,Zeit
im,ADP,in
Bahnhof,NOUN,Bahnhof
Lichtenberg,PROPN,Lichtenberg
ein,DET,ein
Informations-,X,Information
/,PUNCT,--
Präventionsstand,NOUN,Präventionsstand
der,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
.,PUNCT,--
In,ADP,in
persönlichen,ADJ,persönlich
Gesprächen,NOUN,Gespräch
können,AUX,können
sich,PRON,sich
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
insbesondere,ADV,insbesondere
zum,ADP,zu
Schutz,NOUN,Schutz
vor,ADP,vor
Diebstählen,NOUN,diebstählen
und,CCONJ,und
Einbrüchen,NOUN,Einbruch
sowie,CCONJ,sowie
zum,ADP,zu
richtigen,ADJ,richtig
Verhalten,NOUN,verhalten
im,ADP,in
Falle,NOUN,Fall
einer,DET,ein
Straftat,NOUN,Straftat
informieren,VERB,informieren
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
zum,ADP,zu
Schutz,NOUN,Schutz
vor,ADP,vor
Straftaten,NOUN,Straftat
erhalten,VERB,erhalten
Sie,PRON,sie
im,ADP,in
Internet,NOUN,Internet
unter,ADP,unter
www.berlin.de/Polizei/aufgaben/praevention,NOUN,www.berlin.de/Polizei/aufgaben/praevention
.,PUNCT,--
