Token,PoS,Lemma
Bücher,NOUN,Buch
für,ADP,für
Digital,PROPN,Digital
Natives,NOUN,native
in,ADP,in
der,DET,der
Schiller-Bibliothek,NOUN,Schiller-Bibliothek
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Weiterbildung,NOUN,Weiterbildung
",",PUNCT,--
Kultur,NOUN,Kultur
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Natur,NOUN,Natur
",",PUNCT,--
Straßen,NOUN,Straße
und,CCONJ,und
Grünflächen,NOUN,Grünfläche
",",PUNCT,--
Sabine,PROPN,Sabine
Weißler,PROPN,Weißler
",",PUNCT,--
informiert,VERB,informieren
:,PUNCT,--
Vom,ADP,von
25.05.2020–17.07.2020,NOUN,25.05.2020–17.07.2020
ist,AUX,sein
in,ADP,in
der,DET,der
Schiller-Bibliothek,NOUN,Schiller-Bibliothek
der,DET,der
Loewe,NOUN,Loewe
Verlag,NOUN,Verlag
mit,ADP,mit
seinem,DET,sein
aktuellen,ADJ,aktuell
Jugendbuchprogramm,NOUN,Jugendbuchprogramm
zu,ADP,zu
Gast,NOUN,Gast
.,PUNCT,--
Unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
„,PUNCT,--
Bücher,NOUN,Buch
für,ADP,für
Digital,NOUN,Digital
Natives,NOUN,native
“,PUNCT,--
werden,AUX,werden
Bücher,NOUN,Buch
präsentiert,VERB,präsentieren
",",PUNCT,--
die,DET,der
YouTube,NOUN,YouTube
",",PUNCT,--
Social,NOUN,Social
Media,PROPN,Media
und,CCONJ,und
Online-Games,PROPN,Online-Game
in,ADP,in
den,DET,der
Mittelpunkt,NOUN,Mittelpunkt
stellen,VERB,stellen
.,PUNCT,--
Die,DET,der
Bücher,NOUN,Buch
für,ADP,für
Action-Fans,NOUN,Action-Fan
",",PUNCT,--
Fantasy-Liebhaberinnen,NOUN,Fantasy-Liebhaberinn
und,CCONJ,und
-Liebhaber,NOUN,-Liebhaber
oder,CCONJ,oder
Sachbuch-Freundinnen,NOUN,Sachbuch-Freundinn
und,CCONJ,und
-Freunde,NOUN,Freunde
sind,AUX,sein
gleich,ADV,gleich
ausleihbar,ADV,ausleihbar
.,PUNCT,--
Der,DET,der
in,ADP,in
Bindlach,PROPN,Bindlach
(,PUNCT,--
bei,ADP,bei
Bayreuth,PROPN,Bayreuth
),PUNCT,--
ansässige,ADJ,ansässig
Verlag,NOUN,Verlag
zählt,VERB,zählen
zu,ADP,zu
den,DET,der
führenden,ADJ,führend
Kinder-,X,Kind
und,CCONJ,und
Jugendbuchverlagen,NOUN,Jugendbuchverlag
im,ADP,in
deutschsprachigen,ADJ,deutschsprachig
Raum,NOUN,Raum
und,CCONJ,und
ist,AUX,sein
für,ADP,für
viele,PRON,vieler
untrennbar,ADV,untrennbar
mit,ADP,mit
der,DET,der
Marke,NOUN,Marke
„,PUNCT,--
Leselöwen,NOUN,Leselöwen
“,PUNCT,--
verbunden,VERB,verbinden
.,PUNCT,--
Unter,ADP,unter
den,DET,der
Büchern,NOUN,Buch
",",PUNCT,--
die,PRON,der
unter,ADP,unter
dem,DET,der
Credo,NOUN,Credo
„,PUNCT,--
Was,PRON,was
Kinder,NOUN,Kind
und,CCONJ,und
Jugendliche,NOUN,jugendliche
lesen,VERB,lesen
wollen,AUX,wollen
“,PUNCT,--
entstehen,VERB,entstehen
",",PUNCT,--
finden,VERB,finden
sich,PRON,sich
die,DET,der
beliebten,ADJ,beliebt
Reihen,NOUN,Reihe
wie,ADP,wie
„,PUNCT,--
Das,DET,der
magische,ADJ,magisch
Baumhaus,NOUN,Baumhaus
“,PUNCT,--
",",PUNCT,--
„,PUNCT,--
Beast,PROPN,Beast
Quest,PROPN,Quest
“,PUNCT,--
und,CCONJ,und
„,PUNCT,--
Tafiti,PROPN,Tafiti
“,PUNCT,--
oder,CCONJ,oder
auch,ADV,auch
die,DET,der
Erfolgsthriller,NOUN,Erfolgsthriller
von,ADP,von
Ursula,PROPN,Ursula
Poznanski,PROPN,Poznanski
.,PUNCT,--
Schiller-Bibliothek,NOUN,Schiller-Bibliothek
mit,ADP,mit
@hugo,PROPN,@hugo
Jugendmedienetage,NOUN,Jugendmedienetage
13353,NUM,13353
Berlin,PROPN,Berlin
",",PUNCT,--
Müllerstraße,PROPN,Müllerstraße
149,NUM,149
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
4,NUM,4
5683,NUM,5683
",",PUNCT,--
Mail,NOUN,Mail
:,PUNCT,--
schiller@stb-mitte.de,PROPN,schiller@stb-mitte.de
U6,PROPN,U6
",",PUNCT,--
U9,PROPN,U9
Leopoldplatz,NOUN,Leopoldplatz
;,PUNCT,--
Bus,NOUN,Bus
120,NUM,120
",",PUNCT,--
147,NUM,147
",",PUNCT,--
221,NUM,221
",",PUNCT,--
247,NUM,247
",",PUNCT,--
327,NUM,327
Sonderöffnungszeiten,NOUN,Sonderöffnungszeit
:,PUNCT,--
Mo,NOUN,mo
",",PUNCT,--
Mi,PROPN,Mi
",",PUNCT,--
Fr,PROPN,Fr
13.00,NUM,13.00
-,PUNCT,--
19.30,NUM,19.30
Uhr,NOUN,Uhr
;,PUNCT,--
Di,NOUN,Di
",",PUNCT,--
Do,NOUN,Do
",",PUNCT,--
Sa,NOUN,Sa
geschlossen,VERB,schließen
Gäste,NOUN,Gast
mit,ADP,mit
Kommunikations-,X,Kommunikation
bzw.,CCONJ,bzw.
Assistenzhilfebedarf,NOUN,Assistenzhilfebedarf
melden,VERB,melden
diesen,DET,dieser
bitte,ADV,bitte
per,ADP,per
E-Mail,NOUN,E-Mail
an,ADP,an
oeffentlichkeitsarbeit@stb-mitte.de,NOUN,oeffentlichkeitsarbeit@stb-mitte.de
an,ADP,an
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Stadtbibliothek,PROPN,Stadtbibliothek
Berlin-Mitte,PROPN,Berlin-Mitte
",",PUNCT,--
Ellen,PROPN,Ellen
Stöcklein,PROPN,Stöcklein
",",PUNCT,--
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
-,PUNCT,-
24412,NUM,24412
",",PUNCT,--
E-Mail,NOUN,E-Mail
:,PUNCT,--
ellen.stoecklein@ba-mitte.berlin.de,NOUN,ellen.stoecklein@ba-mitte.berlin.de
