Token,PoS,Lemma
Gratulation,NOUN,Gratulation
:,PUNCT,--
Maximilian,PROPN,Maximilian
Kröber,PROPN,Kröber
ist,AUX,sein
Vize-Europameister,NOUN,Vize-Europameister
"
",SPACE,"
"
Lichtenbergs,PROPN,Lichtenberg
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Michael,PROPN,Michael
Grunst,PROPN,Grunst
(,PUNCT,--
Die,DET,der
Linke,NOUN,Linke
),PUNCT,--
gratulierte,VERB,gratulieren
heute,ADV,heute
im,ADP,in
Namen,NOUN,Name
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
Lichtenberg,PROPN,Lichtenberg
dem,DET,der
Tischtennisspieler,NOUN,Tischtennisspieler
Maximilian,PROPN,Maximilian
Körber,PROPN,Körber
zu,ADP,zu
seinen,DET,sein
sportlichen,ADJ,sportlich
Erfolgen,NOUN,Erfolg
während,ADP,während
der,DET,der
Europameisterschaft,NOUN,Europameisterschaft
.,PUNCT,--
Aus,ADP,aus
diesem,DET,dieser
Anlass,NOUN,Anlass
empfing,VERB,empfangen
der,DET,der
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
das,DET,der
Lichtenberger,ADJ,Lichtenberger
Talent,NOUN,Talent
im,ADP,in
Rathaus,NOUN,Rathaus
Lichtenberg,PROPN,Lichtenberg
.,PUNCT,--
Dort,ADV,dort
trug,VERB,tragen
sich,PRON,sich
der,DET,der
Sportler,NOUN,Sportler
in,ADP,in
das,DET,der
Gästebuch,NOUN,Gästebuch
des,DET,der
Rathauses,NOUN,Rathauses
ein,ADV,ein
.,PUNCT,--
Michael,PROPN,Michael
Grunst,PROPN,Grunst
ist,AUX,sein
beeindruckt,ADV,beeindrucken
von,ADP,von
den,DET,der
Leistungen,NOUN,Leistung
des,DET,der
Lichtenberger,ADJ,Lichtenberger
Nationalspielers,NOUN,Nationalspieler
:,PUNCT,--
„,PUNCT,--
Maximilian,PROPN,Maximilian
hat,AUX,haben
gemeinsam,ADV,gemeinsam
mit,ADP,mit
seinem,DET,sein
Team,NOUN,Team
hervorragende,ADJ,hervorragend
Leistungen,NOUN,Leistung
erbracht,VERB,erbringen
.,PUNCT,--
Er,PRON,er
reiht,VERB,reihen
sich,PRON,sich
damit,ADV,damit
in,ADP,in
eine,DET,ein
Reihe,NOUN,Reihe
mit,ADP,mit
vielen,DET,vieler
weiteren,ADJ,weit
Lichtenberger,ADJ,Lichtenberger
Talenten,NOUN,Talent
ein,ADV,ein
",",PUNCT,--
die,PRON,der
die,DET,der
besten,ADJ,gut
Botschafter,NOUN,Botschafter
und,CCONJ,und
Botschafterinnen,NOUN,Botschafterinn
unserer,DET,unser
Stadt,NOUN,Stadt
und,CCONJ,und
unseres,DET,unser
Bezirkes,NOUN,Bezirk
sind,AUX,sein
.,PUNCT,--
Herzlichen,ADJ,herzlich
Glückwunsch,NOUN,Glückwunsch
“,PUNCT,--
.,PUNCT,--
Maximilian,PROPN,Maximilian
Kröber,PROPN,Kröber
ist,AUX,sein
Teil,NOUN,Teil
der,DET,der
deutschen,ADJ,deutsch
Para,NOUN,Para
Tischtennis-Nationalmannschaft,NOUN,Tischtennis-Nationalmannschaft
.,PUNCT,--
Diese,PRON,dieser
hat,AUX,haben
im,ADP,in
schwedischen,ADJ,schwedisch
Helsingborg,PROPN,Helsingborg
das,DET,der
erfolgreichste,ADJ,erfolgreich
Abschneiden,NOUN,abschneiden
bei,ADP,bei
einer,DET,ein
Europameisterschaft,NOUN,Europameisterschaft
seit,ADP,seit
14,NUM,14
Jahren,NOUN,Jahr
gefeiert,VERB,feiern
.,PUNCT,--
In,ADP,in
den,DET,der
Team-Wettbewerben,NOUN,Team-Wettbewerbe
knüpften,VERB,knüpfen
die,DET,der
Athletinnen,NOUN,Athletin
und,CCONJ,und
Athleten,NOUN,Athlet
von,ADP,von
Bundestrainer,NOUN,Bundestrainer
Volker,PROPN,Volker
Ziegler,PROPN,Ziegler
nahtlos,ADV,nahtlos
an,ADP,an
die,DET,der
starke,ADJ,stark
Ausbeute,NOUN,Ausbeute
in,ADP,in
den,DET,der
Einzel-Entscheidungen,NOUN,Einzel-Entscheidung
an,ADP,an
.,PUNCT,--
Thomas,PROPN,Thomas
Brüchle,PROPN,Brüchle
und,CCONJ,und
Thomas,PROPN,Thomas
Schmidberger,PROPN,Schmidberger
gewannen,VERB,gewinnen
zum,ADP,zu
fünften,ADJ,fünfter
Mal,NOUN,Mal
in,ADP,in
Folge,NOUN,Folge
EM-Gold,PROPN,EM-Gold
in,ADP,in
der,DET,der
Wettkampfklasse,NOUN,Wettkampfklasse
(,PUNCT,--
WK,NOUN,WK
),PUNCT,--
3.,ADJ,3.
Vize-Europameister,NOUN,vize-Europameister
wurden,AUX,werden
Florian,PROPN,Florian
Hartig,PROPN,Hartig
",",PUNCT,--
Dirk,PROPN,Dirk
Hartmann,PROPN,Hartmann
und,CCONJ,und
Maximilian,PROPN,Maximilian
Kröber,PROPN,Kröber
in,ADP,in
der,DET,der
WK,PROPN,WK
11,NUM,11
",",PUNCT,--
ebenso,ADV,ebenso
wie,ADP,wie
Stephanie,PROPN,Stephanie
Grebe,PROPN,Grebe
",",PUNCT,--
Juliane,PROPN,Juliane
Wolf,PROPN,Wolf
und,CCONJ,und
Corinna,PROPN,Corinna
Hochdörfer,PROPN,Hochdörfer
in,ADP,in
der,DET,der
WK,PROPN,WK
6,NUM,6
-,PUNCT,--
8.,ADJ,8.
Bronze,NOUN,Bronze
holten,VERB,holen
außerdem,ADV,außerdem
Jan,PROPN,Jan
Gürtler,PROPN,Gürtler
und,CCONJ,und
Valentin,NOUN,Valentin
Baus,PROPN,Baus
in,ADP,in
der,DET,der
WK,PROPN,WK
5,NUM,5
",",PUNCT,--
Tim,PROPN,Tim
Laue,PROPN,Laue
und,CCONJ,und
Benedikt,PROPN,Benedikt
Müller,PROPN,Müller
in,ADP,in
der,DET,der
WK,PROPN,WK
6,NUM,6
sowie,CCONJ,sowie
Marlene,ADJ,Marlen
Reeg,PROPN,Reeg
",",PUNCT,--
Lena,PROPN,Lena
Kramm,NOUN,Kramm
und,CCONJ,und
Bente,NOUN,Bent
Harenberg,PROPN,Harenberg
in,ADP,in
der,DET,der
WK,PROPN,WK
9,NUM,9
-,PUNCT,-
10.,ADJ,10.
Mit,ADP,mit
insgesamt,ADV,insgesamt
13,NUM,13
Medaillen,NOUN,Medaille
sind,AUX,sein
es,PRON,es
für,ADP,für
die,DET,der
deutsche,ADJ,deutsch
Mannschaft,NOUN,Mannschaft
die,DET,der
erfolgreichsten,ADJ,erfolgreich
Europameisterschaften,NOUN,Europameisterschaft
seit,ADP,seit
2005,NUM,2005
",",PUNCT,--
als,SCONJ,als
14,NUM,14
Edelmetalle,NOUN,Edelmetalle
heraussprangen,VERB,heraussprangen
.,PUNCT,--
Das,DET,der
deutsche,ADJ,deutsch
Trio,NOUN,Trio
der,DET,der
Wettkampfklasse,NOUN,Wettkampfklasse
11,NUM,11
um,ADP,um
Maximilian,PROPN,Maximilian
Kröber,PROPN,Kröber
leistete,VERB,leisten
insgesamt,ADV,insgesamt
exzellente,ADJ,exzellent
Gegenwehr,NOUN,Gegenwehr
im,ADP,in
Finale,NOUN,Final
gegen,ADP,gegen
die,DET,der
topgesetzten,ADJ,topgesetzt
Franzosen,NOUN,Franzose
.,PUNCT,--
Im,ADP,in
