Token,PoS,Lemma
Havel,X,Havel
sur,PROPN,sur
Seine,PROPN,sein
-,PUNCT,--
Kammermusikkonzert,PROPN,Kammermusikkonzert
"
",SPACE,"
"
am,ADP,an
04.10.2019,PROPN,04.10.2019
um,ADP,um
18.00,NUM,18.00
Uhr,NOUN,Uhr
Gotischer,ADJ,Gotischer
Saal,NOUN,Saal
",",PUNCT,--
Zitadelle,NOUN,Zitadelle
Spandau,NOUN,Spandau
Zu,ADP,zu
einem,DET,ein
hochkarätigen,ADJ,hochkarätig
Kammermusikkonzert,NOUN,Kammermusikkonzert
lädt,VERB,laden
die,DET,der
Musikschule,NOUN,Musikschule
Spandau,NOUN,Spandau
am,ADP,an
04.10.19,ADV,04.10.19
um,ADP,um
18.00,NUM,18.00
Uhr,NOUN,Uhr
in,ADP,in
die,DET,der
Zitadelle,NOUN,Zitadelle
Spandau,NOUN,Spandau
.,PUNCT,--
Unter,ADP,unter
dem,DET,der
Titel,NOUN,Titel
„,PUNCT,--
Havel,X,Havel
sur,PROPN,sur
Seine,PROPN,Seine
“,PUNCT,--
feiert,VERB,feiern
die,DET,der
Musikschule,NOUN,Musikschule
ihre,DET,ihr
langjährige,ADJ,langjährig
Zusammenarbeit,NOUN,Zusammenarbeit
mit,ADP,mit
Musikerinnen,NOUN,Musikerinn
und,CCONJ,und
Musikern,NOUN,Musiker
der,DET,der
Partnerstadt,NOUN,Partnerstadt
Asnières,PROPN,Asnières
sur,PROPN,sur
Seine,PROPN,Seine
.,PUNCT,--
Mit,ADP,mit
großer,ADJ,groß
Vorfreude,NOUN,Vorfreude
wird,AUX,werden
der,DET,der
Konzertpianist,NOUN,Konzertpianist
David,PROPN,David
Zouzout,PROPN,Zouzout
aus,ADP,aus
Asnières,NOUN,Asnières
erwartet,VERB,erwarten
.,PUNCT,--
Seine,DET,sein
Interpretationen,NOUN,Interpretation
französischer,ADJ,französisch
Klaviermusik,NOUN,Klaviermusik
sind,AUX,sein
ein,DET,ein
großer,ADJ,groß
Genuss,NOUN,Genuss
.,PUNCT,--
Gleichermaßen,ADV,gleichermaßen
virtuos,VERB,virtuos
und,CCONJ,und
emotional,ADV,emotional
ist,AUX,sein
Zouzout,PROPN,Zouzout
auf,ADP,auf
einer,DET,ein
unaufhörlichen,ADJ,unaufhörlich
Suche,NOUN,Suche
nach,ADP,nach
der,DET,der
Bedeutung,NOUN,Bedeutung
des,DET,der
Werks,NOUN,Werk
",",PUNCT,--
das,PRON,der
er,PRON,er
interpretiert,VERB,interpretieren
.,PUNCT,--
Susanne,PROPN,Susanne
Walter,PROPN,Walter
",",PUNCT,--
Dorothee,PROPN,Dorothee
Witt,PROPN,Witt
",",PUNCT,--
Ingrid,PROPN,Ingrid
Rohrmoser,PROPN,Rohrmoser
und,CCONJ,und
