Token,PoS,Lemma
Autotür,NOUN,Autotür
geöffnet,VERB,öffnen
",",PUNCT,--
Radfahrer,NOUN,Radfahrer
verletzt,VERB,verletzen
"
",SPACE,"
"
Nr.,NOUN,Nr.
1515,NUM,1515
Gestern,ADV,Gestern
Nachmittag,ADV,Nachmittag
ereignete,VERB,ereignen
sich,PRON,sich
in,ADP,in
Plänterwald,NOUN,Plänterwald
ein,DET,ein
Verkehrsunfall,NOUN,Verkehrsunfall
",",PUNCT,--
bei,ADP,bei
dem,PRON,der
ein,DET,ein
Radfahrer,NOUN,Radfahrer
verletzt,VERB,verletzen
wurde,AUX,werden
.,PUNCT,--
Nach,ADP,nach
bisherigem,ADJ,bisherig
Kenntnisstand,NOUN,Kenntnisstand
fuhr,VERB,fahren
eine,DET,ein
47-Jährige,NOUN,47-Jährige
gegen,ADP,gegen
14.15,NUM,14.15
Uhr,NOUN,Uhr
in,ADP,in
der,DET,der
Kiefholzstraße,NOUN,Kiefholzstraße
in,ADP,in
eine,DET,ein
Parkbucht,NOUN,Parkbucht
",",PUNCT,--
öffnete,VERB,öffnen
anschließend,ADV,anschließend
die,DET,der
Fahrertür,NOUN,Fahrertür
und,CCONJ,und
übersah,VERB,übersehen
dabei,ADV,dabei
offenbar,ADV,offenbar
einen,DET,ein
70-jährigen,ADJ,70-jährig
Radfahrer,NOUN,Radfahrer
",",PUNCT,--
der,PRON,der
zu,ADP,zu
diesem,DET,dieser
Zeitpunkt,NOUN,Zeitpunkt
den,DET,der
links,ADV,links
neben,ADP,neben
der,DET,der
Parkbucht,NOUN,Parkbucht
befindlichen,ADJ,befindlich
Fahrradweg,NOUN,Fahrradweg
in,ADP,in
Fahrtrichtung,NOUN,Fahrtrichtung
Dammweg,NOUN,Dammweg
befuhr,VERB,befahren
.,PUNCT,--
Der,DET,der
Radfahrer,NOUN,Radfahrer
prallte,VERB,prallen
gegen,ADP,gegen
die,DET,der
Tür,NOUN,Tür
",",PUNCT,--
ging,VERB,gehen
zu,ADP,zu
Boden,NOUN,Boden
und,CCONJ,und
erlitt,VERB,erleiden
unter,ADP,unter
anderem,PRON,anderer
einen,DET,ein
Hüftbruch,NOUN,Hüftbruch
.,PUNCT,--
Er,PRON,er
kam,VERB,kommen
mit,ADP,mit
einem,DET,ein
alarmierten,ADJ,alarmiert
Rettungswagen,NOUN,Rettungswag
in,ADP,in
ein,DET,ein
Krankenhaus,NOUN,Krankenhaus
",",PUNCT,--
wo,SCONJ,wo
er,PRON,er
zur,ADP,zu
Behandlung,NOUN,Behandlung
stationär,ADV,stationär
aufgenommen,VERB,aufnehmen
wurde,AUX,werden
.,PUNCT,--
Ein,DET,ein
Fachkommissariat,NOUN,Fachkommissariat
für,ADP,für
Verkehrsdelikte,NOUN,Verkehrsdelikt
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
3,NUM,3
(,PUNCT,--
Ost,NOUN,Ost
),PUNCT,--
hat,AUX,haben
die,DET,der
weiteren,ADJ,weit
Ermittlungen,NOUN,Ermittlung
übernommen,VERB,übernehmen
.,PUNCT,--
