Token,PoS,Lemma
Aufruf,NOUN,Aufruf
zur,ADP,zu
Einsendung,NOUN,Einsendung
von,ADP,von
Vorschlägen,NOUN,Vorschlag
für,ADP,für
Preisträger,NOUN,Preisträger
:,PUNCT,--
innen,ADP,innen
des,DET,der
Berliner,ADJ,Berliner
Tierschutzpreises,NOUN,Tierschutzpreises
in,ADP,in
vier,NUM,vier
Kategorien,NOUN,Kategorie
"
",SPACE,"
"
Auch,ADV,auch
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
werden,AUX,werden
wieder,ADV,wieder
Berliner,ADJ,Berliner
Tierschutzpreise,NOUN,Tierschutzpreise
vergeben,VERB,vergeben
.,PUNCT,--
Am,ADP,an
Freitag,NOUN,Freitag
",",PUNCT,--
den,DET,der
16.12.2022,ADJ,16.12.2022
",",PUNCT,--
dem,DET,der
diesjährigen,ADJ,diesjährig
Berliner,ADJ,Berliner
Tierschutztag,NOUN,Tierschutztag
",",PUNCT,--
werden,AUX,werden
von,ADP,von
der,DET,der
Berliner,ADJ,Berliner
Landestierschutzbeauftragten,NOUN,Landestierschutzbeauftragt
und,CCONJ,und
der,DET,der
Senatorin,NOUN,Senatorin
für,ADP,für
Umwelt,NOUN,Umwelt
",",PUNCT,--
Mobilität,NOUN,Mobilität
",",PUNCT,--
Verbraucher-,X,Verbraucher
und,CCONJ,und
Klimaschutz,NOUN,Klimaschutz
sechs,NUM,sechs
Prei-se,NOUN,Prei-se
in,ADP,in
den,DET,der
folgenden,ADJ,folgend
vier,NUM,vier
Kategorien,NOUN,Kategorie
und,CCONJ,und
Dotierungen,NOUN,Dotierung
ausgelobt,VERB,ausgeloben
:,PUNCT,--
Berliner,ADJ,Berliner
Tierschutzpreis,NOUN,Tierschutzpreis
(,PUNCT,--
5.000,NUM,5.000
Euro,NOUN,Euro
),PUNCT,--
Jugendpreis,NOUN,Jugendpreis
des,DET,der
Berliner,ADJ,Berliner
Tierschutzes,NOUN,Tierschutz
(,PUNCT,--
5.000,NUM,5.000
Euro,NOUN,Euro
),PUNCT,--
Ehrenpreis,NOUN,Ehrenpreis
des,DET,der
Berliner,ADJ,Berliner
Tierschutzes,NOUN,Tierschutz
(,PUNCT,--
4.000,NUM,4.000
Euro,NOUN,Euro
),PUNCT,--
Drei,NUM,drei
Sonderpreise,NOUN,Sonderpreis
für,ADP,für
Berliner,ADJ,Berliner
Stadttaubenschutz,NOUN,Stadttaubenschutz
(,PUNCT,--
3,NUM,3
×,NOUN,×
4.000,NUM,4.000
Euro,NOUN,Euro
),PUNCT,--
Tierschutz,NOUN,Tierschutz
ist,AUX,sein
ein,DET,ein
gesellschaftliches,ADJ,gesellschaftlich
Anliegen,NOUN,Anliegen
",",PUNCT,--
das,PRON,der
in,ADP,in
seiner,DET,sein
Vielfalt,NOUN,Vielfalt
deutlich,ADV,deutlich
durch,ADP,durch
das,DET,der
Ehrenamt,NOUN,Ehrenamt
getragen,VERB,tragen
wird,AUX,werden
.,PUNCT,--
Mit,ADP,mit
den,DET,der
Berliner,ADJ,Berliner
Tierschutzpreisen,NOUN,Tierschutzpreisen
in,ADP,in
vier,NUM,vier
Kategorien,NOUN,Kategorie
sollen,AUX,sollen
Personen,NOUN,Person
",",PUNCT,--
Tierschutzorganisationen,NOUN,Tierschutzorganisation
oder,CCONJ,oder
Aktionen,NOUN,Aktion
geehrt,VERB,ehren
werden,AUX,werden
",",PUNCT,--
die,PRON,der
sich,PRON,sich
um,ADP,um
den,DET,der
Tierschutz,NOUN,Tierschutz
in,ADP,in
Berlin,PROPN,Berlin
besonders,ADV,besonders
verdient,ADV,verdient
gemacht,VERB,machen
haben,AUX,haben
.,PUNCT,--
Gewürdigt,VERB,würdigen
werden,AUX,werden
kann,AUX,können
sowohl,CCONJ,sowohl
ein,DET,ein
Lebenswerk,NOUN,Lebenswerk
als,CCONJ,als
auch,ADV,auch
eine,DET,ein
herausragende,ADJ,herausragend
Einzelleistung,NOUN,Einzelleistung
oder,CCONJ,oder
das,DET,der
engagierte,ADJ,engagiert
Eintreten,NOUN,eintreten
eines,DET,ein
Vereins,NOUN,Verein
für,ADP,für
den,DET,der
Schutz,NOUN,Schutz
der,DET,der
Tiere,NOUN,Tier
in,ADP,in
Berlin,PROPN,Berlin
.,PUNCT,--
Auch,ADV,auch
Vereine,NOUN,Verein
und,CCONJ,und
Personen,NOUN,Person
aus,ADP,aus
Brandenburg,PROPN,Brandenburg
werden,AUX,werden
berücksichtigt,VERB,berücksichtigen
",",PUNCT,--
wenn,SCONJ,wenn
deutlich,ADV,deutlich
ist,AUX,sein
",",PUNCT,--
dass,SCONJ,dass
sie,PRON,sie
v.,ADP,v.
a.,PRON,a.
auch,ADV,auch
Tiere,NOUN,Tier
in,ADP,in
Berlin,PROPN,Berlin
mit,ADP,mit
ihren,DET,ihr
Aktionen,NOUN,Aktion
unterstützen,VERB,unterstützen
.,PUNCT,--
Die,DET,der
Vorschläge,NOUN,Vorschlag
werden,AUX,werden
von,ADP,von
einer,DET,ein
fachkundigen,ADJ,fachkundig
Jury,NOUN,Jury
geprüft,VERB,prüfen
.,PUNCT,--
Senatorin,NOUN,Senatorin
Bettina,PROPN,Bettina
Jarasch,NOUN,Jarasch
:,PUNCT,--
„,PUNCT,--
Das,DET,der
große,ADJ,groß
Engagement,NOUN,Engagement
der,DET,der
Berlinerinnen,NOUN,Berlinerin
und,CCONJ,und
Berliner,NOUN,Berliner
in,ADP,in
Sachen,NOUN,Sache
Tierschutz,NOUN,Tierschutz
ist,AUX,sein
beeindruckend,ADV,beeindruckend
und,CCONJ,und
zeigt,VERB,zeigen
:,PUNCT,--
Berlin,PROPN,Berlin
und,CCONJ,und
Tierschutz,NOUN,Tierschutz
gehören,VERB,gehören
einfach,ADV,einfach
zusammen,ADV,zusammen
.,PUNCT,--
Es,PRON,es
ist,AUX,sein
mir,PRON,mir
ein,DET,ein
persönliches,ADJ,persönlich
Anliegen,NOUN,Anliegen
auf,ADP,auf
diese,DET,dieser
wichtige,ADJ,wichtig
Arbeit,NOUN,Arbeit
aufmerksam,ADV,aufmerksam
zu,PART,zu
machen,VERB,machen
und,CCONJ,und
diesen,DET,dieser
unermüdlichen,ADJ,unermüdlich
Einsatz,NOUN,Einsatz
zu,PART,zu
ehren,VERB,ehren
.,PUNCT,--
Daher,ADV,daher
freue,VERB,freuen
ich,PRON,ich
mich,PRON,sich
",",PUNCT,--
dass,SCONJ,dass
wir,PRON,wir
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
wieder,ADV,wieder
die,DET,der
Tierschutzpreise,NOUN,Tierschutzpreise
verleihen,VERB,verleihen
.,PUNCT,--
Nur,ADV,nur
wenn,SCONJ,wenn
wir,PRON,wir
Tiere,NOUN,Tier
schützen,VERB,schützen
",",PUNCT,--
bleibt,VERB,bleiben
Berlin,PROPN,Berlin
lebenswert,VERB,lebensweren
–,PUNCT,--
für,ADP,für
Mensch,NOUN,Mensch
und,CCONJ,und
Tier,NOUN,Tier
.,PUNCT,--
“,PUNCT,--
Dr.,NOUN,Dr.
Kathrin,PROPN,Kathrin
Herrmann,PROPN,Herrmann
",",PUNCT,--
Landestierschutzbeauftragte,PROPN,Landestierschutzbeauftragte
