Token,PoS,Lemma
Lieferkettengesetz,NOUN,Lieferkettengesetz
:,PUNCT,--
Menschenrechte,NOUN,Menschenrecht
auch,ADV,auch
in,ADP,in
der,DET,der
Landwirtschaft,NOUN,Landwirtschaft
einhalten,VERB,einhalten
"
",SPACE,"
"
Wenn,SCONJ,wenn
menschenrechtliche,ADJ,menschenrechtlich
und,CCONJ,und
ökologische,ADJ,ökologisch
Standards,NOUN,Standard
von,ADP,von
Unternehmen,NOUN,Unternehmen
eingehalten,VERB,einhalten
werden,AUX,werden
",",PUNCT,--
dann,ADV,dann
profitieren,VERB,profitieren
davon,ADV,davon
nicht,PART,nicht
nur,ADV,nur
die,DET,der
Arbeitnehmenden,NOUN,Arbeitnehmende
",",PUNCT,--
sondern,CCONJ,sondern
auch,ADV,auch
die,DET,der
Landwirtschaft,NOUN,Landwirtschaft
",",PUNCT,--
der,DET,der
Ernährungssektor,NOUN,Ernährungssektor
und,CCONJ,und
die,DET,der
Verbraucherinnen,NOUN,Verbraucherin
und,CCONJ,und
Verbraucher,NOUN,Verbraucher
.,PUNCT,--
Daher,ADV,daher
setzt,VERB,setzen
sich,PRON,sich
Berlin,PROPN,Berlin
mit,ADP,mit
einer,DET,ein
eigenen,ADJ,eigen
Initiative,NOUN,Initiative
auf,ADP,auf
der,DET,der
Agrarministerkonferenz,NOUN,Agrarministerkonferenz
(,PUNCT,--
23.,ADJ,23.
bis,ADP,bis
25.,ADJ,25.
September,NOUN,September
),PUNCT,--
für,ADP,für
ein,DET,ein
Lieferkettengesetz,NOUN,Lieferkettengesetz
ein,ADV,ein
.,PUNCT,--
Warum,ADV,warum
bedarf,VERB,bedürfen
es,PRON,es
eines,DET,ein
Lieferkettengesetzes,NOUN,Lieferkettengesetz
?,PUNCT,--
Welche,DET,welcher
Voraussetzungen,NOUN,Voraussetzung
muss,ADV,muss
ein,DET,ein
solches,DET,solcher
Gesetz,NOUN,Gesetz
erfüllen,VERB,erfüllen
?,PUNCT,--
Welche,DET,welcher
Rolle,NOUN,Rolle
kann,AUX,können
der,DET,der
Landwirtschaftssektor,NOUN,Landwirtschaftssektor
spielen,VERB,spielen
?,PUNCT,--
Und,CCONJ,und
wer,PRON,wer
profitiert,VERB,profitieren
in,ADP,in
welcher,DET,welcher
Form,NOUN,Form
von,ADP,von
einem,DET,ein
Lieferkettengesetz,NOUN,Lieferkettengesetz
?,PUNCT,--
In,ADP,in
einem,DET,ein
Pressegespräch,NOUN,Pressegespräch
sollen,AUX,sollen
diese,DET,dieser
und,CCONJ,und
weitere,ADJ,weit
Fragen,NOUN,Frage
beantwortet,VERB,beantworten
werden,AUX,werden
.,PUNCT,--
Unter,ADP,unter
anderem,PRON,anderer
am,ADP,an
Beispiel,NOUN,Beispiel
einer,DET,ein
am,ADP,an
Donnerstag,NOUN,Donnerstag
eingereichten,ADJ,eingereicht
Klage,NOUN,Klage
wird,AUX,werden
die,DET,der
Vertreterin,NOUN,Vertreterin
des,DET,der
European,PROPN,European
Center,PROPN,Center
for,PROPN,for
Constitutional,PROPN,Constitutional
and,PROPN,and
Human,PROPN,Human
Rights,PROPN,Rights
(,PUNCT,--
ECCHR,PROPN,ECCHR
),PUNCT,--
die,DET,der
Vorteile,NOUN,Vorteil
eines,DET,ein
Lieferkettengesetzes,NOUN,Lieferkettengesetz
deutlich,ADV,deutlich
machen,VERB,machen
.,PUNCT,--
An,ADP,an
der,DET,der
Pressekonferenz,NOUN,Pressekonferenz
werden,AUX,werden
teilnehmen,VERB,teilnehmen
:,PUNCT,--
Dr.,NOUN,Dr.
Dirk,PROPN,Dirk
Behrendt,PROPN,Behrendt
",",PUNCT,--
Senator,NOUN,Senator
für,ADP,für
Justiz,NOUN,Justiz
",",PUNCT,--
Verbraucherschutz,NOUN,Verbraucherschutz
und,CCONJ,und
Antidiskriminierung,NOUN,Antidiskriminierung
.,PUNCT,--
Dr.,NOUN,Dr.
Miriam,PROPN,Miriam
Saage-Maaß,PROPN,Saage-Maaß
",",PUNCT,--
Leiterin,NOUN,Leiterin
Programmbereich,PROPN,Programmbereich
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Menschenrechte,NOUN,Menschenrecht
sowie,CCONJ,sowie
stellv.,ADP,stellv.
Legal,ADV,Legal
Director,NOUN,Director
des,DET,der
European,PROPN,European
Center,PROPN,Center
for,PROPN,for
Constitutional,PROPN,Constitutional
and,PROPN,and
Human,PROPN,Human
Rights,PROPN,Rights
(,PUNCT,--
ECCHR,PROPN,ECCHR
),PUNCT,--
.,PUNCT,--
Maren,ADJ,mar
Leifker,NOUN,Leifker
",",PUNCT,--
Referentin,NOUN,Referentin
Wirtschaft,NOUN,Wirtschaft
und,CCONJ,und
Menschenrechte,NOUN,Menschenrecht
bei,ADP,bei
Brot,NOUN,Brot
für,ADP,für
die,DET,der
Welt,NOUN,Welt
.,PUNCT,--
Interessierte,ADJ,Interessierte
Pressevertreterinnen,NOUN,Pressevertreterinn
und,CCONJ,und
Pressevertreter,NOUN,Pressevertreter
sind,AUX,sein
zur,ADP,zu
Pressekonferenz,NOUN,Pressekonferenz
herzlich,ADV,herzlich
eingeladen,VERB,einladen
:,PUNCT,--
Mittwoch,NOUN,mittwoch
",",PUNCT,--
23.,ADJ,23.
September,NOUN,September
2020,NUM,2020
",",PUNCT,--
10.30,NUM,10.30
Uhr,NOUN,Uhr
",",PUNCT,--
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Justiz,NOUN,Justiz
",",PUNCT,--
Verbraucherschutz,NOUN,Verbraucherschutz
und,CCONJ,und
Antidiskriminierung,NOUN,Antidiskriminierung
",",PUNCT,--
Salzburger,ADJ,Salzburger
Str.,NOUN,Str.
21,NUM,21
-,NUM,-
25,NUM,25
",",PUNCT,--
10825,NUM,10825
Berlin,PROPN,Berlin
",",PUNCT,--
3.,ADJ,3.
OG,PROPN,OG
",",PUNCT,--
Saal,NOUN,Saal
A,PROPN,A
Pandemiebedingt,ADV,Pandemiebedingt
ist,AUX,sein
die,DET,der
Zahl,NOUN,Zahl
der,DET,der
Presseplätze,NOUN,Presseplätz
begrenzt,VERB,begrenzen
.,PUNCT,--
Verbindliche,ADJ,verbindlich
Anmeldungen,NOUN,Anmeldung
bitte,ADV,bitte
bis,ADP,bis
22.,ADJ,22.
September,NOUN,September
2020,NUM,2020
",",PUNCT,--
16.00,NUM,16.00
Uhr,NOUN,Uhr
an,ADP,an
pressestelle@senjustva.berlin.de,NOUN,Pressestelle@senjustva.berlin.de
