Token,PoS,Lemma
Erstmals,ADV,erstmals
drei,NUM,drei
Winterspielplätze,NOUN,Winterspielplatz
in,ADP,in
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
:,PUNCT,--
bis,ADP,bis
22.03.2020,PROPN,22.03.2020
kostenfreie,ADJ,kostenfrei
Nutzung,NOUN,Nutzung
an,ADP,an
jedem,DET,jeder
Sonntag,NOUN,Sonntag
"
",SPACE,"
"
Seit,ADP,seit
dem,DET,der
27.,ADJ,27.
Oktober,NOUN,Oktober
2019,NUM,2019
öffnet,VERB,öffnen
der,DET,der
Verein,NOUN,Verein
SPORTKINDER,PROPN,SPORTKINDER
BERLIN,PROPN,Berlin
jeden,DET,jeder
Sonntag,NOUN,Sonntag
drei,NUM,drei
Sporthallen,NOUN,Sporthall
in,ADP,in
Lankwitz,PROPN,Lankwitz
",",PUNCT,--
Lichterfelde,NOUN,Lichterfelde
und,CCONJ,und
Zehlendorf,PROPN,Zehlendorf
für,ADP,für
Kinder,NOUN,Kind
zwischen,ADP,zwischen
1,NUM,1
und,CCONJ,und
6,NUM,6
Jahren,NOUN,Jahr
und,CCONJ,und
deren,PRON,der
Bezugspersonen,NOUN,Bezugsperson
.,PUNCT,--
Diese,DET,dieser
„,PUNCT,--
Winterspielplätze,NOUN,Winterspielplatz
“,PUNCT,--
bieten,VERB,bieten
einen,DET,ein
abwechslungsreichen,ADJ,abwechslungsreich
Bewegungsparcours,NOUN,Bewegungsparcours
zum,ADP,zu
„,PUNCT,--
Eltern-Kind-Turnen,NOUN,Eltern-Kind-Turn
“,PUNCT,--
und,CCONJ,und
sind,AUX,sein
kostenfrei,ADV,Kostenfrei
für,ADP,für
alle,DET,aller
Familien,NOUN,Familie
.,PUNCT,--
Vor,ADP,vor
Ort,NOUN,Ort
sind,AUX,sein
qualifizierte,ADJ,qualifiziert
Übungsleiterinnen,NOUN,Übungsleiterinn
und,CCONJ,und
Übungsleiter,NOUN,Übungsleiter
im,ADP,in
Einsatz,NOUN,Einsatz
",",PUNCT,--
die,PRON,der
motivieren,VERB,motivieren
",",PUNCT,--
assistieren,VERB,assistieren
und,CCONJ,und
beraten,VERB,beraten
.,PUNCT,--
Ermöglicht,VERB,ermöglichen
wird,AUX,werden
dieses,DET,dieser
Angebot,NOUN,Angebot
durch,ADP,durch
das,DET,der
Bezirksamt,NOUN,Bezirksamt
Steglitz-Zehlendorf,PROPN,Steglitz-Zehlendorf
und,CCONJ,und
die,DET,der
AOK,PROPN,AOK
Nordost,PROPN,Nordost
in,ADP,in
Zusammenarbeit,NOUN,Zusammenarbeit
mit,ADP,mit
