Token,PoS,Lemma
Kinder-,X,Kinder
und,CCONJ,und
Jugendjury,PROPN,Jugendjury
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
2022,NUM,2022
:,PUNCT,--
Jetzt,ADV,jetzt
um,ADP,um
Fördergelder,NOUN,Fördergeld
bewerben,VERB,bewerben
und,CCONJ,und
mitbestimmen,VERB,mitbestimmen
!,PUNCT,--
"
",SPACE,"
"
Auch,ADV,auch
2022,NUM,2022
gibt,VERB,geben
es,PRON,es
den,DET,der
unkomplizierten,ADJ,unkompliziert
Geldtopf,NOUN,Geldtopf
des,DET,der
Jugend-Demokratiefonds,NOUN,Jugend-Demokratiefond
für,ADP,für
die,DET,der
bezirkliche,ADJ,bezirklich
Kinder-,X,Kind
und,CCONJ,und
Jugendjury,NOUN,Jugendjury
in,ADP,in
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
.,PUNCT,--
Kinder-,X,Kinder-
und,CCONJ,und
Jugendgruppen,NOUN,Jugendgruppe
aus,ADP,aus
dem,DET,der
Bezirk,NOUN,Bezirk
können,AUX,können
sich,PRON,sich
ab,ADP,ab
sofort,ADV,sofort
mit,ADP,mit
ihren,DET,ihr
bunten,ADJ,bunt
Projektideen,NOUN,Projektidee
um,ADP,um
Gelder,NOUN,Geld
bewerben,VERB,bewerben
.,PUNCT,--
Das,DET,der
Besondere,NOUN,besondere
an,ADP,an
dem,DET,der
Format,NOUN,Format
:,PUNCT,--
Interessierte,ADJ,Interessierte
Gruppen,NOUN,Gruppe
stellen,VERB,stellen
am,ADP,an
Ende,NOUN,Ende
auch,ADV,auch
die,DET,der
Jury,NOUN,Jury
.,PUNCT,--
Die,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendjurys,PROPN,Jugendjury
im,ADP,in
Bezirk,NOUN,Bezirk
sind,AUX,sein
seit,ADP,seit
Jahren,NOUN,Jahr
eine,DET,ein
gute,ADJ,gut
Möglichkeit,NOUN,Möglichkeit
",",PUNCT,--
unkompliziert,VERB,unkomplizieren
an,ADP,an
Geld,NOUN,Geld
für,ADP,für
eine,DET,ein
Herzensangelegenheit,NOUN,Herzensangelegenheit
zu,PART,zu
kommen,VERB,kommen
.,PUNCT,--
Nun,ADV,nun
können,AUX,können
sich,PRON,sich
junge,ADJ,jung
Menschen,NOUN,Mensch
mit,ADP,mit
ihren,DET,ihr
Vorhaben,NOUN,Vorhaben
über,ADP,über
die,DET,der
Website,NOUN,Website
des,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendbeteiligungsbüros,NOUN,Jugendbeteiligungsbüro
für,ADP,für
die,DET,der
Kinder,NOUN,Kind
und,CCONJ,und
Jugendjurys,PROPN,Jugendjury
2022,NUM,2022
in,ADP,in
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
bewerben,VERB,bewerben
.,PUNCT,--
Insgesamt,ADV,insgesamt
stehen,VERB,stehen
16.500,NUM,16.500
Euro,NOUN,Euro
für,ADP,für
die,DET,der
Förderung,NOUN,Förderung
von,ADP,von
Projekten,NOUN,Projekt
bereit,ADV,bereit
.,PUNCT,--
Bewerbungsfrist,PROPN,Bewerbungsfrist
für,ADP,für
die,DET,der
Jugendjury,NOUN,Jugendjury
",",PUNCT,--
die,DET,der
Projekte,NOUN,Projekt
von,ADP,von
Jugendlichen,NOUN,jugendliche
und,CCONJ,und
jungen,ADJ,jung
Erwachsenen,NOUN,erwachsene
im,ADP,in
Alter,NOUN,Alter
von,ADP,von
13,NUM,13
bis,CCONJ,bis
22,NUM,22
Jahren,NOUN,Jahr
fördert,VERB,fördern
",",PUNCT,--
ist,AUX,sein
Montag,NOUN,Montag
",",PUNCT,--
der,DET,der
4.,ADJ,4.
April,NOUN,April
2022.,PUNCT,2022.
Die,DET,der
Bewerbungsfrist,NOUN,Bewerbungsfrist
der,DET,der
Kinderjury,NOUN,Kinderjury
",",PUNCT,--
hier,ADV,hier
können,AUX,können
die,DET,der
sich,PRON,sich
bewerbenden,ADJ,bewerbend
Kinder,NOUN,Kind
zwischen,ADP,zwischen
acht,NUM,acht
und,CCONJ,und
zwölf,NUM,zwölf
Jahren,NOUN,Jahr
alt,ADV,alt
sein,AUX,sein
",",PUNCT,--
ist,AUX,sein
Montag,NOUN,Montag
",",PUNCT,--
der,DET,der
25.,ADJ,25.
April,NOUN,April
2022.,PUNCT,2022.
Das,DET,der
Besondere,NOUN,besondere
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendjurys,PROPN,Jugendjury
ist,AUX,sein
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
Kinder,NOUN,Kind
und,CCONJ,und
Jugendlichen,NOUN,jugendliche
nicht,PART,nicht
nur,ADV,nur
als,ADP,als
Bewerbende,NOUN,Bewerbende
an,ADP,an
der,DET,der
Sitzung,NOUN,Sitzung
teilnehmen,VERB,teilnehmen
",",PUNCT,--
sondern,CCONJ,sondern
zugleich,ADV,zugleich
selbst,ADV,selbst
Juroren,NOUN,Jurore
und,CCONJ,und
Jurorinnen,NOUN,Jurorinn
sind,AUX,sein
.,PUNCT,--
Was,PRON,was
zunächst,ADV,zunächst
wie,ADP,wie
ein,DET,ein
Widerspruch,NOUN,Widerspruch
klingt,VERB,klingen
",",PUNCT,--
ist,AUX,sein
die,DET,der
Stärke,NOUN,Stärke
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendjurys,PROPN,Jugendjury
.,PUNCT,--
Hier,ADV,hier
wird,AUX,werden
diskutiert,VERB,diskutieren
und,CCONJ,und
verhandelt,VERB,verhandeln
",",PUNCT,--
wie,SCONJ,wie
das,DET,der
Geld,NOUN,Geld
gerecht,ADV,gerecht
an,ADP,an
die,DET,der
Gruppen,NOUN,Gruppe
aufgeteilt,VERB,aufteilen
wird,AUX,werden
.,PUNCT,--
Alle,PRON,alle
haben,AUX,haben
Interessen,NOUN,Interesse
und,CCONJ,und
schauen,VERB,schauen
auch,ADV,auch
auf,ADP,auf
die,DET,der
Interessen,NOUN,Interesse
der,DET,der
anderen,NOUN,anderer
.,PUNCT,--
Im,ADP,in
Verlauf,NOUN,Verlauf
der,DET,der
Sitzung,NOUN,Sitzung
wächst,VERB,wachsen
das,DET,der
Verstehen,NOUN,verstehen
und,CCONJ,und
die,DET,der
Wertschätzung,NOUN,Wertschätzung
auf,ADP,auf
allen,DET,aller
Seiten,NOUN,Seite
.,PUNCT,--
Moderiert,VERB,moderiert
werden,AUX,werden
die,DET,der
Sitzungen,NOUN,Sitzung
vom,ADP,von
Kinder-,X,Kind
und,CCONJ,und
Jugendbeteiligungsbüro,NOUN,Jugendbeteiligungsbüro
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
sollen,AUX,sollen
alle,DET,aller
Projekte,NOUN,Projekt
zudem,ADV,zudem
von,ADP,von
Beginn,NOUN,Beginn
an,ADP,an
eng,ADV,eng
medial,ADV,medial
begleitet,VERB,begleiten
werden,AUX,werden
",",PUNCT,--
um,SCONJ,um
so,ADV,so
noch,ADV,noch
gezielter,NOUN,gezielt
über,ADP,über
die,DET,der
Aktivitäten,NOUN,Aktivität
berichten,VERB,berichten
zu,PART,zu
können,AUX,können
.,PUNCT,--
Die,DET,der
Bandbreite,NOUN,Bandbreit
an,ADP,an
Projekten,NOUN,Projekt
",",PUNCT,--
die,PRON,der
gefördert,VERB,fördern
werden,AUX,werden
",",PUNCT,--
ist,AUX,sein
seit,ADP,seit
jeher,ADV,jeher
beachtlich,ADV,beachtlich
:,PUNCT,--
Im,ADP,in
vergangenen,ADJ,vergangen
Jahr,NOUN,Jahr
wurden,AUX,werden
neben,ADP,neben
Hobby-Horse-Turnieren,NOUN,Hobby-Horse-Turnier
auch,ADV,auch
Schreibwerkstätten,NOUN,Schreibwerkstätt
",",PUNCT,--
ein,DET,ein
Werbefilm,NOUN,Werbefilm
für,ADP,für
den,DET,der
Umweltschutz,NOUN,Umweltschutz
",",PUNCT,--
Fahrradtouren,NOUN,Fahrradtour
durch,ADP,durch
den,DET,der
Kiez,NOUN,Kiez
und,CCONJ,und
die,DET,der
Schaffung,NOUN,Schaffung
von,ADP,von
hängenden,ADJ,hängend
Gärten,NOUN,Garten
finanziert,VERB,finanzieren
.,PUNCT,--
Der,DET,der
Fantasie,NOUN,Fantasie
sind,AUX,sein
also,ADV,also
keine,DET,kein
Grenzen,NOUN,Grenze
gesetzt,VERB,setzen
.,PUNCT,--
Kontakt,NOUN,Kontakt
:,PUNCT,--
Frauke,PROPN,Frauke
Groner,PROPN,Groner
/,PUNCT,--
Jörn,PROPN,Jörn
Brenssell,PROPN,Brenssell
/,PUNCT,--
Jonas,PROPN,Jona
Schlosser,ADJ,Schlosser
Kinder-,X,Kind
und,CCONJ,und
Jugendbeteiligungsbüro,NOUN,Jugendbeteiligungsbüro
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
Marzahner,PROPN,Marzahner
Promenade,PROPN,Promenade
51,NUM,51
12679,NUM,12679
Berlin,PROPN,Berlin
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
93,NUM,93
39,NUM,39
466,NUM,466
",",PUNCT,--
E-Mail,NOUN,E-Mail
