Token,PoS,Lemma
Zwei,NUM,zwei
Männer,NOUN,Mann
nach,ADP,nach
Einbruch,NOUN,Einbruch
in,ADP,in
Einfamilienhaus,PROPN,Einfamilienhaus
festgenommen,VERB,festnehmen
"
",SPACE,"
"
Nr.,NOUN,Nr.
2207,NUM,2207
Gestern,NOUN,Gestern
Nachmittag,ADV,Nachmittag
nahmen,VERB,nehmen
Einsatzkräfte,NOUN,Einsatzkraft
der,DET,der
Polizei,NOUN,Polizei
Berlin,PROPN,Berlin
zwei,NUM,zwei
mutmaßliche,ADJ,mutmaßlich
Einbrecher,NOUN,Einbrecher
im,ADP,in
Ortsteil,NOUN,Ortsteil
Malchow,PROPN,Malchow
fest,ADV,fest
.,PUNCT,--
Nach,ADP,nach
derzeitigem,ADJ,derzeitig
Ermittlungsstand,NOUN,Ermittlungsstand
meldete,VERB,melden
ein,DET,ein
23-Jähriger,NOUN,23-Jähriger
gegen,ADP,gegen
17.30,NUM,17.30
Uhr,NOUN,Uhr
über,ADP,über
den,DET,der
Polizei-Notruf,NOUN,Polizei-Notruf
einen,DET,ein
gegenwärtigen,ADJ,gegenwärtig
Einbruch,NOUN,Einbruch
in,ADP,in
das,DET,der
von,ADP,von
ihm,PRON,ihm
und,CCONJ,und
seinen,DET,sein
Eltern,NOUN,Eltern
bewohnte,VERB,bewohnen
Einfamilienhaus,PROPN,Einfamilienhaus
an,ADP,an
der,DET,der
Dorfstraße,NOUN,Dorfstraße
.,PUNCT,--
Kurz,ADV,kurz
vor,ADP,vor
dem,DET,der
Eintreffen,NOUN,eintreffen
der,DET,der
alarmierten,ADJ,alarmiert
Einsatzkräfte,NOUN,Einsatzkraft
der,DET,der
Polizeiabschnitte,NOUN,Polizeiabschnitte
14,NUM,14
und,CCONJ,und
31,NUM,31
gelang,VERB,gelingen
den,DET,der
mutmaßlichen,ADJ,mutmaßlich
Einbrechern,NOUN,Einbrecher
zunächst,ADV,zunächst
die,DET,der
Flucht,NOUN,Flucht
.,PUNCT,--
Der,DET,der
daraufhin,ADV,daraufhin
ebenfalls,ADV,ebenfalls
zum,ADP,zu
Tatort,NOUN,Tatort
alarmierte,ADJ,alarmiert
Polizeihubschrauber,NOUN,Polizeihubschrauber
ortete,VERB,orten
diese,PRON,dieser
jedoch,ADV,jedoch
in,ADP,in
einer,DET,ein
nahegelegenen,ADJ,nahegelegen
Kleingartenkolonie,NOUN,Kleingartenkolonie
",",PUNCT,--
wo,SCONJ,wo
die,DET,der
eingesetzten,ADJ,eingesetzt
Polizeikräfte,NOUN,Polizeikraft
die,DET,der
beiden,DET,beide
28-,X,28
und,CCONJ,und
29-jährigen,ADJ,29-jährig
Männer,NOUN,Mann
festnahmen,VERB,festnahmen
und,CCONJ,und
anschließend,ADV,anschließend
in,ADP,in
einen,DET,ein
Polizeigewahrsam,NOUN,Polizeigewahrsam
brachten,VERB,bringen
.,PUNCT,--
Nach,ADP,nach
erkennungsdienstlichen,ADJ,erkennungsdienstlich
Behandlungen,NOUN,Behandlung
wurden,AUX,werden
die,DET,der
Festgenommenen,NOUN,festgenommener
der,DET,der
Kriminalpolizei,NOUN,Kriminalpolizei
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
3,NUM,3
(,PUNCT,--
Ost,NOUN,Ost
),PUNCT,--
übergeben,VERB,übergeben
",",PUNCT,--
die,PRON,der
auch,ADV,auch
die,DET,der
weiteren,ADJ,weit
noch,ADV,noch
andauernden,ADJ,andauernd
Ermittlungen,NOUN,Ermittlung
übernommen,VERB,übernehmen
hat,AUX,haben
.,PUNCT,--
