Token,PoS,Lemma
Bürgerversammlung,NOUN,Bürgerversammlung
zur,ADP,zu
Kiezkasse,NOUN,Kiezkasse
in,ADP,in
Niederschöneweide,PROPN,Niederschöneweide
am,ADP,an
14.,ADJ,14.
Juni,NOUN,Juni
2022,NUM,2022
"
",SPACE,"
"
Zeit,NOUN,Zeit
:,PUNCT,--
Dienstag,NOUN,Dienstag
",",PUNCT,--
14.,ADJ,14.
Juni,NOUN,Juni
2022,NUM,2022
",",PUNCT,--
um,ADP,um
18,NUM,18
Uhr,NOUN,Uhr
Ort,NOUN,Ort
:,PUNCT,--
Soziokulturelles,ADJ,Soziokulturelles
Zentrum,NOUN,Zentrum
RatzFatz,PROPN,RatzFatz
",",PUNCT,--
Schnellerstraße,PROPN,Schnellerstraße
81,NUM,81
",",PUNCT,--
12439,NUM,12439
Berlin,PROPN,Berlin
Die,DET,der
Bezirksverordnetenversammlung,NOUN,Bezirksverordnetenversammlung
Treptow-Köpenick,PROPN,Treptow-Köpenick
(,PUNCT,--
BVV,PROPN,BVV
),PUNCT,--
hat,AUX,haben
auch,ADV,auch
für,ADP,für
das,DET,der
Jahr,NOUN,Jahr
2022,NUM,2022
Gelder,NOUN,Geld
für,ADP,für
Kiezkassen,NOUN,Kiezkasse
in,ADP,in
allen,DET,aller
Ortsteilen,NOUN,Ortsteil
des,DET,der
Bezirks,NOUN,Bezirk
bereitgestellt,VERB,bereitstellen
.,PUNCT,--
Die,DET,der
Bezirksverordneten,NOUN,Bezirksverordneten
Paul,PROPN,Paul
Bahlmann,PROPN,Bahlmann
und,CCONJ,und
Philipp,PROPN,Philipp
Wohlfeil,PROPN,Wohlfeil
laden,VERB,laden
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
dem,DET,der
14.,ADJ,14.
Juni,NOUN,Juni
2022,NUM,2022
",",PUNCT,--
um,ADP,um
18,NUM,18
Uhr,NOUN,Uhr
alle,DET,aller
Bürger,NOUN,Bürger
:,PUNCT,--
innen,ADP,innen
des,DET,der
Ortsteils,NOUN,Ortsteil
Niederschöneweide,PROPN,Niederschöneweide
zur,ADP,zu
Kiezkasse,NOUN,Kiezkasse
ein,ADV,ein
.,PUNCT,--
Veranstaltungsort,NOUN,Veranstaltungsort
ist,AUX,sein
das,DET,der
Soziokulturelle,NOUN,soziokulturell
Zentrum,NOUN,Zentrum
RatzFatz,PROPN,RatzFatz
in,ADP,in
der,DET,der
Schnellerstraße,NOUN,Schnellerstraße
81,NUM,81
",",PUNCT,--
12439,NUM,12439
Berlin,PROPN,Berlin
.,PUNCT,--
Für,ADP,für
Niederschöneweide,NOUN,Niederschöneweide
stehen,VERB,stehen
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
insgesamt,ADV,insgesamt
4.600,NUM,4.600
Euro,NOUN,Euro
für,ADP,für
Projekte,NOUN,Projekt
im,ADP,in
Ortsteil,NOUN,Ortsteil
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Es,PRON,es
sind,AUX,sein
Ideen,NOUN,Idee
und,CCONJ,und
Vorschläge,NOUN,Vorschlag
zur,ADP,zu
Verwendung,NOUN,Verwendung
gefragt,VERB,fragen
.,PUNCT,--
Bitte,ADV,bitte
geben,VERB,geben
Sie,PRON,sie
Ihre,DET,ihr
Vorschläge,NOUN,Vorschlag
ab,ADP,ab
:,PUNCT,--
online,ADV,Online
unter,ADP,unter
https://mein.berlin.de,PROPN,https://mein.berlin.de
/,PUNCT,--
oder,CCONJ,oder
per,ADP,per
E-Mail,NOUN,E-Mail
:,PUNCT,--
kiezkasse-nsw@ba-tk.berlin.de,X,kiezkasse-nsw@ba-tk.berlin.de
per,ADP,per
Post,NOUN,Post
an,ADP,an
:,PUNCT,--
BVV-Büro,NOUN,BVV-Büro
Treptow,PROPN,Treptow
",",PUNCT,--
Neue,ADJ,neu
Krugallee,PROPN,Krugallee
4,NUM,4
",",PUNCT,--
12435,NUM,12435
Berlin,PROPN,Berlin
",",PUNCT,--
Stichwort,NOUN,Stichwort
„,PUNCT,--
Kiezkasse,ADJ,Kiezkaß
Niederschöneweide,NOUN,Niederschöneweid
”,PUNCT,”
.,PUNCT,--
Die,DET,der
Bezirksverordneten,NOUN,Bezirksverordnet
freuen,VERB,freuen
sich,PRON,sich
auf,ADP,auf
Ihre,DET,ihr
Vorschläge,NOUN,Vorschlag
und,CCONJ,und
Ihr,DET,ihr
Kommen,NOUN,kommen
.,PUNCT,--
