Token,PoS,Lemma
Pilotphase,NOUN,Pilotphase
für,ADP,für
Reinigung,NOUN,Reinigung
von,ADP,von
Spielplätzen,NOUN,Spielplätze
durch,ADP,durch
die,DET,der
BSR,PROPN,BSR
startet,VERB,starten
"
",SPACE,"
"
85,NUM,85
Spielplätze,NOUN,Spielplatz
in,ADP,in
allen,DET,aller
Bezirken,NOUN,Bezirk
gehören,VERB,gehören
bereits,ADV,bereits
dazu,ADV,dazu
–,PUNCT,--
weitere,ADJ,weit
sollen,AUX,sollen
im,ADP,in
Sommer,NOUN,Sommer
folgen,VERB,folgen
Berlin,PROPN,Berlin
.,PUNCT,--
Die,DET,der
Berliner,ADJ,Berliner
Stadtreinigung,NOUN,Stadtreinigung
(,PUNCT,--
BSR,PROPN,BSR
),PUNCT,--
wird,AUX,werden
mit,ADP,mit
der,DET,der
Reinigung,NOUN,Reinigung
von,ADP,von
bezirksseitig,ADV,bezirksseitig
ausgewählten,ADJ,ausgewählt
Spielplätzen,NOUN,Spielplätz
in,ADP,in
Berlin,PROPN,Berlin
betraut,VERB,betrauen
:,PUNCT,--
Die,DET,der
Pilotphase,NOUN,Pilotphase
auf,ADP,auf
zunächst,ADV,zunächst
85,NUM,85
Spielplätzen,NOUN,Spielplätze
in,ADP,in
allen,DET,aller
Bezirken,NOUN,Bezirk
Berlins,PROPN,Berlin
startet,VERB,starten
bereits,ADV,bereits
in,ADP,in
diesem,DET,dieser
April,NOUN,April
.,PUNCT,--
Über,ADP,über
den,DET,der
Auftakt,NOUN,Auftakt
der,DET,der
Pilotphase,NOUN,Pilotphase
haben,AUX,haben
sich,PRON,sich
auf,ADP,auf
dem,DET,der
Spielplatz,NOUN,Spielplatz
Eulerstraße,PROPN,Eulerstraße
am,ADP,an
heutigen,ADJ,heutig
Donnerstag,NOUN,Donnerstag
Franziska,PROPN,Franziska
Giffey,PROPN,Giffey
",",PUNCT,--
Wirtschaftssenatorin,NOUN,Wirtschaftssenatorin
und,CCONJ,und
Aufsichtsratsvorsitzende,NOUN,Aufsichtsratsvorsitzender
der,DET,der
BSR,PROPN,BSR
",",PUNCT,--
und,CCONJ,und
Umweltsenatorin,NOUN,Umweltsenatorin
Manja,PROPN,Manja
Schreiner,PROPN,Schreiner
sowie,CCONJ,sowie
die,DET,der
