Token,PoS,Lemma
Gaming,NOUN,Gaming
Festival,NOUN,Festival
vom,ADP,von
25.,ADJ,25.
bis,ADP,bis
27.,ADJ,27.
Juli,NOUN,Juli
mit,ADP,mit
Gregor,PROPN,Gregor
Kartsios,PROPN,Kartsio
in,ADP,in
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendbibliothek,NOUN,Jugendbibliothek
Spandau,PROPN,Spandau
"
",SPACE,"
"
Vom,ADP,von
25.,ADJ,25.
bis,ADP,bis
27.,ADJ,27.
Juli,NOUN,Juli
dreht,VERB,drehen
sich,PRON,sich
beim,ADP,bei
Gaming-Festival,NOUN,Gaming-Festival
“,PUNCT,--
GameOn@Library,PROPN,GameOn@Library
”,PUNCT,”
in,ADP,in
der,DET,der
Kinder-,X,Kind
und,CCONJ,und
Jugendbibliothek,NOUN,Jugendbibliothek
Spandau,PROPN,Spandau
alles,PRON,alle
um,ADP,um
Videospiele,NOUN,Videospiel
.,PUNCT,--
Das,DET,der
besondere,ADJ,besonderer
Highlight,NOUN,Highlight
des,DET,der
Festivals,NOUN,Festival
ist,AUX,sein
der,DET,der
Retro-Gaming-Tag,NOUN,Retro-Gaming-Tag
am,ADP,an
25.,ADJ,25.
Juli,NOUN,Juli
mit,ADP,mit
einer,DET,ein
Live-Präsentation,NOUN,Live-Präsentation
von,ADP,von
Gregor,PROPN,Gregor
Kartsios,PROPN,Kartsio
für,ADP,für
alle,DET,aller
Gamer,NOUN,Gamer
und,CCONJ,und
jene,PRON,jener
",",PUNCT,--
die,PRON,der
es,PRON,es
noch,ADV,noch
werden,AUX,werden
wollen,AUX,wollen
.,PUNCT,--
Während,SCONJ,während
der,DET,der
Sommerferien,NOUN,Sommerferien
findet,VERB,finden
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
im,ADP,in
Hof,NOUN,Hof
der,DET,der
Bezirkszentralbibliothek,NOUN,Bezirkszentralbibliothek
/,PUNCT,--
Kinder-,X,Kind
und,CCONJ,und
Jugendbibliothek,NOUN,Jugendbibliothek
ein,DET,ein
Festival,NOUN,Festival
rund,ADV,rund
um,ADP,um
Videospiele,NOUN,Videospiel
