Token,PoS,Lemma
Einladung,NOUN,Einladung
zum,ADP,zu
Projektauftakt,NOUN,Projektauftakt
„,PUNCT,--
Women,NOUN,women
Empower,X,Empower
Women,NOUN,wome
“,PUNCT,--
am,ADP,an
15.11.2023,NOUN,15.11.2023
",",PUNCT,--
15:30,PROPN,15:30
-,PUNCT,--
18:00,ADJ,18:00
Uhr,NOUN,Uhr
im,ADP,in
Rathaus,NOUN,Rathaus
Spandau,PROPN,Spandau
"
",SPACE,"
"
Das,DET,der
Afghanistan,PROPN,Afghanistan
Komitee,PROPN,Komitee
für,ADP,für
Frieden,NOUN,Frieden
",",PUNCT,--
Wiederaufbau,NOUN,Wiederaufbau
und,CCONJ,und
Kultur,NOUN,Kultur
e.V.,PROPN,e.V.
lädt,VERB,laden
soziale,ADJ,sozial
Träger,NOUN,Träger
und,CCONJ,und
Interessierte,NOUN,interessierter
zur,ADP,zu
Auftaktveranstaltung,NOUN,Auftaktveranstaltung
und,CCONJ,und
Projektvorstellung,NOUN,Projektvorstellung
ins,ADP,in
Rathaus,NOUN,Rathaus
Spandau,PROPN,Spandau
ein,ADV,ein
.,PUNCT,--
Im,ADP,in
Projekt,NOUN,Projekt
„,PUNCT,--
Women,NOUN,women
Empower,X,Empower
Women,NOUN,Wome
“,PUNCT,--
kommen,VERB,kommen
neu,ADV,neu
angekommene,ADJ,angekommen
weibliche,ADJ,weiblich
Ortskräfte,NOUN,Ortskräfte
und,CCONJ,und
bereits,ADV,bereits
in,ADP,in
Spandau,PROPN,Spandau
lebende,ADJ,lebend
Frauen,NOUN,Frau
aus,ADP,aus
Afghanistan,PROPN,Afghanistan
zusammen,ADV,zusammen
.,PUNCT,--
Die,DET,der
neu,ADV,neu
angekommenen,ADJ,angekommen
Frauen,NOUN,Frau
werden,AUX,werden
",",PUNCT,--
durch,ADP,durch
die,DET,der
Vermittlung,NOUN,Vermittlung
von,ADP,von
Wissen,NOUN,wissen
in,ADP,in
ihrem,DET,ihr
Bestreben,NOUN,bestreben
für,ADP,für
ein,DET,ein
selbstbestimmtes,ADJ,selbstbestimmt
unabhängiges,ADJ,unabhängig
Leben,NOUN,Leben
in,ADP,in
Berlin,PROPN,Berlin
Spandau,NOUN,Spandau
unterstützt,VERB,unterstützen
.,PUNCT,--
Somit,ADV,somit
bietet,VERB,bieten
das,DET,der
Projekt,NOUN,Projekt
zugleich,ADV,zugleich
eine,DET,ein
Plattform,NOUN,Plattform
für,ADP,für
Vernetzung,NOUN,Vernetzung
",",PUNCT,--
gegen,ADP,gegen
Vereinsamung,NOUN,Vereinsamung
sowie,CCONJ,sowie
Erfahrungs-,X,Erfahrung
wie,CCONJ,wie
Wissensaustausch,NOUN,Wissensaustausch
in,ADP,in
einem,DET,ein
erweiterten,ADJ,erweiterter
Mentorinnenmodell,NOUN,Mentorinnenmodell
.,PUNCT,--
Das,DET,der
Projekt,NOUN,Projekt
wird,AUX,werden
gefördert,VERB,fördern
durch,ADP,durch
die,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
",",PUNCT,--
Bauen,NOUN,bauen
und,CCONJ,und
Wohnen,NOUN,wohnen
im,ADP,in
Rahmen,NOUN,Rahmen
eines,DET,ein
FEIN-Pilotprojektes,NOUN,FEIN-Pilotprojekt
von,ADP,von
2023,NUM,2023
-,NUM,--
2025,NUM,2025
gefördert,VERB,fördern
.,PUNCT,--
Die,DET,der
Stabsstelle,NOUN,Stabsstelle
Integrati-on,VERB,Integrati-on
im,ADP,in
Bezirksamt,NOUN,Bezirksamt
Spandau,PROPN,Spandau
begleitet,VERB,begleiten
das,DET,der
Projekt,NOUN,Projekt
fachlich,ADV,fachlich
.,PUNCT,--
Seien,AUX,Sein
Sie,PRON,sie
dabei,ADV,dabei
