Token,PoS,Lemma
Lastenräderjungfernfahrt,NOUN,Lastenräderjungfernfahrt
"
",SPACE,"
"
Zeit,NOUN,Zeit
:,PUNCT,--
Samstag,NOUN,Samstag
",",PUNCT,--
den,DET,der
14.,ADJ,14.
September,NOUN,September
2019,NUM,2019
um,ADP,um
14,NUM,14
Uhr,NOUN,Uhr
Ort,NOUN,Ort
:,PUNCT,--
Schloßplatz,NOUN,Schloßplatz
Köpenick,PROPN,Köpenick
",",PUNCT,--
12555,NUM,12555
Berlin-Köpenick,NOUN,Berlin-Köpenick
Am,ADP,an
14.,ADJ,14.
September,NOUN,September
2019,NUM,2019
gibt,VERB,geben
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Oliver,PROPN,Oliver
Igel,PROPN,Igel
den,DET,der
Startschuss,NOUN,Startschuss
für,ADP,für
vier,NUM,vier
weitere,ADJ,weit
Lastenräder,NOUN,Lastenräd
.,PUNCT,--
Anschließend,ADV,anschließend
begeben,VERB,begeben
sich,PRON,sich
die,DET,der
Lastenräder,NOUN,Lastenräder
in,ADP,in
Begleitung,NOUN,Begleitung
von,ADP,von
Mitgliedern,NOUN,Mitglied
des,DET,der
Abgeordnetenhauses,NOUN,Abgeordnetenhaus
und,CCONJ,und
der,DET,der
BVV,PROPN,BVV
zu,ADP,zu
ihren,DET,ihr
jeweiligen,ADJ,jeweilig
Standorten,NOUN,Standort
.,PUNCT,--
Mithilfe,NOUN,Mithilfe
des,DET,der
Netzwerks,NOUN,Netzwerk
Fahrradfreundliches,ADJ,Fahrradfreundlich
Treptow-Köpenick,PROPN,Treptow-Köpenick
können,AUX,können
Bürgerinnen,NOUN,Bürgerin
und,CCONJ,und
Bürger,NOUN,Bürger
neben,ADP,neben
den,DET,der
bereits,ADV,bereits
sieben,NUM,sieben
vorhandenen,NOUN,Vorhanden
nun,ADV,nun
je,ADV,je
ein,DET,ein
Lastenrad,NOUN,Lastenrad
für,ADP,für
Johannisthal,PROPN,Johannisthal
",",PUNCT,--
Baumschulenweg,NOUN,Baumschulenweg
",",PUNCT,--
Oberschöneweide,PROPN,Oberschöneweide
und,CCONJ,und
die,DET,der
Köllnische,ADJ,Köllnische
Vorstadt,NOUN,Vorstadt
für,ADP,für
bis,ADV,bis
zu,ADV,zu
drei,NUM,drei
Tage,NOUN,Tag
kostenlos,ADV,kostenlos
ausleihen,VERB,ausleihen
.,PUNCT,--
Die,DET,der
Lastenräder,NOUN,Lastenräd
wurden,AUX,werden
durch,ADP,durch
die,DET,der
jeweiligen,ADJ,jeweilig
Kiezkassen,NOUN,Kiezkasse
und,CCONJ,und
über,ADP,über
Mittel,NOUN,Mittel
der,DET,der
Lokalen,ADJ,Lokal
Agenda,NOUN,Agenda
21,NUM,21
finanziert,VERB,finanzieren
–,PUNCT,--
Wartungskosten,NOUN,Wartungskost
für,ADP,für
das,DET,der
erste,ADJ,erster
Jahr,NOUN,Jahr
inklusive,ADV,inklusive
.,PUNCT,--
Ab,ADP,ab
Montag,NOUN,Montag
",",PUNCT,--
dem,DET,der
16.,ADJ,16.
September,NOUN,September
2019,NUM,2019
sind,AUX,sein
die,DET,der
Lastenräder,NOUN,Lastenräd
dann,ADV,dann
im,ADP,in
Stadtteilzentrum,NOUN,Stadtteilzentrum
„,PUNCT,--
Campus,PROPN,Campus
Kiezspindel,PROPN,Kiezspindel
“,PUNCT,--
in,ADP,in
der,DET,der
Köllnischen,ADJ,Köllnische
Vorstadt,NOUN,Vorstadt
",",PUNCT,--
im,ADP,in
Café,NOUN,Café
„,PUNCT,--
Kranbar,ADV,Kranbar
“,PUNCT,--
in,ADP,in
Oberschöneweide,PROPN,Oberschöneweide
",",PUNCT,--
im,ADP,in
Kinder-,X,Kinder
",",PUNCT,--
Jugend-,X,Jugend
und,CCONJ,und
Familienzentrum,NOUN,Familienzentrum
„,PUNCT,--
RumBa,NOUN,RumBa
“,PUNCT,--
in,ADP,in
Baumschulenweg,NOUN,Baumschulenweg
sowie,CCONJ,sowie
im,ADP,in
Kinder-,X,Kind
",",PUNCT,--
Jugend-,X,Jugend
und,CCONJ,und
Kiezzentrum,NOUN,Kiezzentrum
„,PUNCT,--
JuJo,PROPN,JuJo
“,PUNCT,--
in,ADP,in
Johannisthal,PROPN,Johannisthal
zu,PART,zu
finden,VERB,finden
.,PUNCT,--
Gebucht,VERB,buchen
werden,AUX,werden
können,AUX,können
alle,DET,aller
Räder,NOUN,Räd
über,ADP,über
die,DET,der
Buchungsplattform,NOUN,Buchungsplattform
der,DET,der
fLotte,NOUN,fLott
Berlin,PROPN,Berlin
.,PUNCT,--
