Token,PoS,Lemma
100,NUM,100
Jahre,NOUN,Jahr
Frauenwahlrecht,NOUN,Frauenwahlrecht
:,PUNCT,--
Festveranstaltung,NOUN,Festveranstaltung
im,ADP,in
Rathaus,NOUN,Rathaus
Lichtenberg,PROPN,Lichtenberg
"
",SPACE,"
"
Seit,ADP,seit
100,NUM,100
Jahren,NOUN,Jahr
können,AUX,können
Frauen,NOUN,Frau
wählen,VERB,wählen
und,CCONJ,und
gewählt,VERB,wählen
werden,AUX,werden
–,PUNCT,--
ein,DET,ein
Grund,NOUN,Grund
zum,ADP,zu
Feiern,NOUN,Feiern
und,CCONJ,und
Innehalten,NOUN,Innehalt
",",PUNCT,--
aber,CCONJ,aber
kein,DET,kein
Grund,NOUN,Grund
sich,PRON,sich
zurückzulehnen,VERB,zurückzulehnen
.,PUNCT,--
Das,DET,der
Frauenwahlrecht,NOUN,Frauenwahlrecht
gilt,VERB,gelten
als,ADP,als
ein,DET,ein
Meilenstein,NOUN,Meilenstein
in,ADP,in
der,DET,der
Geschichte,NOUN,Geschichte
der,DET,der
Demokratie,NOUN,Demokratie
in,ADP,in
Deutschland,PROPN,Deutschland
.,PUNCT,--
Das,DET,der
Stimmrecht,NOUN,Stimmrecht
ist,AUX,sein
Grundlage,NOUN,Grundlage
für,ADP,für
die,DET,der
Gleichberechtigung,NOUN,Gleichberechtigung
und,CCONJ,und
die,DET,der
politische,ADJ,politisch
Teilhabe,NOUN,Teilhabe
von,ADP,von
Frauen,NOUN,Frau
und,CCONJ,und
Männern,NOUN,Mann
.,PUNCT,--
Gleichwohl,ADV,gleichwohl
sind,AUX,sein
Frauen,NOUN,Frau
seit,ADP,seit
1919,NUM,1919
in,ADP,in
keinem,DET,kein
Parlament,NOUN,Parlament
Deutschlands,PROPN,Deutschland
gleichberechtigt,VERB,gleichberechtigt
vertreten,VERB,vertreten
.,PUNCT,--
„,PUNCT,--
100,NUM,100
Jahre,NOUN,Jahr
Frauenwahlrecht,NOUN,Frauenwahlrecht
sind,AUX,sein
definitiv,ADV,definitiv
ein,DET,ein
Grund,NOUN,Grund
zum,ADP,zu
Feiern,NOUN,Feiern
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
zum,ADP,zu
Nachdenken,NOUN,nachdenken
",",PUNCT,--
denn,CCONJ,denn
dem,DET,der
Wahlrecht,NOUN,Wahlrecht
für,ADP,für
Frauen,NOUN,Frau
ging,VERB,gehen
ein,DET,ein
langer,ADJ,lang
",",PUNCT,--
hauptsächlich,ADV,hauptsächlich
von,ADP,von
Frauen,NOUN,Frau
geführter,ADJ,geführt
Kampf,NOUN,Kampf
voraus,ADP,voraus
.,PUNCT,--
Jetzt,ADV,jetzt
gilt,VERB,gelten
es,PRON,es
",",PUNCT,--
die,DET,der
errungenen,ADJ,errungen
Rechte,NOUN,Recht
zu,PART,zu
verteidigen,VERB,verteidigen
und,CCONJ,und
sich,PRON,sich
weiter,ADV,weiter
für,ADP,für
die,DET,der
Gleichstellung,NOUN,Gleichstellung
einzusetzen,VERB,einsetzen
“,PUNCT,--
",",PUNCT,--
betont,VERB,betonen
Lichtenbergs,PROPN,Lichtenberg
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Michael,PROPN,Michael
Grunst,PROPN,Grunst
(,PUNCT,--
Die,DET,der
Linke,NOUN,Linke
),PUNCT,--
anlässlich,ADV,anlässlich
des,DET,der
bevorstehenden,ADJ,bevorstehend
Jahrestages,NOUN,Jahrestag
.,PUNCT,--
Das,DET,der
bedeutende,ADJ,bedeutend
Jubiläum,NOUN,Jubiläum
gilt,VERB,gelten
es,PRON,es
gebührend,ADV,gebührend
zu,PART,zu
würdigen,VERB,würdigen
.,PUNCT,--
Deshalb,ADV,deshalb
laden,VERB,laden
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Michael,PROPN,Michael
Grunst,PROPN,Grunst
und,CCONJ,und
der,DET,der
Frauenbeirat,NOUN,Frauenbeirat
Lichtenberg,PROPN,Lichtenberg
zu,ADP,zu
einer,DET,ein
Festveranstaltung,NOUN,Festveranstaltung
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
12.,ADJ,12.
November,NOUN,November
",",PUNCT,--
in,ADP,in
das,DET,der
Rathaus,NOUN,Rathaus
Lichtenberg,PROPN,Lichtenberg
",",PUNCT,--
Möllendorffstraße,PROPN,Möllendorffstraße
6,NUM,6
",",PUNCT,--
10367,NUM,10367
Berlin,PROPN,Berlin
.,PUNCT,--
Die,DET,der
Veranstaltung,NOUN,Veranstaltung
beginnt,VERB,beginnen
um,ADP,um
18,NUM,18
Uhr,NOUN,Uhr
.,PUNCT,--
Festrednerin,NOUN,Festrednerin
des,DET,der
Abends,NOUN,Abend
ist,AUX,sein
Ines,PROPN,Ines
Schmidt,PROPN,Schmidt
",",PUNCT,--
Mitglied,NOUN,Mitglied
im,ADP,in
Abgeordnetenhaus,NOUN,Abgeordnetenhaus
und,CCONJ,und
lang-jährige,ADJ,lang-jährig
Frauenvertreterin,NOUN,Frauenvertreterin
bei,ADP,bei
den,DET,der
Berliner,ADJ,Berliner
Verkehrsbetrieben,NOUN,Verkehrsbetrieb
(,PUNCT,--
BVG,PROPN,BVG
),PUNCT,--
.,PUNCT,--
Die,DET,der
Mitglieder,NOUN,Mitglied
des,DET,der
sich,PRON,sich
im,ADP,in
Sommer,NOUN,Sommer
neu,ADV,neu
konstituierten,ADJ,konstituiert
Lichtenberger,ADJ,Lichtenberger
Frauenbeirats,NOUN,Frauenbeirat
stellen,VERB,stellen
sich,PRON,sich
und,CCONJ,und
ihre,DET,ihr
Aufgabenschwerpunkte,NOUN,Aufgabenschwerpunkt
vor,ADP,vor
",",PUNCT,--
möchten,AUX,möchten
mit,ADP,mit
den,DET,der
Anwesenden,NOUN,Anwesenden
das,DET,der
Errungene,NOUN,errungene
würdigen,VERB,würdigen
und,CCONJ,und
auf,ADP,auf
die,DET,der
noch,ADV,noch
bestehenden,ADJ,bestehend
Forderungen,NOUN,Forderung
der,DET,der
Gleichstellung,NOUN,Gleichstellung
von,ADP,von
Frauen,NOUN,Frau
und,CCONJ,und
Mädchen,NOUN,Mädchen
verweisen,VERB,verweisen
.,PUNCT,--
Der,DET,der
Abend,NOUN,Abend
wird,AUX,werden
vom,ADP,von
„,PUNCT,--
Neuköllner,ADJ,Neuköllner
LesbenFrauen,NOUN,LesbenFrauen
*,PROPN,*
Chor,PROPN,Chor
LIBELLEN,PROPN,LIBELLEN
“,PUNCT,--
musikalisch,ADV,musikalisch
gestaltet,VERB,gestalten
.,PUNCT,--
Zu,PART,zu
besichtigen,VERB,besichtigen
ist,AUX,sein
außerdem,ADV,außerdem
die,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Frauen,NOUN,Frau
bewegen,VERB,bewegen
Berlin,PROPN,Berlin
“,PUNCT,--
.,PUNCT,--
Bei,ADP,bei
einem,DET,ein
Imbiss,NOUN,Imbiss
",",PUNCT,--
Getränken,NOUN,Getränk
und,CCONJ,und
Tanzmusik,NOUN,Tanzmusik
lädt,VERB,laden
der,DET,der
Frauenbeirat,NOUN,Frauenbeirat
hiermit,ADV,hiermit
zum,ADP,zu
Kennenlernen,NOUN,kennenlernen
und,CCONJ,und
Vernetzen,NOUN,Vernetz
ein,ADV,ein
.,PUNCT,--
Interessierte,NOUN,Interessierte
sowie,CCONJ,sowie
