Token,PoS,Lemma
Pressetermin,NOUN,Pressetermin
:,PUNCT,--
Lions,PROPN,Lion
Club,NOUN,Club
spendet,VERB,spenden
250,NUM,250
Kindermasken,NOUN,Kindermaske
für,ADP,für
Mierendorff-Grundschule,PROPN,Mierendorff-Grundschule
"
",SPACE,"
"
Anlässlich,NOUN,Anlässlich
der,DET,der
Einschulungsfeier,NOUN,Einschulungsfeier
an,ADP,an
der,DET,der
Mierendorff-Grundschule,NOUN,Mierendorff-Grundschule
in,ADP,in
Charlottenburg,PROPN,Charlottenburg
spendet,VERB,spenden
der,DET,der
Lions-Club,NOUN,Lions-Club
Berlin,PROPN,Berlin
Sophie-Charlotte,NOUN,Sophie-Charlotte
250,NUM,250
Mund-Nasen-Masken,NOUN,Mund-Nasen-Maske
für,ADP,für
Kinder,NOUN,Kind
.,PUNCT,--
Heike,PROPN,Heike
Schmitt-Schmelz,PROPN,Schmitt-Schmelz
",",PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Jugend,NOUN,Jugend
",",PUNCT,--
Familie,NOUN,Familie
",",PUNCT,--
Bildung,NOUN,Bildung
",",PUNCT,--
Sport,NOUN,Sport
und,CCONJ,und
Kultur,NOUN,Kultur
wird,AUX,werden
die,DET,der
Masken,NOUN,Maske
gemeinsam,ADV,gemeinsam
mit,ADP,mit
der,DET,der
Präsidentin,NOUN,Präsidentin
des,DET,der
Lions-Clubs,NOUN,Lions-Club
",",PUNCT,--
Claudia,PROPN,Claudia
Peter,PROPN,Peter
",",PUNCT,--
am,ADP,an
Samstag,NOUN,Samstag
",",PUNCT,--
15.,ADJ,15.
August,NOUN,August
",",PUNCT,--
um,ADP,um
9,NUM,9
Uhr,NOUN,Uhr
an,ADP,an
die,DET,der
Kinder,NOUN,Kind
der,DET,der
1.,ADJ,1.
Klassen,NOUN,Klasse
verteilen,VERB,verteilen
.,PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
Heike,PROPN,Heike
Schmitt-Schmelz,PROPN,Schmitt-Schmelz
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Ich,PRON,ich
freue,VERB,freuen
mich,PRON,sich
sehr,ADV,sehr
über,ADP,über
das,DET,der
großzügige,ADJ,großzügig
Geschenk,NOUN,Geschenk
des,DET,der
Lions-Clubs,NOUN,Lions-Club
Berlin,PROPN,Berlin
SophieCharlotte,PROPN,SophieCharlotte
.,PUNCT,--
Noch,ADV,noch
ist,AUX,sein
die,DET,der
Corona-Pandemie,NOUN,Corona-Pandemie
nicht,PART,nicht
überwunden,VERB,überwinden
und,CCONJ,und
wir,PRON,wir
