Token,PoS,Lemma
Renovierter,NOUN,Renovierter
Waldspielplatz,NOUN,Waldspielplatz
Plänterwald,PROPN,Plänterwald
eröffnet,VERB,eröffnen
"
",SPACE,"
"
Berlins,PROPN,Berlin
Staatssekretärin,NOUN,Staatssekretärin
für,ADP,für
Umwelt,NOUN,Umwelt
und,CCONJ,und
Klimaschutz,NOUN,Klimaschutz
",",PUNCT,--
Silke,PROPN,Silke
Karcher,PROPN,Karcher
",",PUNCT,--
hat,AUX,haben
heute,ADV,heute
gemeinsam,ADV,gemeinsam
mit,ADP,mit
dem,DET,der
Leiter,NOUN,Leiter
der,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
",",PUNCT,--
Gunnar,PROPN,Gunnar
Heyne,PROPN,Heyne
",",PUNCT,--
den,DET,der
renovierten,ADJ,renoviert
Waldspielplatz,NOUN,Waldspielplatz
Plänterwald,PROPN,Plänterwald
eröffnet,VERB,eröffnen
.,PUNCT,--
Er,PRON,er
wurde,AUX,werden
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
Monaten,NOUN,Monat
grundlegend,ADV,grundlegend
saniert,VERB,sanieren
und,CCONJ,und
erneuert,VERB,erneuern
.,PUNCT,--
Der,DET,der
Waldspielplatz,NOUN,Waldspielplatz
liegt,VERB,liegen
in,ADP,in
einem,DET,ein
attraktiven,ADJ,attraktiv
Erholungs-,X,Erholung
und,CCONJ,und
Erlebnisschwerpunkt,NOUN,Erlebnisschwerpunkt
der,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
",",PUNCT,--
in,ADP,in
seiner,DET,sein
Umgebung,NOUN,Umgebung
befinden,VERB,befinden
sich,PRON,sich
der,DET,der
Treptower,NOUN,Treptower
Hafen,NOUN,Hafen
",",PUNCT,--
Ausflugslokale,NOUN,Ausflugslokal
",",PUNCT,--
die,DET,der
Plansche,NOUN,plansch
und,CCONJ,und
die,DET,der
Waldschule,NOUN,Waldschule
Plänterwald,PROPN,Plänterwald
.,PUNCT,--
Die,DET,der
neun,NUM,neun
neuen,ADJ,neu
Spielgeräte,NOUN,Spielgerät
sind,AUX,sein
Unikate,NOUN,Unikat
aus,ADP,aus
Berliner,ADJ,Berliner
Holz,NOUN,Holz
:,PUNCT,--
Sie,PRON,sie
wurden,AUX,werden
von,ADP,von
Forstwirtinnen,NOUN,Forstwirtin
und,CCONJ,und
Forstwirten,NOUN,Forstwirt
der,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
selbst,ADV,selbst
entworfen,VERB,entwerfen
und,CCONJ,und
kreativ,ADV,kreativ
gestaltet,VERB,gestalten
.,PUNCT,--
Staatssekretärin,NOUN,Staatssekretärin
Silke,PROPN,Silke
Karcher,PROPN,Karcher
:,PUNCT,--
„,PUNCT,--
Waldspielplätze,NOUN,waldspielplätze
schaffen,VERB,schaffen
positive,ADJ,positiv
Naturerlebnisse,NOUN,Naturerlebnis
:,PUNCT,--
Kinder,NOUN,Kind
können,AUX,können
den,DET,der
Wald,NOUN,Wald
mit,ADP,mit
allen,DET,aller
Sinnen,NOUN,Sinn
erleben,VERB,erleben
und,CCONJ,und
die,DET,der
Vielfalt,NOUN,Vielfalt
der,DET,der
Umgebung,NOUN,Umgebung
entdecken,VERB,entdecken
.,PUNCT,--
Das,DET,der
Holz,NOUN,Holz
für,ADP,für
die,DET,der
Spielgeräte,NOUN,Spielgerät
stammt,VERB,stammen
dabei,ADV,dabei
direkt,ADV,direkt
aus,ADP,aus
den,DET,der
ökologisch,ADV,ökologisch
zertifizierten,ADJ,zertifiziert
Berliner,ADJ,Berliner
Wäldern,NOUN,Wälder
.,PUNCT,--
Die,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
bieten,VERB,bieten
mit,ADP,mit
ihren,DET,ihr
Waldspielplätzen,NOUN,Waldspielplätze
Ausflugsziele,NOUN,Ausflugsziel
für,ADP,für
die,DET,der
ganze,ADJ,ganz
Familie,NOUN,Familie
und,CCONJ,und
bringen,VERB,bringen
dabei,ADV,dabei
zu,ADP,zu
Bewusstsein,NOUN,Bewusstsein
",",PUNCT,--
wie,ADV,wie
wichtig,ADV,wichtig
der,DET,der
Berliner,ADJ,Berliner
Wald,NOUN,Wald
für,ADP,für
die,DET,der
Lebensqualität,NOUN,Lebensqualität
in,ADP,in
unserer,DET,unser
Stadt,NOUN,Stadt
ist,AUX,sein
.,PUNCT,--
“,PUNCT,--
Das,DET,der
für,ADP,für
die,DET,der
Erneuerung,NOUN,Erneuerung
des,DET,der
Waldspielplatzes,NOUN,Waldspielplatz
Plänterwald,PROPN,Plänterwald
benötigte,VERB,benötigen
Eichen-,X,Eich
und,CCONJ,und
Robinienholz,NOUN,Robinienholz
stammt,VERB,stammen
überwiegend,ADV,überwiegend
aus,ADP,aus
den,DET,der
reviereigenen,ADJ,reviereigen
Ressourcen,NOUN,Ressource
.,PUNCT,--
Fast,ADV,fast
alle,DET,aller
Spielelemente,NOUN,Spielelemente
",",PUNCT,--
etwa,ADV,etwa
eine,DET,ein
Wippe,NOUN,Wippe
",",PUNCT,--
eine,DET,ein
Balancierstrecke,NOUN,Balancierstrecke
",",PUNCT,--
eine,DET,ein
Eisenbahn,NOUN,Eisenbahn
",",PUNCT,--
ein,DET,ein
Wackelsteg,NOUN,Wackelsteg
und,CCONJ,und
eine,DET,ein
Nestschaukel,NOUN,Nestschaukel
wurden,AUX,werden
neu,ADV,neu
aufgebaut,VERB,aufbauen
.,PUNCT,--
Highlight,PROPN,Highlight
ist,AUX,sein
der,DET,der
neue,ADJ,neu
Kletterturm,NOUN,Kletterturm
.,PUNCT,--
Insgesamt,ADV,insgesamt
14,NUM,14
Waldspielplätze,NOUN,Waldspielplätze
betreiben,VERB,betreiben
die,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
als,ADP,als
Bereicherung,NOUN,Bereicherung
des,DET,der
Erholungswaldes,NOUN,Erholungswald
.,PUNCT,--
Sie,PRON,sie
werden,AUX,werden
fachgerecht,VERB,fachgerechen
durch,ADP,durch
erfahrene,ADJ,erfahren
Mitarbeitende,NOUN,Mitarbeitende
der,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
erbaut,VERB,erbaut
und,CCONJ,und
regelmäßig,ADV,regelmäßig
überarbeitet,VERB,überarbeiten
.,PUNCT,--
Die,DET,der
Einrichtungen,NOUN,Einrichtung
sind,AUX,sein
durch,ADP,durch
den,DET,der
TÜV,NOUN,TÜV
abgenommen,VERB,abnehmen
und,CCONJ,und
unterliegen,ADJ,unterlieg
regelmäßigen,ADJ,regelmäßig
Sicherheitsüberprüfungen,NOUN,Sicherheitsüberprüfung
durch,ADP,durch
die,DET,der
Forstämter,NOUN,Forstämter
.,PUNCT,--
Waldspielplätze,NOUN,Waldspielplätze
der,DET,der
Berliner,ADJ,Berliner
Forsten,NOUN,Forst
