Token,PoS,Lemma
Festnahme,NOUN,Festnahme
nach,ADP,nach
versuchtem,ADJ,versucht
Einbruch,NOUN,Einbruch
in,ADP,in
Einfamilienhaus,PROPN,Einfamilienhaus
"
",SPACE,"
"
Nr.,NOUN,Nr.
1437,NUM,1437
Gestern,NOUN,Gestern
Nachmittag,NOUN,Nachmittag
haben,AUX,haben
Einsatzkräfte,NOUN,Einsatzkraft
des,DET,der
Polizeiabschnitts,NOUN,Polizeiabschnitt
47,NUM,47
in,ADP,in
Lichtenrade,NOUN,Lichtenrade
einen,DET,ein
Tatverdächtigen,NOUN,Tatverdächtig
nach,ADP,nach
einem,DET,ein
versuchten,ADJ,versucht
Einbruch,NOUN,Einbruch
in,ADP,in
ein,DET,ein
Einfamilienhaus,NOUN,Einfamilienhaus
festgenommen,VERB,festnehmen
.,PUNCT,--
Gegen,ADP,gegen
14.30,NUM,14.30
Uhr,NOUN,Uhr
wurden,AUX,werden
Nachbarn,NOUN,Nachbar
auf,ADP,auf
den,DET,der
23-jährigen,ADJ,23-jährig
Mann,NOUN,Mann
im,ADP,in
Garten,NOUN,Garten
des,DET,der
Nachbargrundstücks,NOUN,Nachbargrundstück
aufmerksam,ADV,aufmerksam
und,CCONJ,und
alarmierten,VERB,alarmierten
die,DET,der
Polizei,NOUN,Polizei
.,PUNCT,--
Bis,ADP,bis
zum,ADP,zu
Eintreffen,NOUN,eintreffen
der,DET,der
Einsatzkräfte,NOUN,Einsatzkraft
gelang,VERB,gelingen
es,PRON,es
",",PUNCT,--
den,DET,der
Mann,NOUN,Mann
aufzuhalten,VERB,aufhalten
.,PUNCT,--
Die,DET,der
eingetroffenen,ADJ,eingetroffen
Beamtinnen,NOUN,Beamtinn
und,CCONJ,und
Beamten,NOUN,Beamter
nahmen,VERB,nehmen
den,DET,der
mutmaßlichen,ADJ,mutmaßlich
Einbrecher,NOUN,Einbrecher
fest,ADV,fest
.,PUNCT,--
Bei,ADP,bei
seiner,DET,sein
Durchsuchung,NOUN,Durchsuchung
konnten,AUX,können
unter,ADP,unter
anderem,PRON,anderer
eine,DET,ein
PTB-Waffe,NOUN,PTB-Waff
gefunden,VERB,finden
werden,AUX,werden
und,CCONJ,und
ein,DET,ein
Handy,NOUN,Handy
",",PUNCT,--
was,PRON,wer
als,ADP,als
gestohlen,NOUN,Gestohle
gemeldet,VERB,melden
worden,AUX,werden
war,AUX,sein
.,PUNCT,--
Ersten,ADJ,erster
Ermittlungen,NOUN,Ermittlung
zufolge,ADP,zufolge
soll,AUX,sollen
der,DET,der
23-Jährige,NOUN,23-Jährige
mit,ADP,mit
Gartenwerkzeugen,NOUN,Gartenwerkzeuge
versucht,VERB,versuchen
haben,AUX,haben
",",PUNCT,--
die,DET,der
Terrassentür,NOUN,Terrassentür
des,DET,der
Einfamilienhauses,NOUN,Einfamilienhauses
aufzuhebeln,VERB,aufhebeln
.,PUNCT,--
Der,DET,der
Mann,NOUN,Mann
wurde,AUX,werden
nach,ADP,nach
einer,DET,ein
erkennungsdienstlichen,ADJ,erkennungsdienstlich
Behandlung,NOUN,Behandlung
in,ADP,in
einem,DET,ein
Polizeigewahrsam,NOUN,Polizeigewahrsam
der,DET,der
Kriminalpolizei,NOUN,Kriminalpolizei
der,DET,der
Direktion,NOUN,Direktion
4,NUM,4
(,PUNCT,--
Süd,NOUN,Süd
),PUNCT,--
überstellt,VERB,überstellen
",",PUNCT,--
die,PRON,der
die,DET,der
weiteren,ADJ,weit
Ermittlungen,NOUN,Ermittlung
übernommen,VERB,übernehmen
hat,AUX,haben
.,PUNCT,--
