Token,PoS,Lemma
13.,ADJ,13.
Familiennacht,NOUN,Familiennacht
:,PUNCT,--
Eröffnung,NOUN,Eröffnung
durch,ADP,durch
Schirmherrin,NOUN,Schirmherrin
und,CCONJ,und
Senatorin,NOUN,Senatorin
Katharina,PROPN,Katharina
Günther-Wünsch,PROPN,Günther-Wünsch
in,ADP,in
Neukölln,PROPN,Neukölln
"
",SPACE,"
"
Am,ADP,an
7.,ADJ,7.
Oktober,NOUN,Oktober
eröffnet,VERB,eröffnen
Katharina,PROPN,Katharina
Günther-Wünsch,PROPN,Günther-Wünsch
die,DET,der
13.,ADJ,13.
Familiennacht,NOUN,Familiennacht
in,ADP,in
der,DET,der
Stadtvilla,NOUN,Stadtvilla
Global,PROPN,Global
in,ADP,in
Neukölln,PROPN,Neukölln
unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
:,PUNCT,--
„,PUNCT,--
Familie,NOUN,Familie
",",PUNCT,--
das,PRON,der
sind,AUX,sein
wir,PRON,wir
alle,PRON,alle
!,PUNCT,--
“,PUNCT,--
.,PUNCT,--
Eine,DET,ein
Nacht,NOUN,Nacht
lang,ADV,lang
können,AUX,können
Familien,NOUN,Familie
vorwiegend,ADV,vorwiegend
kostenfrei,ADV,kostenfrei
über,ADV,über
150,NUM,150
spannende,ADJ,spannend
Angebote,NOUN,Angebot
besuchen,VERB,besuchen
und,CCONJ,und
rund,ADV,rund
135,NUM,135
Veranstaltungsorte,NOUN,Veranstaltungsorte
entdecken,VERB,entdecken
",",PUNCT,--
u.a.,NOUN,u.a.
in,ADP,in
Museen,NOUN,Museum
",",PUNCT,--
Theatern,NOUN,Theatern
",",PUNCT,--
Familienzentren,NOUN,Familienzentr
",",PUNCT,--
Schlössern,NOUN,Schloß
",",PUNCT,--
Kirchen,NOUN,Kirche
",",PUNCT,--
Moscheen,NOUN,Moschee
oder,CCONJ,oder
Bibliotheken,NOUN,Bibliothek
in,ADP,in
allen,DET,aller
Berliner,ADJ,Berliner
Bezirken,NOUN,Bezirk
und,CCONJ,und
im,ADP,in
Berliner,ADJ,Berliner
Umland,NOUN,Umland
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Rahmen,NOUN,Rahmen
hält,VERB,halten
die,DET,der
Senatorin,NOUN,Senatorin
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
als,ADP,als
Schirmherrin,NOUN,Schirmherrin
ein,DET,ein
Grußwort,NOUN,Grußwort
im,ADP,in
Kreativ-,X,Kreativ
und,CCONJ,und
Medienzentrum,NOUN,Medienzentrum
für,ADP,für
Kinder,NOUN,Kind
und,CCONJ,und
Jugendliche,NOUN,jugendliche
und,CCONJ,und
betont,VERB,betonen
dabei,ADV,dabei
die,DET,der
Bedeutung,NOUN,Bedeutung
der,DET,der
Familienförderung,NOUN,Familienförderung
und,CCONJ,und
des,DET,der
Familienfördergesetzes,NOUN,Familienfördergesetz
.,PUNCT,--
Katharina,PROPN,Katharina
Günther-Wünsch,PROPN,Günther-Wünsch
",",PUNCT,--
Senatorin,NOUN,Senatorin
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
:,PUNCT,--
„,PUNCT,--
Es,PRON,es
ist,AUX,sein
sehr,ADV,sehr
beeindruckend,ADV,beeindruckend
",",PUNCT,--
wie,ADV,wie
umfangreich,ADV,umfangreich
und,CCONJ,und
vielseitig,ADV,vielseitig
das,DET,der
Programm,NOUN,Programm
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
erneut,ADV,erneut
ausgestaltet,VERB,ausgestalten
ist,AUX,sein
und,CCONJ,und
welche,DET,welcher
spannenden,ADJ,spannend
Orte,NOUN,Ort
auf,ADP,auf
die,DET,der
Familien,NOUN,Familie
mit,ADP,mit
ihren,DET,ihr
Kindern,NOUN,Kind
warten,VERB,warten
.,PUNCT,--
So,ADV,so
vielseitig,ADV,vielseitig
das,DET,der
Programm,NOUN,Programm
ist,AUX,sein
",",PUNCT,--
so,ADV,so
vielseitig,ADV,vielseitig
sind,AUX,sein
die,DET,der
Familien,NOUN,Familie
mit,ADP,mit
ihren,DET,ihr
Interessen,NOUN,Interesse
und,CCONJ,und
besonderen,ADJ,besonderer
Bedarfen,NOUN,Bedarfe
.,PUNCT,--
Mit,ADP,mit
der,DET,der
Umsetzung,NOUN,Umsetzung
des,DET,der
Familienfördergesetzes,NOUN,Familienfördergesetz
schaffen,VERB,schaffen
wir,PRON,wir
bedarfsgerechte,ADJ,bedarfsgerecht
Angebote,NOUN,Angebot
für,ADP,für
alle,PRON,alle
und,CCONJ,und
sichern,VERB,sichern
die,DET,der
berlinweite,ADJ,berlinweit
Qualität,NOUN,Qualität
in,ADP,in
der,DET,der
Familienförderung,NOUN,Familienförderung
.,PUNCT,--
Damit,ADV,damit
sorgen,VERB,sorgen
wir,PRON,wir
dafür,ADV,dafür
",",PUNCT,--
dass,SCONJ,dass
Familien,NOUN,Familie
die,DET,der
Angebote,NOUN,Angebot
finden,VERB,finden
",",PUNCT,--
die,PRON,der
sie,PRON,sie
brauchen,VERB,brauchen
.,PUNCT,--
“,PUNCT,--
Auch,ADV,auch
Kinderliedermacherin,PROPN,Kinderliedermacherin
Suli,PROPN,Suli
Puschban,PROPN,Puschban
ist,AUX,sein
auf,ADP,auf
der,DET,der
Eröffnungsveranstaltung,NOUN,Eröffnungsveranstaltung
wieder,ADV,wieder
dabei,ADV,dabei
und,CCONJ,und
singt,VERB,singen
den,DET,der
von,ADP,von
ihr,PRON,ihr
komponierten,ADJ,komponiert
Familiennachts-Song,PROPN,Familiennachts-Song
„,PUNCT,--
Die,DET,der
Nacht,NOUN,Nacht
gehört,VERB,gehören
uns,PRON,uns
“,PUNCT,--
im,ADP,in
Rahmen,NOUN,Rahmen
eines,DET,ein
Familien-Mitmachkonzerts,NOUN,Familien-Mitmachkonzert
",",PUNCT,--
gefolgt,VERB,folgen
von,ADP,von
einer,DET,ein
großen,ADJ,groß
Zaubershow,NOUN,Zaubershow
und,CCONJ,und
vielfältigen,ADJ,vielfältig
Mit-machangeboten,NOUN,Mit-machangebot
von,ADP,von
Artistikworkshops,NOUN,Artistikworkshops
bis,ADP,bis
Familiendisko,PROPN,Familiendisko
.,PUNCT,--
Veranstaltet,VERB,veranstalten
wird,AUX,werden
die,DET,der
Familiennacht,NOUN,Familiennacht
vom,ADP,von
Bündnis,NOUN,Bündnis
Familiennacht,PROPN,Familiennacht
und,CCONJ,und
bietet,VERB,bieten
Familien,NOUN,Familie
mit,ADP,mit
vergünstigten,ADJ,vergünstigt
Eintrittspreisen,NOUN,Eintrittsprei
und,CCONJ,und
verlängerten,ADJ,verlängert
Öffnungszeiten,NOUN,Öffnungszeit
einen,DET,ein
besonderen,ADJ,besonderer
Einblick,NOUN,Einblick
in,ADP,in
die,DET,der
vielseitigen,NOUN,vielseitig
und,CCONJ,und
spannenden,ADJ,spannend
Familienangebote,NOUN,Familienangebot
",",PUNCT,--
etwa,ADV,etwa
durch,ADP,durch
eine,DET,ein
Abendwanderung,NOUN,Abendwanderung
am,ADP,an
Liepnitzsee,NOUN,Liepnitzsee
",",PUNCT,--
eine,DET,ein
Familienführung,NOUN,Familienführung
durch,ADP,durch
den,DET,der
rbb,NOUN,Rbb
oder,CCONJ,oder
ein,DET,ein
nächtliches,ADJ,nächtlich
Tanzerlebnis,NOUN,Tanzerlebnis
im,ADP,in
Pro-bensaal,NOUN,Pro-bensaal
des,DET,der
Staatsballetts,NOUN,Staatsballett
.,PUNCT,--
Das,DET,der
Bündnis,NOUN,Bündnis
Familiennacht,PROPN,Familiennacht
arbeitet,VERB,arbeiten
in,ADP,in
Kooperation,NOUN,Kooperation
mit,ADP,mit
der,DET,der
JugendKulturService,PROPN,JugendKulturService
gGmbH,PROPN,gGmbH
als,ADP,als
Träger,NOUN,Träger
",",PUNCT,--
der,DET,der
Jugend-,X,Jugend
und,CCONJ,und
Familienstiftung,NOUN,Familienstiftung
des,DET,der
Landes,NOUN,Land
Berlin,PROPN,Berlin
",",PUNCT,--
dem,DET,der
Berliner,ADJ,Berliner
Beirat,NOUN,Beirat
für,ADP,für
Familienfragen,NOUN,Familienfrag
",",PUNCT,--
dem,DET,der
FEZ-Berlin,NOUN,FEZ-Berlin
und,CCONJ,und
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Bildung,NOUN,Bildung
",",PUNCT,--
Jugend,NOUN,Jugend
und,CCONJ,und
Familie,NOUN,Familie
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
und,CCONJ,und
das,DET,der
Programm,NOUN,Programm
der,DET,der
Familiennacht,NOUN,Familiennacht
:,PUNCT,--
www.familiennacht.de,X,www.familiennacht.de
/,PUNCT,--
