Token,PoS,Lemma
Freiraumwettbewerb,NOUN,Freiraumwettbewerb
Umgestaltung,NOUN,Umgestaltung
Franz-Neumann-Platz,NOUN,Franz-Neumann-Platz
entschieden,VERB,entscheiden
"
",SPACE,"
"
Der,DET,der
im,ADP,in
März,NOUN,März
2020,NUM,2020
von,ADP,von
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
und,CCONJ,und
Wohnen,NOUN,wohnen
in,ADP,in
Zusammenarbeit,NOUN,Zusammenarbeit
mit,ADP,mit
dem,DET,der
Bezirksamt,NOUN,Bezirksamt
Reinickendorf,PROPN,Reinickendorf
von,ADP,von
Berlin,PROPN,Berlin
ausgelobte,ADJ,ausgelobt
offene,ADJ,offen
Realisierungswettbewerb,NOUN,Realisierungswettbewerb
zur,ADP,zu
Neugestaltung,NOUN,Neugestaltung
des,DET,der
Franz-Neumann-Platzes,NOUN,Franz-Neumann-Platz
wurde,AUX,werden
am,ADP,an
23.07.2020,NOUN,23.07.2020
entschieden,VERB,entscheiden
.,PUNCT,--
Bis,ADP,bis
zum,ADP,zu
Abgabetermin,NOUN,Abgabetermin
am,ADP,an
15.6.2020,NOUN,15.6.2020
wurden,AUX,werden
23,NUM,23
Arbeiten,NOUN,Arbeit
eingereicht,VERB,einreichen
.,PUNCT,--
Am,PART,an
23.07.2020,NOUN,23.07.2020
wurden,AUX,werden
die,DET,der
Preisträger,NOUN,Preisträger
im,ADP,in
Rahmen,NOUN,Rahmen
einer,DET,ein
eintägigen,ADJ,eintägig
Sitzung,NOUN,Sitzung
des,DET,der
Preisgerichts,NOUN,Preisgericht
ermittelt,VERB,ermitteln
.,PUNCT,--
Im,ADP,in
Vorfeld,NOUN,Vorfeld
der,DET,der
Sitzung,NOUN,Sitzung
war,AUX,sein
der,DET,der
Öffentlichkeit,NOUN,Öffentlichkeit
die,DET,der
Möglichkeit,NOUN,Möglichkeit
eingeräumt,VERB,einräumen
",",PUNCT,--
die,DET,der
Entwürfe,NOUN,Entwurf
zu,PART,zu
begutachten,VERB,begutachten
.,PUNCT,--
Unter,ADP,unter
dem,DET,der
Vorsitz,NOUN,Vorsitz
des,DET,der
Stadtplaners,NOUN,Stadtplaner
Miller,PROPN,Miller
Stevens,PROPN,Stevens
entschied,VERB,entscheiden
das,DET,der
Preisgericht,NOUN,Preisgericht
nach,ADP,nach
ausführlicher,ADJ,ausführlich
Diskussion,NOUN,Diskussion
wie,ADV,wie
folgt,VERB,folgen
:,PUNCT,--
1.,ADJ,1.
Preis,NOUN,Preis
:,PUNCT,--
Grieger,ADJ,Grieg
Harzer,NOUN,Harzer
Landschaftsarchitekten,PROPN,Landschaftsarchitekten
GbR,PROPN,GbR
",",PUNCT,--
Berlin,PROPN,Berlin
15.100,NUM,15.100
€,PROPN,€
2.,ADJ,2.
Preis,NOUN,Preis
:,PUNCT,--
Franz,PROPN,Franz
Reschke,PROPN,Reschke
",",PUNCT,--
Landschaftsarchitektur,NOUN,Landschaftsarchitektur
GmbH,NOUN,GmbH
",",PUNCT,--
Berlin,PROPN,Berlin
9.100,NUM,9.100
€,PROPN,€
3.,ADJ,3.
Preis,NOUN,Preis
:,PUNCT,--
Hutterreimann,NOUN,Hutterreimann
Landschaftsarchitektur,NOUN,Landschaftsarchitektur
GmbH,NOUN,GmbH
",",PUNCT,--
Berlin,PROPN,Berlin
6.100,NUM,6.100
€,PROPN,€
Die,DET,der
Jury,NOUN,Jury
empfahl,VERB,empfehlen
einstimmig,ADV,einstimmig
",",PUNCT,--
die,PRON,der
mit,ADP,mit
dem,DET,der
1.,ADJ,1.
Preis,NOUN,Preis
ausgezeichnete,ADJ,ausgezeichnet
Arbeit,NOUN,Arbeit
mit,ADP,mit
der,DET,der
weiteren,ADJ,weit
Planung,NOUN,Planung
zur,ADP,zu
Realisierung,NOUN,Realisierung
zu,PART,zu
beauftragen,VERB,beauftragen
.,PUNCT,--
Dr.,NOUN,Dr.
Sandra,PROPN,Sandra
Obermeyer,PROPN,Obermeyer
von,ADP,von
der,DET,der
Senatsverwaltung,NOUN,Senatsverwaltung
für,ADP,für
Stadtentwicklung,NOUN,Stadtentwicklung
und,CCONJ,und
Wohnen,NOUN,wohnen
ist,AUX,sein
sich,PRON,sich
sicher,ADV,sicher
:,PUNCT,--
„,PUNCT,--
Dieser,DET,dieser
Entwurf,NOUN,Entwurf
ist,AUX,sein
Stadtplatz,NOUN,Stadtplatz
und,CCONJ,und
Garten,NOUN,Garten
in,ADP,in
einem,PRON,ein
.,PUNCT,--
Er,PRON,er
bietet,VERB,bieten
Sitzen,NOUN,Sitz
im,ADP,in
Grünen,NOUN,grüne
",",PUNCT,--
aber,CCONJ,aber
auch,ADV,auch
Lebendiges,NOUN,Lebendig
an,ADP,an
einem,DET,ein
offen,ADV,offen
sonnigen,ADJ,sonnig
Platzbereich,NOUN,Platzbereich
.,PUNCT,--
Die,DET,der
Kunst,NOUN,Kunst
des,DET,der
bestehenden,ADJ,bestehend
Brunnens,NOUN,Brunnen
wird,AUX,werden
würdig,ADV,würdig
integriert,VERB,integrieren
",",PUNCT,--
was,PRON,wer
den,DET,der
AnwohnerInnen,NOUN,AnwohnerInnen
wichtig,ADV,wichtig
ist,AUX,sein
.,PUNCT,--
Die,DET,der
Ziele,NOUN,Ziel
der,DET,der
Städtebauförderung,NOUN,Städtebauförderung
können,AUX,können
mit,ADP,mit
dem,DET,der
Entwurf,NOUN,Entwurf
umgesetzt,VERB,umsetzen
werden,AUX,werden
.,PUNCT,--
“,PUNCT,--
Rüdiger,PROPN,Rüdiger
Zech,PROPN,Zech
vom,ADP,von
Bezirksamt,NOUN,Bezirksamt
Reinickendorf,PROPN,Reinickendorf
hebt,VERB,heben
hervor,ADV,hervor
:,PUNCT,--
„,PUNCT,--
Der,DET,der
grüne,ADJ,grün
Stadtplatz,NOUN,Stadtplatz
stellt,VERB,stellen
eine,DET,ein
erlebbare,ADJ,erlebbar
Verbindung,NOUN,Verbindung
zum,ADP,zu
Schäfersee,NOUN,Schäfersee
her,ADV,her
und,CCONJ,und
bezieht,VERB,beziehen
zur,ADP,zu
Orientierung,NOUN,Orientierung
Markt-,X,Markt
und,CCONJ,und
Residenzstraße,NOUN,Residenzstraße
bewusst,VERB,bewussen
ein,ADV,ein
.,PUNCT,--
“,PUNCT,--
Das,DET,der
Preisgericht,NOUN,Preisgericht
würdigt,VERB,würdigen
den,DET,der
Entwurf,NOUN,Entwurf
als,ADP,als
Grüner,NOUN,Grüner
BürgerInnenplatz,NOUN,BürgerInnenplatz
wie,SCONJ,wie
folgt,VERB,folgen
:,PUNCT,--
„,PUNCT,--
Die,DET,der
EntwurfsverfasserInnen,NOUN,EntwurfsverfasserInnen
beschränken,VERB,beschränken
sich,PRON,sich
auf,ADP,auf
wenige,DET,weniger
Entwurfselemente,NOUN,Entwurfselement
und,CCONJ,und
eine,DET,ein
einfache,ADJ,einfach
Grunddisposition,NOUN,Grunddisposition
.,PUNCT,--
Vorgeschlagen,VERB,vorschlagen
wird,AUX,werden
eine,DET,ein
Zweiteilung,NOUN,Zweiteilung
der,DET,der
Platzfläche,NOUN,Platzfläche
:,PUNCT,--
Zu,ADP,zu
den,DET,der
Platzrändern,NOUN,Platzränder
hin,ADV,hin
angeordnete,ADJ,angeordnet
‚,NOUN,‚
grüne,ADJ,grün
Kissen,NOUN,Kissen
‘,PUNCT,--
fassen,VERB,fassen
eine,DET,ein
steinern,NOUN,Steiner
geprägte,ADJ,geprägt
Platzmitte,NOUN,Platzmitte
ein,ADV,ein
.,PUNCT,--
