Token,PoS,Lemma
Gefährliche,ADJ,Gefährliche
Körperverletzung,NOUN,Körperverletzung
durch,ADP,durch
Baseballschläger,NOUN,Baseballschläger
"
",SPACE,"
"
Nr.,NOUN,Nr.
1663,NUM,1663
Gestern,NOUN,Gestern
Abend,NOUN,Abend
wurden,AUX,werden
Polizeikräfte,NOUN,Polizeikraft
zu,ADP,zu
einer,DET,ein
gefährlichen,ADJ,gefährlich
Körperverletzung,NOUN,Körperverletzung
in,ADP,in
den,DET,der
Ortsteil,NOUN,Ortsteil
Wittenau,PROPN,Wittenau
alarmiert,VERB,alarmieren
.,PUNCT,--
Dem,DET,der
bisherigen,ADJ,bisherig
Ermittlungsstand,NOUN,Ermittlungsstand
zufolge,ADP,zufolge
sollen,AUX,sollen
zwei,NUM,zwei
Männer,NOUN,Mann
im,ADP,in
Alter,NOUN,Alter
von,ADP,von
51,NUM,51
und,CCONJ,und
47,NUM,47
Jahren,NOUN,Jahr
gegen,ADP,gegen
19.30,NUM,19.30
Uhr,NOUN,Uhr
im,ADP,in
Eichborndamm,NOUN,Eichborndamm
in,ADP,in
einen,DET,ein
verbalen,ADJ,verbal
Streit,NOUN,Streit
geraten,VERB,geraten
sein,AUX,sein
.,PUNCT,--
Im,ADP,in
weiteren,ADJ,weit
Verlauf,NOUN,Verlauf
der,DET,der
Auseinandersetzung,NOUN,Auseinandersetzung
soll,AUX,sollen
der,DET,der
51-Jährige,NOUN,51-Jährige
dann,ADV,dann
dem,DET,der
47-Jährigen,NOUN,47-Jährigen
mit,ADP,mit
einem,DET,ein
Baseballschläger,NOUN,Baseballschläger
mehrmals,ADV,mehrmals
auf,ADP,auf
den,DET,der
Kopf,NOUN,Kopf
geschlagen,VERB,schlagen
haben,AUX,haben
",",PUNCT,--
wodurch,SCONJ,wodurch
dieser,PRON,dieser
bewusstlos,ADV,bewusstlos
zu,ADP,zu
Boden,NOUN,Boden
ging,VERB,gehen
.,PUNCT,--
Alarmierte,ADJ,Alarmiert
Rettungskräfte,NOUN,Rettungskraft
brachten,VERB,bringen
den,DET,der
Verletzten,NOUN,verletzter
mit,ADP,mit
erheblichen,ADJ,erheblich
Kopfverletzungen,NOUN,Kopfverletzung
für,ADP,für
eine,DET,ein
stationäre,ADJ,stationär
Behandlung,NOUN,Behandlung
in,ADP,in
ein,DET,ein
Krankenhaus,NOUN,Krankenhaus
.,PUNCT,--
Der,DET,der
51-jährige,ADJ,51-jährig
Tatverdächtige,NOUN,Tatverdächtige
wurde,AUX,werden
durch,ADP,durch
einen,DET,ein
Beamten,NOUN,Beamter
der,DET,der
Bundespolizei,NOUN,Bundespolizei
bis,ADP,bis
zum,ADP,zu
Eintreffen,NOUN,eintreffen
der,DET,der
Berliner,ADJ,Berliner
Polizeikräfte,NOUN,Polizeikraft
am,ADP,an
Tatort,NOUN,Tatort
festgehalten,VERB,festhalten
und,CCONJ,und
diesen,PRON,dieser
übergeben,VERB,übergeben
.,PUNCT,--
Der,DET,der
Tatverdächtige,NOUN,Tatverdächtige
kam,VERB,kommen
anschließend,ADV,anschließend
für,ADP,für
erkennungsdienstliche,ADJ,erkennungsdienstlich
Maßnahmen,NOUN,Maßnahme
in,ADP,in
einen,DET,ein
Polizeigewahrsam,NOUN,Polizeigewahrsam
.,PUNCT,--
Von,ADP,von
dort,ADV,dort
soll,AUX,sollen
er,PRON,er
noch,ADV,noch
am,ADP,an
heutigen,ADJ,heutig
Tag,NOUN,Tag
einem,DET,ein
Richter,NOUN,Richter
zum,ADP,zu
Erlass,NOUN,Erlass
eines,DET,ein
Haftbefehls,NOUN,Haftbefehl
vorgeführt,VERB,vorführen
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Ermittlungen,NOUN,Ermittlung
",",PUNCT,--
insbesondere,ADV,insbesondere
zu,ADP,zu
den,DET,der
Hintergründen,NOUN,Hintergrund
der,DET,der
Tat,NOUN,Tat
",",PUNCT,--
werden,AUX,werden
von,ADP,von
dem,DET,der
zuständigen,ADJ,zuständig
Fachkommissariat,NOUN,Fachkommissariat
der,DET,der
Direktion,NOUN,Direktion
1,NUM,1
(,PUNCT,--
Nord,NOUN,Nord
),PUNCT,--
geführt,VERB,führen
und,CCONJ,und
dauern,VERB,dauern
an,ADP,an
.,PUNCT,--
