Token,PoS,Lemma
Eröffnung,NOUN,Eröffnung
der,DET,der
Zweigstelle,NOUN,Zweigstelle
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
in,ADP,in
der,DET,der
FreiwilligenAgentur,NOUN,FreiwilligenAgentur
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
"
",SPACE,"
"
In,ADP,in
der,DET,der
FreiwilligenAgentur,NOUN,FreiwilligenAgentur
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
wird,AUX,werden
am,ADP,an
13.,ADJ,13.
März,NOUN,März
2015,NUM,2015
von,ADP,von
13:00,NOUN,13:00
-17:00,PROPN,-17:00
Uhr,NOUN,Uhr
die,DET,der
Zweigstelle,NOUN,Zweigstelle
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
der,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
ifeierlich,ADV,ifeierlich
eröffnet,VERB,eröffnen
.,PUNCT,--
Die,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
setzt,VERB,setzen
sich,PRON,sich
aktiv,ADV,aktiv
für,ADP,für
kulturelle,ADJ,kulturell
Teilhabe,NOUN,Teilhabe
ein,ADV,ein
",",PUNCT,--
indem,SCONJ,indem
sie,PRON,sie
freie,ADJ,frei
Kulturplätze,NOUN,Kulturplatz
kostenlos,ADV,kostenlos
an,ADP,an
Menschen,NOUN,Mensch
mit,ADP,mit
geringem,ADJ,gering
Einkommen,NOUN,Einkommen
vermittelt,VERB,vermitteln
.,PUNCT,--
Im,ADP,in
Januar,NOUN,Januar
2010,NUM,2010
fanden,VERB,finden
sich,PRON,sich
engagierte,ADJ,engagiert
Berlinerinnen,NOUN,Berlinerin
und,CCONJ,und
Berliner,NOUN,Berliner
zusammen,ADV,zusammen
",",PUNCT,--
um,SCONJ,um
gemeinsam,ADV,gemeinsam
leere,ADJ,leer
Kulturplätze,NOUN,Kulturplatz
mit,ADP,mit
Menschen,NOUN,Mensch
zu,PART,zu
besetzen,VERB,besetzen
",",PUNCT,--
die,PRON,der
aus,ADP,aus
finanziellen,ADJ,finanziell
Gründen,NOUN,Grund
sonst,ADV,sonst
nicht,PART,nicht
an,ADP,an
Kulturveranstaltungen,NOUN,Kulturveranstaltung
teilnehmen,VERB,teilnehmen
können,AUX,können
.,PUNCT,--
Zahlreiche,ADJ,zahlreich
Berliner,ADJ,Berliner
Kulturveranstalter,NOUN,Kulturveranstalter
stellen,VERB,stellen
den,DET,der
Gästen,NOUN,Gast
der,DET,der
Kulturloge,NOUN,Kulturloge
freie,ADJ,frei
Kulturplätze,NOUN,Kulturplatz
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Das,DET,der
Angebot,NOUN,Angebot
umfasst,VERB,umfassen
die,DET,der
Genres,NOUN,Genre
Sprechtheater,NOUN,Sprechtheater
",",PUNCT,--
Musiktheater,NOUN,Musiktheater
",",PUNCT,--
Puppentheater,NOUN,Puppentheater
",",PUNCT,--
Kabarett,NOUN,Kabarett
",",PUNCT,--
Lesungen,NOUN,Lesung
",",PUNCT,--
Klassische,ADJ,klassisch
Musik,NOUN,Musik
",",PUNCT,--
Rock-,X,Rock
und,CCONJ,und
Pop-Musik,NOUN,Pop-Musik
",",PUNCT,--
Museen,NOUN,Museum
und,CCONJ,und
Ausstellungen,NOUN,Ausstellung
",",PUNCT,--
Galeriewesen,NOUN,Galeriewese
",",PUNCT,--
Kino,NOUN,Kino
sowie,CCONJ,sowie
Zirkus-,X,Zirkus
und,CCONJ,und
Sport,NOUN,Sport
veranstaltungen,VERB,veranstaltungen
.,PUNCT,--
Mittlerweile,ADV,mittlerweile
ist,AUX,sein
die,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
Teil,NOUN,Teil
einer,DET,ein
bundesweiten,ADJ,bundesweit
Bewegung,NOUN,Bewegung
für,ADP,für
niedrigschwellige,ADJ,niedrigschwellig
Kulturvermitlung,NOUN,Kulturvermitlung
und,CCONJ,und
fördert,VERB,fördern
kulturelle,ADJ,kulturell
und,CCONJ,und
soziale,ADJ,sozial
Teilhabe,NOUN,Teilhabe
an,ADP,an
Orten,NOUN,Ort
",",PUNCT,--
an,ADP,an
denen,PRON,der
Menschen,NOUN,Mensch
sich,PRON,sich
begegnen,VERB,begegnen
–,PUNCT,--
und,CCONJ,und
das,PRON,der
sind,AUX,sein
vor,ADP,vor
allem,PRON,alle
kulturelle,ADJ,kulturell
Räume,NOUN,Raum
!,PUNCT,--
Wir,PRON,wir
freuen,VERB,freuen
uns,PRON,sich
",",PUNCT,--
dass,SCONJ,dass
wir,PRON,wir
als,ADP,als
FreiwilligenAgentur,NOUN,FreiwilligenAgentur
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
nun,ADV,nun
Zweigstelle,NOUN,Zweigstelle
der,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Kulturstadträtin,NOUN,Kulturstadträtin
Juliane,PROPN,Juliane
Witt,PROPN,Witt
",",PUNCT,--
unsere,DET,unser
Sozialstadträtin,NOUN,Sozialstadträtin
Dagmar,PROPN,Dagmar
Pohle,PROPN,Pohle
sowie,CCONJ,sowie
die,DET,der
Gründerin,NOUN,Gründerin
und,CCONJ,und
Geschäftsführerin,NOUN,Geschäftsführerin
der,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
",",PUNCT,--
Angela,PROPN,Angela
Meyenburg,PROPN,Meyenburg
",",PUNCT,--
werden,AUX,werden
am,ADP,an
13.,ADJ,13.
März.2015,PROPN,März.2015
feierlich,ADV,feierlich
eröffnen,VERB,eröffnen
.,PUNCT,--
Ich,PRON,ich
möchte,AUX,möchten
Sie,PRON,sie
ganz,ADV,ganz
herzlich,ADV,herzlich
zur,ADP,zu
Eröffung,NOUN,Eröffung
der,DET,der
Zweigstelle,NOUN,Zweigstelle
der,DET,der
Kulturloge,NOUN,Kulturloge
Berlin,PROPN,Berlin
in,ADP,in
unseren,DET,unser
Räumen,NOUN,Raum
(,PUNCT,--
Helene-Weigel-Platz,PROPN,Helene-Weigel-Platz
6,NUM,6
",",PUNCT,--
12681,NUM,12681
Berlin,PROPN,Berlin
",",PUNCT,--
direkt,ADV,direkt
am,ADP,an
S-Bahnhof,NOUN,S-Bahnhof
“,PUNCT,--
Springpfuhl,PROPN,Springpfuhl
”,PUNCT,”
),PUNCT,--
einladen,VERB,einladen
.,PUNCT,--
Zukünftige,ADJ,zukünftig
Kulturlogengäste,NOUN,Kulturlogengäst
können,AUX,können
sich,PRON,sich
übrigens,ADV,übrigens
bereits,ADV,bereits
an,ADP,an
der,DET,der
Eröffnungsfeier,NOUN,Eröffnungsfeier
bei,ADP,bei
der,DET,der
Kulturloge,NOUN,Kulturloge
eintragen,VERB,eintragen
.,PUNCT,--
Auch,ADV,auch
Freiwillige,NOUN,freiwillige
",",PUNCT,--
die,PRON,der
die,PRON,der
daran,ADV,daran
interessiert,ADV,interessiert
sind,AUX,sein
",",PUNCT,--
die,DET,der
Arbeit,NOUN,Arbeit
der,DET,der
Kulturloge,NOUN,Kulturloge
in,ADP,in
unserer,DET,unser
FreiwilligenAgentur,NOUN,FreiwilligenAgentur
zu,PART,zu
unterstützen,VERB,unterstützen
",",PUNCT,--
können,AUX,können
sich,PRON,sich
schon,ADV,schon
bei,ADP,bei
der,DET,der
Eröffnung,NOUN,Eröffnung
registrieren,VERB,registrieren
.,PUNCT,--
Mit,ADP,mit
freundlichen,ADJ,freundlich
Grüßen,NOUN,Grüße
Jochen,PROPN,Jochen
Gollbach,PROPN,Gollbach
*,PROPN,*
*,PROPN,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,X,*
*,NOUN,*
*,NOUN,*
FreiwilligenAgentur,NOUN,FreiwilligenAgentur
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
Leitung,NOUN,Leitung
:,PUNCT,--
Dr.,NOUN,Dr.
Jochen,PROPN,Jochen
Gollbach,PROPN,Gollbach
Helene-Weigel-Platz,PROPN,Helene-Weigel-Platz
6,NUM,6
12681,NUM,12681
Berlin,PROPN,Berlin
Telefon,NOUN,Telefon
:,PUNCT,--
030,NUM,030
-,NUM,-
762,NUM,762
36,NUM,36
500,NUM,500
Fax,NOUN,Fax
:,PUNCT,--
030,NUM,030
-,NUM,-
762,NUM,762
36,NUM,36
503,NUM,503
Email,NOUN,Email
:,PUNCT,--
info@aller-ehren-wert.de,NOUN,info@aller-ehren-wert.de
Website,NOUN,Website
:,PUNCT,--
www.aller-ehren-wert.de,ADJ,www.aller-ehren-wert.de
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
Montag,NOUN,Montag
",",PUNCT,--
Dienstag,NOUN,Dienstag
:,PUNCT,--
