Token,PoS,Lemma
Erstes,ADJ,erster
Treffen,NOUN,treffen
über,ADP,über
Dating,PROPN,Dating
App,PROPN,App
–,PUNCT,--
beraubt,VERB,berauben
und,CCONJ,und
verletzt,VERB,verletzen
"
",SPACE,"
"
Nr.,NOUN,Nr.
1577,NUM,1577
Gestern,NOUN,Gestern
Abend,NOUN,Abend
sollen,AUX,sollen
drei,NUM,drei
Unbekannte,NOUN,unbekannte
einen,DET,ein
Mann,NOUN,Mann
in,ADP,in
seiner,DET,sein
Wohnung,NOUN,Wohnung
in,ADP,in
Wedding,PROPN,Wedding
beraubt,VERB,berauben
haben,AUX,haben
.,PUNCT,--
Der,DET,der
34-jährige,NOUN,34-jährig
hatte,AUX,haben
sich,PRON,sich
zuvor,ADV,zuvor
über,ADP,über
eine,DET,ein
Dating-App,PROPN,Dating-App
mit,ADP,mit
einer,DET,ein
männlichen,ADJ,männlich
Person,NOUN,Person
gegen,ADP,gegen
21.45,NUM,21.45
Uhr,NOUN,Uhr
in,ADP,in
seiner,DET,sein
Wohnung,NOUN,Wohnung
in,ADP,in
der,DET,der
Föhrer,ADJ,Föhrer
Straße,NOUN,Straße
verabredet,VERB,verabreden
.,PUNCT,--
Es,PRON,es
sollen,AUX,sollen
dann,ADV,dann
jedoch,ADV,jedoch
drei,NUM,drei
Männer,NOUN,Mann
erschienen,VERB,erscheinen
sein,AUX,sein
",",PUNCT,--
von,ADP,von
denen,PRON,der
keiner,PRON,keiner
dem,DET,der
Mann,NOUN,Mann
ähnlich,ADV,ähnlich
sah,VERB,sehen
",",PUNCT,--
mit,ADP,mit
dem,PRON,der
er,PRON,er
das,DET,der
Treffen,NOUN,Treffen
vereinbart,VERB,vereinbaren
hatte,AUX,haben
.,PUNCT,--
Das,DET,der
Trio,NOUN,Trio
soll,AUX,sollen
dann,ADV,dann
den,DET,der
34-Jährigen,NOUN,34-Jährig
in,ADP,in
seine,DET,sein
Wohnung,NOUN,Wohnung
gedrängt,VERB,drängen
",",PUNCT,--
mit,ADP,mit
einem,DET,ein
Messer,NOUN,Messer
bedroht,VERB,bedrohen
und,CCONJ,und
Geld,NOUN,Geld
gefordert,VERB,fordern
haben,AUX,haben
.,PUNCT,--
Im,ADP,in
weiteren,ADJ,weit
Verlauf,NOUN,Verlauf
soll,AUX,sollen
ihm,PRON,ihm
dann,ADV,dann
einer,PRON,einer
der,DET,der
Männer,NOUN,Mann
mit,ADP,mit
einem,DET,ein
Messer,NOUN,Messer
eine,DET,ein
Verletzung,NOUN,Verletzung
im,ADP,in
Gesicht,NOUN,Gesicht
zugefügt,VERB,zufügen
haben,AUX,haben
.,PUNCT,--
Nachdem,SCONJ,nachdem
der,DET,der
Beraubte,NOUN,beraubter
seine,DET,sein
EC-Karte,NOUN,EC-Kart
mit,ADP,mit
PIN,PROPN,PIN
übergeben,VERB,übergeben
haben,AUX,haben
soll,AUX,sollen
",",PUNCT,--
floh,VERB,fliehen
das,DET,der
Gespann,PROPN,Gespann
unerkannt,ADV,unerkannt
in,ADP,in
Richtung,NOUN,Richtung
U-Bahnhof,NOUN,U-Bahnhof
Amrumer,ADJ,Amrumer
Straße,NOUN,Straße
.,PUNCT,--
Die,DET,der
Gesichtsverletzungen,NOUN,Gesichtsverletzunge
des,DET,der
Beraubten,NOUN,Beraubt
wurden,AUX,werden
im,ADP,in
Krankenhaus,NOUN,Krankenhaus
ambulant,ADV,ambulant
behandelt,VERB,behandeln
.,PUNCT,--
Die,DET,der
Kriminalpolizei,NOUN,Kriminalpolizei
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
1,NUM,1
hat,AUX,haben
die,DET,der
Ermittlungen,NOUN,Ermittlung
übernommen,VERB,übernehmen
.,PUNCT,--
