Token,PoS,Lemma
Wieder,ADV,wieder
erhalten,VERB,erhalten
14,NUM,14
Kindergärten,NOUN,Kindergärt
–,PUNCT,--
auch,ADV,auch
aus,ADP,aus
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
-,PUNCT,--
das,DET,der
„,PUNCT,--
Deutsche,ADJ,deutsch
Kindergarten-Gütesiegel,NOUN,Kindergarten-Gütesiegel
“,PUNCT,--
"
",SPACE,"
"
Das,DET,der
Berliner,ADJ,Berliner
Bildungsprogramm,PROPN,Bildungsprogramm
verpflichtet,VERB,verpflichten
alle,DET,aller
Träger,NOUN,Träger
von,ADP,von
Kindergärten,NOUN,Kindergärt
",",PUNCT,--
die,DET,der
Qualität,NOUN,Qualität
der,DET,der
Kinderbetreuung,NOUN,Kinderbetreuung
nicht,PART,nicht
nur,ADV,nur
selbst,ADV,selbst
ständig,ADV,ständig
zu,PART,zu
überprüfen,VERB,überprüfen
und,CCONJ,und
zu,PART,zu
verbessern,VERB,verbessern
",",PUNCT,--
sondern,CCONJ,sondern
auch,ADV,auch
regelmäßig,ADV,regelmäßig
von,ADP,von
außen,ADV,außen
stehenden,ADJ,stehend
Fachleuten,NOUN,Fachleute
zertifizieren,VERB,zertifizieren
zu,PART,zu
lassen,VERB,lassen
.,PUNCT,--
Dieser,DET,dieser
„,PUNCT,--
externen,ADJ,extern
Evaluation,NOUN,Evaluation
“,PUNCT,--
stellen,VERB,stellen
sich,PRON,sich
die,DET,der
Kindergärten,NOUN,Kindergärt
NordOst,PROPN,NordOst
seit,ADP,seit
dem,DET,der
Kita-Jahr,NOUN,Kita-Jahr
2010,NUM,2010
/,PUNCT,--
2011.,PUNCT,2011.
Nach,ADP,nach
dem,DET,der
seit,ADP,seit
2007,NUM,2007
in,ADP,in
allen,DET,aller
76,NUM,76
Kindergärten,NOUN,Kindergärt
des,DET,der
Eigenbetriebes,NOUN,Eigenbetriebe
bereits,ADV,bereits
die,DET,der
„,PUNCT,--
internen,ADJ,intern
Evaluationen,NOUN,Evaluatione
“,PUNCT,--
",",PUNCT,--
die,DET,der
eigene,ADJ,eigen
Überprüfung,NOUN,Überprüfung
der,DET,der
Qualitätskriterien,NOUN,Qualitätskriterium
",",PUNCT,--
stattgefunden,VERB,stattfinden
hatten,AUX,haben
und,CCONJ,und
weiter,ADV,weiter
stattfinden,VERB,stattfinden
",",PUNCT,--
wurden,AUX,werden
die,DET,der
Einrichtungen,NOUN,Einrichtung
von,ADP,von
der,DET,der
„,PUNCT,--
PädQUIS,NUM,PädQUIS
gGmbH,NOUN,gGmbH
“,PUNCT,--
",",PUNCT,--
dem,DET,der
Kooperationsinstitut,NOUN,Kooperationsinstitut
der,DET,der
Freien,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
für,ADP,für
Pädagogische,ADJ,Pädagogische
Qualitäts-Informations-Systeme,NOUN,Qualitäts-Informations-System
",",PUNCT,--
genau,ADV,genau
„,PUNCT,--
unter,ADP,unter
die,DET,der
Lupe,NOUN,Lupe
“,PUNCT,--
genommen,VERB,nehmen
.,PUNCT,--
PädQUIS,NUM,PädQUIS
ist,AUX,sein
ein,DET,ein
Forschungs-,X,Forschung
und,CCONJ,und
Entwicklungsinstitut,NOUN,Entwicklungsinstitut
",",PUNCT,--
das,PRON,der
seit,ADP,seit
1999,NUM,1999
im,ADP,in
Bereich,NOUN,Bereich
der,DET,der
Frühpädagogik,NOUN,Frühpädagogik
anwendungsbezogene,ADJ,anwendungsbezogen
Untersuchungen,NOUN,Untersuchung
und,CCONJ,und
empirische,ADJ,empirisch
Grundlagenforschung,NOUN,Grundlagenforschung
durchführt,VERB,durchführen
.,PUNCT,--
Die,DET,der
Kindergärten,NOUN,Kindergärte
NordOst,PROPN,NordOst
sind,AUX,sein
nun,ADV,nun
besonders,ADV,besonders
