Token,PoS,Lemma
Festnahme,NOUN,Festnahme
zweier,ADJ,zwei
Langfinger,NOUN,Langfinger
"
",SPACE,"
"
Nr.2425,ADJ,Nr.2425
Einsatzkräfte,NOUN,Einsatzkraft
der,DET,der
Polizeidirektion,NOUN,Polizeidirektion
1,NUM,1
(,PUNCT,--
Nord,NOUN,Nord
),PUNCT,--
nahmen,VERB,nehmen
in,ADP,in
der,DET,der
vergangenen,ADJ,vergangen
Nacht,NOUN,Nacht
zwei,NUM,zwei
mutmaßliche,ADJ,mutmaßlich
Einbrecher,NOUN,Einbrecher
in,ADP,in
Lübars,PROPN,Lübars
fest,ADV,fest
",",PUNCT,--
nachdem,SCONJ,nachdem
diese,PRON,dieser
beim,ADP,bei
Einbrechen,NOUN,einbrechen
in,ADP,in
ein,DET,ein
Restaurant,NOUN,Restaurant
beobachtet,VERB,beobachten
worden,AUX,werden
waren,AUX,sein
.,PUNCT,--
Die,DET,der
beiden,DET,beide
Langfinger,NOUN,Langfinger
verschafften,VERB,verschaffn
sich,PRON,sich
gegen,ADP,gegen
Mitternacht,NOUN,Mitternacht
unerlaubt,ADV,unerlaubt
Zutritt,NOUN,Zutritt
zu,ADP,zu
den,DET,der
Räumlichkeiten,NOUN,Räumlichkeit
Am,ADP,an
Freibad,NOUN,Freibad
und,CCONJ,und
verließen,VERB,verlassen
diese,PRON,dieser
wenig,ADV,wenig
später,ADV,spät
unter,ADP,unter
anderem,PRON,anderer
mit,ADP,mit
Wertgegenständen,NOUN,Wertgegenständ
eines,DET,ein
in,ADP,in
der,DET,der
über,ADP,über
dem,DET,der
Restaurant,NOUN,Restaurant
wohnenden,ADJ,wohnend
59-Jährigen,NOUN,59-Jährig
.,PUNCT,--
In,ADP,in
dessen,PRON,der
Wohnung,NOUN,Wohnung
war,AUX,sein
das,DET,der
Duo,NOUN,Duo
offenbar,ADV,offenbar
auch,ADV,auch
eingedrungen,VERB,eindringen
.,PUNCT,--
Der,DET,der
Bewohner,NOUN,Bewohner
selbst,ADV,selbst
war,AUX,sein
es,PRON,es
",",PUNCT,--
der,PRON,der
beim,ADP,bei
Heimkommen,NOUN,Heimkommen
Umrisse,NOUN,Umriß
zweier,ADJ,zwei
Personen,NOUN,Person
sowie,CCONJ,sowie
eingeschaltete,ADJ,eingeschaltet
Taschenlampen,NOUN,Taschenlampe
im,ADP,in
Lokal,NOUN,Lokal
wahrnahm,VERB,wahrnehmen
und,CCONJ,und
die,DET,der
Polizei,NOUN,Polizei
alarmierte,VERB,alarmieren
.,PUNCT,--
Die,DET,der
Einsatzkräfte,NOUN,Einsatzkraft
stellten,VERB,stellen
kurz,ADV,kurz
darauf,ADV,darauf
zwei,NUM,zwei
junge,ADJ,jung
Männer,NOUN,Mann
im,ADP,in
Alter,NOUN,Alter
von,ADP,von
24,NUM,24
und,CCONJ,und
27,NUM,27
Jahren,NOUN,Jahr
in,ADP,in
unmittelbarer,ADJ,unmittelbar
Nähe,NOUN,Nähe
des,DET,der
Geländes,NOUN,Geländ
fest,ADV,fest
",",PUNCT,--
überprüften,VERB,überprüfen
sie,PRON,sie
und,CCONJ,und
führten,VERB,führen
sie,PRON,sie
einem,DET,ein
Polizeigewahrsam,NOUN,Polizeigewahrsam
zu,ADP,zu
.,PUNCT,--
In,ADP,in
diesem,PRON,dieser
wurden,AUX,werden
sie,PRON,sie
erkennungsdienstlich,ADV,erkennungsdienstlich
behandelt,VERB,behandeln
und,CCONJ,und
anschließend,ADV,anschließend
den,DET,der
Kolleginnen,NOUN,Kollegin
und,CCONJ,und
Kollegen,NOUN,Kollege
der,DET,der
Kriminalpolizei,NOUN,Kriminalpolizei
übergeben,VERB,übergeben
.,PUNCT,--
Die,DET,der
Ermittlungen,NOUN,Ermittlung
dauern,VERB,dauern
an,ADP,an
.,PUNCT,--
