Token,PoS,Lemma
Neue,ADJ,neu
vorläufige,ADJ,vorläufig
Öffnungszeiten,NOUN,Öffnungszeit
der,DET,der
Johanna-Moosdorf-Bibliothek,PROPN,Johanna-Moosdorf-Bibliothek
"
",SPACE,"
"
Die,DET,der
Öffnungszeiten,NOUN,Öffnungszeit
der,DET,der
Johanna-Moosdorf-Bibliothek,PROPN,Johanna-Moosdorf-Bibliothek
",",PUNCT,--
Westendallee,PROPN,Westendallee
45,NUM,45
in,ADP,in
14052,NUM,14052
Berlin,PROPN,Berlin
",",PUNCT,--
müssen,AUX,müssen
aufgrund,ADP,aufgrund
personeller,ADJ,personell
Engpässe,NOUN,Engpässe
ab,ADP,ab
Montag,NOUN,Montag
",",PUNCT,--
dem,DET,der
11.,ADJ,11.
November,NOUN,November
2019,NUM,2019
leider,ADV,leider
vorläufig,ADV,vorläufig
eingeschränkt,VERB,einschränken
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Bibliothek,NOUN,Bibliothek
bleibt,VERB,bleiben
jeweils,ADV,jeweils
montags,ADV,montags
und,CCONJ,und
donnerstags,ADV,donnerstags
geschlossen,VERB,schließen
.,PUNCT,--
Bis,ADP,bis
auf,ADP,auf
weiteres,ADJ,weit
gelten,VERB,gelten
für,ADP,für
die,DET,der
Johanna-Moosdorf-Bibliothek,PROPN,Johanna-Moosdorf-Bibliothek
folgende,ADJ,folgend
Öffnungszeiten,NOUN,Öffnungszeit
:,PUNCT,--
Montag,NOUN,Montag
:,PUNCT,--
geschlossen,VERB,geschlossen
Dienstag,NOUN,Dienstag
:,PUNCT,--
14,NUM,14
-,PUNCT,-
18,NUM,18
Uhr,NOUN,Uhr
Mittwoch,NOUN,Mittwoch
:,PUNCT,--
14,NUM,14
-,PUNCT,-
18,NUM,18
Uhr,NOUN,Uhr
Donnerstag,NOUN,Donnerstag
:,PUNCT,--
geschlossen,VERB,schließen
Freitag,NOUN,Freitag
:,PUNCT,--
14,NUM,14
-,PUNCT,-
18,NUM,18
Uhr,NOUN,Uhr
Weitere,ADJ,weit
Informationen,NOUN,Information
und,CCONJ,und
Kontakt,NOUN,Kontakt
:,PUNCT,--
www.stadtbibliothek.charlottenburg-wilmersdorf.de,X,www.stadtbibliothek.charlottenburg-wilmersdorf.de
",",PUNCT,--
www.wir-bieten-vielfalt-einen-ort.de,NOUN,www.wir-bieten-vielfalt-einen-ort.de
/,PUNCT,--
",",PUNCT,--
Tel.0,NOUN,Tel.0
30,NUM,30
9029,NUM,9029
-,PUNCT,--
27803.,PUNCT,27803.
Im,ADP,in
Auftrag,NOUN,Auftrag
Duong,PROPN,Duong
